match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_wonTackle,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_goals,stat_penaltyMiss,stat_errorLeadToAShot,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_penaltyConceded,stat_goalAssist
10433958,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9390,M,Muslera,28381,EUR,519264000,G,1,1,False,True,41.0,34.0,13.0,7.0,33.0,35.0,1.0,6.0,7.0,1.0,2.0,90.0,50.0,6.7,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,13192,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,32.0,27.0,1.0,,11.0,12.0,16.0,21.0,6.0,,,90.0,66.0,7.5,12.0,1,,,1.0,1.0,6.0,11.0,2.0,7.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2685,M,Nelsson,846148,EUR,908323200,D,25,25,False,,70.0,67.0,7.0,6.0,40.0,40.0,27.0,30.0,7.0,,,90.0,79.0,7.0,3.0,0,,,,1.0,4.0,2.0,,,,,,3.0,1.0,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6050,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,39.0,37.0,3.0,1.0,26.0,26.0,12.0,14.0,3.0,,,45.0,45.0,5.9,2.0,0,,,1.0,3.0,4.0,4.0,,,,,,4.0,,1.0,,,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,14,175,552,M,,74577,EUR,651888000,D,3,3,False,,65.0,56.0,5.0,3.0,35.0,37.0,24.0,32.0,6.0,,,90.0,85.0,7.3,10.0,0,,,4.0,1.0,1.0,4.0,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,3.0,,,1.0,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8645,M,ltorreira34,754794,EUR,823996800,M,5,5,False,,58.0,52.0,4.0,2.0,24.0,26.0,28.0,32.0,4.0,,,86.0,62.0,6.7,7.0,0,,,,2.0,2.0,4.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1618,M,,991493,EUR,707443200,M,27,27,False,,37.0,30.0,4.0,1.0,11.0,12.0,20.0,32.0,6.0,,,76.0,61.0,7.1,15.0,6,,,7.0,,5.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,2.0,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,
10433958,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9004,M,yunusakgun17,857738,EUR,962928000,M,11,11,False,,33.0,23.0,1.0,,6.0,6.0,17.0,27.0,5.0,,,90.0,55.0,7.0,18.0,4,,,,,6.0,6.0,1.0,6.0,3.0,2.0,,,,,3.0,3.0,,3.0,,,,,,2.0,,2.0,,,,,,,,,,,,,
10433958,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10256,M,driesmertens,32493,EUR,547257600,M,10,10,False,,37.0,33.0,3.0,2.0,6.0,6.0,27.0,32.0,2.0,,,76.0,52.0,7.0,11.0,1,,,1.0,,5.0,3.0,2.0,3.0,1.0,,,,,1.0,4.0,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,
10433958,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24902,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,22.0,13.0,2.0,1.0,6.0,8.0,7.0,16.0,1.0,,,45.0,35.0,6.1,17.0,1,,,2.0,2.0,6.0,3.0,1.0,4.0,1.0,,,,,,1.0,,,1.0,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,
10433958,home,Galatasaray,Bafetimbi Gomis,bafetimbi-gomis,B. Gomis,F,,184,1072,M,,3530,EUR,492134400,F,18,18,False,,13.0,11.0,,,,,11.0,13.0,1.0,,,76.0,22.0,7.0,6.0,4,,,,,2.0,,1.0,,,2.0,,1.0,,,3.0,,,1.0,,,1.0,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,
10433958,home,Galatasaray,Emin Bayram,emin-bayram,E. Bayram,D,40,193,771,M,,997153,EUR,1049241600,D,40,40,True,,32.0,31.0,2.0,2.0,28.0,28.0,3.0,4.0,1.0,,,45.0,40.0,7.1,2.0,0,,,,1.0,1.0,3.0,,1.0,1.0,,,2.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,
10433958,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13015,M,barisalperyilmaz,904096,EUR,959040000,F,53,53,True,,5.0,3.0,,,,1.0,3.0,4.0,1.0,,,14.0,9.0,6.5,4.0,1,,,,,3.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
10433958,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2160,M,,992912,EUR,885686400,M,22,22,True,,11.0,9.0,2.0,1.0,6.0,7.0,3.0,4.0,2.0,,,14.0,15.0,6.5,4.0,0,,,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Haris Seferović,haris-seferovic,H. Seferović,F,9,189,1003,M,,50899,EUR,698716800,F,9,9,True,,1.0,1.0,,,,,1.0,1.0,,,,14.0,4.0,6.8,1.0,2,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,
10433958,home,Galatasaray,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180,423,M,,343527,EUR,718156800,M,23,23,True,,4.0,4.0,,,3.0,3.0,1.0,1.0,,,,11.0,5.0,6.5,,0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,288,M,,190179,EUR,806803200,G,34,34,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433958,home,Galatasaray,Kazımcan Karataş,kazimcan-karatas,K. Karataş,D,88,182,1617,M,,1008884,EUR,1042675200,D,88,88,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
