match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_goalAssist,captain,stat_shotOffTarget,player_sofascoreId,stat_fouls,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
10408449,home,Girona FC,Juan Carlos,juan-carlos,J. Carlos,G,1,187,226,M,83708,EUR,569635200,G,1,1,False,39.0,25.0,17.0,3.0,23.0,28.0,2.0,11.0,6.0,90.0,41.0,5.0,14.0,0.0,0.0,0.00051205,0,-1.8988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408449,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,23.0,18.0,,,12.0,15.0,7.0,10.0,2.0,79.0,52.0,6.5,14.0,0.0361,0.3558,0.0570566,1,,Arnau Martinez,2.0,1.0,4.0,2.0,8.0,8.0,1.0,3.0,1.0,1.0,1.0,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,
10408449,home,Girona FC,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,22,22,False,44.0,34.0,9.0,5.0,29.0,32.0,5.0,12.0,9.0,90.0,57.0,6.6,11.0,0.0,0.0,0.00526387,0,,,,,1.0,1.0,1.0,7.0,,1.0,,,3.0,1.0,1.0,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,
10408449,home,Girona FC,Bernardo Espinosa,bernardo-espinosa,Bernardo,D,,192,218,M,139919,EUR,616118400,D,2,2,False,39.0,28.0,6.0,1.0,25.0,30.0,3.0,9.0,4.0,90.0,49.0,6.0,13.0,0.0,0.0,0.0830958,0,,,,,1.0,4.0,3.0,6.0,2.0,1.0,,,,,1.0,1.0,1.0,5.0,,,1.0,,,,,,,,,,,,,,,
10408449,home,Girona FC,Juanpe,juanpe,Juanpe,D,6,189,179,M,129861,EUR,672969600,D,15,15,False,24.0,22.0,4.0,3.0,19.0,20.0,3.0,4.0,2.0,76.0,30.0,6.2,2.0,0.0786,0.0,0.0888284,1,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,3.0,,,,True,1.0,,,,,,,,,,,,,
10408449,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,20.0,17.0,,,8.0,8.0,12.0,16.0,4.0,90.0,43.0,6.4,6.0,0.1582,0.1132,0.144295,2,,,4.0,3.0,1.0,,3.0,4.0,1.0,2.0,1.0,,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,MGutiérrez,1.0,,,,,,,,,,,
10408449,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,18,18,False,29.0,26.0,3.0,2.0,19.0,20.0,8.0,11.0,5.0,90.0,51.0,6.9,6.0,0.0318,0.0,0.0590867,1,,,2.0,1.0,2.0,1.0,6.0,7.0,1.0,1.0,,,3.0,1.0,1.0,,1.0,1.0,4.0,1.0,,,,oriolromeu,2.0,,1.0,1.0,,,,,,,,
10408449,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,21.0,14.0,4.0,1.0,10.0,13.0,5.0,11.0,,79.0,33.0,7.1,9.0,0.1257,0.0,0.0978016,1,,,3.0,1.0,,,1.0,3.0,,,,,3.0,,2.0,2.0,,,1.0,,1.0,,1.0,AlexGarcia97,1.0,,,,1.0,,,,,,,
10408449,home,Girona FC,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,989113,EUR,954633600,M,17,17,False,15.0,11.0,1.0,,2.0,3.0,9.0,15.0,3.0,90.0,33.0,6.5,15.0,0.3643,0.763,0.111857,5,,,3.0,,1.0,1.0,11.0,3.0,1.0,7.0,4.0,1.0,,1.0,,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,,,,,,,
10408449,home,Girona FC,Manu Vallejo,manu-vallejo,M. Vallejo,F,21,167,236,M,828969,EUR,855878400,F,25,25,False,20.0,17.0,1.0,1.0,9.0,11.0,9.0,10.0,5.0,54.0,31.0,7.0,6.0,0.0,0.0,0.220886,0,,,1.0,1.0,2.0,,4.0,3.0,1.0,1.0,,,,1.0,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,
