match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_penaltyConceded,stat_fouls,stat_totalContest,stat_wonContest,captain,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_punches,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_hitWoodwork
14573040,home,Omonia Nicosia,Francis Uzoho,,,francis-uzoho,F. Uzoho,G,23,196.0,1429,M,359670,EUR,909532800,G,23,23,False,23.0,13.0,15.0,5.0,0.0,10.0,16.0,3.0,7.0,13.0,1.0,1.0,1.0,1.0,1.0,90.0,33.0,6.6,11.0,0.00030313,0.0732,0,-0.0552,0.0,0.01,0.14,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573040,home,Omonia Nicosia,Stefan Simic,,,stefan-simic,S. Simic,D,27,189.0,253,M,188335,EUR,790560000,D,27,27,False,26.0,21.0,2.0,2.0,0.0,11.0,14.0,10.0,12.0,1.0,,,,,,79.0,43.0,7.2,7.0,0.0207127,,1,,0.11,0.01,0.46,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0553,0.1851,-0.14,,,,,,,,,,,,,,,,
14573040,home,Omonia Nicosia,Senou Coulibaly,,,senou-coulibaly,S. Coulibaly,D,5,193.0,244,M,937741,EUR,778636800,D,5,5,False,46.0,38.0,7.0,2.0,0.0,27.0,29.0,11.0,17.0,2.0,1.0,,,,,90.0,62.0,7.4,9.0,0.00377711,,0,,0.04,0.06,0.54,,1.0,1.0,1.0,7.0,,,4.0,2.0,4.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,
14573040,home,Omonia Nicosia,Saad Agouzoul,,,saad-agouzoul,S. Agouzoul,D,17,191.0,415,M,919680,EUR,871171200,D,17,17,False,66.0,48.0,13.0,1.0,0.0,36.0,44.0,13.0,23.0,6.0,,,,,,90.0,83.0,6.4,18.0,0.0280398,,0,,0.16,0.1,-0.29,,,1.0,1.0,5.0,,,8.0,2.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
14573040,home,Omonia Nicosia,Giannis Masouras,,,giannis-masouras,G. Masouras,D,21,181.0,186,M,369940,EUR,840844800,M,21,21,False,22.0,14.0,1.0,,0.0,10.0,14.0,4.0,9.0,4.0,,,,,,60.0,37.0,6.8,13.0,0.00160269,,1,,-0.14,0.07,0.27,,2.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,,,0.0225,0.1799,-0.07,,1.0,,,,1.0,1.0,,,,,,,,,
14573040,home,Omonia Nicosia,Ioannis Kousoulos,,,ioannis-kousoulos,I. Kousoulos,M,31,180.0,153,M,369708,EUR,834710400,M,31,31,False,43.0,35.0,11.0,6.0,0.0,16.0,17.0,19.0,26.0,10.0,1.0,,,,,90.0,53.0,6.8,9.0,0.00870843,,0,,0.15,0.06,-0.03,,3.0,1.0,4.0,3.0,,,2.0,1.0,2.0,2.0,,,,,,2.0,,,,1.0,,,True,1.0,,,,,,,
14573040,home,Omonia Nicosia,Carel Eiting,,,carel-eiting,C. Eiting,M,6,178.0,347,M,803025,EUR,887155200,M,6,6,False,17.0,14.0,2.0,1.0,0.0,11.0,12.0,3.0,7.0,,1.0,,,,,60.0,28.0,6.6,6.0,0.00162775,,0,,-0.14,0.07,-0.06,,,,2.0,1.0,,,3.0,,1.0,,,,,,,2.0,2.0,,,,,,,,2.0,,,,,,
14573040,home,Omonia Nicosia,Fotios Kitsos,,,fotios-kitsos,F. Kitsos,D,3,174.0,167,M,1005998,EUR,1049068800,M,3,3,False,46.0,43.0,1.0,1.0,0.0,34.0,36.0,9.0,10.0,8.0,3.0,,,,,90.0,74.0,7.3,7.0,0.00754824,,0,,0.06,0.05,0.41,,,,,5.0,,,3.0,,3.0,2.0,1.0,,,,,2.0,,,,,1.0,1.0,,,,,,,,,
14573040,home,Omonia Nicosia,Ewandro Costa,,,ewandro-costa,Ewandro,M,11,176.0,206,M,551468,EUR,826848000,F,11,11,False,34.0,25.0,6.0,4.0,0.0,9.0,10.0,17.0,25.0,2.0,,,,,,90.0,43.0,6.9,10.0,0.119653,,2,,0.38,0.37,-0.1,,,,6.0,2.0,,,,,1.0,,1.0,1.0,0.029,,-0.32,1.0,1.0,1.0,,4.0,1.0,,,4.0,1.0,2.0,,,,,
14573040,home,Omonia Nicosia,Ryan Mmaee,,,ryan-mmaee,R. Mmaee,F,19,185.0,1630,M,825274,EUR,878342400,F,19,19,False,10.0,6.0,,,0.0,3.0,4.0,3.0,6.0,1.0,,,,,,61.0,17.0,6.5,6.0,0.00168716,,1,,-0.11,0.09,0.14,,2.0,2.0,4.0,3.0,2.0,,,,1.0,1.0,,1.0,0.0256,,-0.16,,,,,,,,,,,1.0,,,,,
14573040,home,Omonia Nicosia,Willy Semedo,,,willy-semedo,W. Semedo,M,7,185.0,702,M,889052,EUR,767404800,F,7,7,False,20.0,16.0,1.0,1.0,0.0,6.0,9.0,10.0,12.0,3.0,8.0,,,,,80.0,51.0,6.5,18.0,0.0453014,,2,,-0.13,0.3,0.14,,1.0,,5.0,5.0,3.0,1.0,,,2.0,1.0,1.0,,0.0744,0.1088,-0.53,,1.0,,,,2.0,2.0,,1.0,1.0,1.0,,,,,
14573040,home,Omonia Nicosia,Novica Eraković,,,novica-erakovic,N. Eraković,M,44,187.0,136,M,890634,EUR,942364800,M,44,44,True,10.0,9.0,2.0,1.0,0.0,7.0,7.0,2.0,3.0,4.0,1.0,,,,,30.0,21.0,6.6,4.0,0.00792903,,1,,0.12,0.12,-0.04,,1.0,,3.0,3.0,2.0,,,,1.0,1.0,1.0,,0.0282,,-0.26,1.0,,,,,1.0,1.0,,,,1.0,,,,,
