match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_totalCross,stat_dispossessed,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAGoal,stat_penaltyWon
12117210,home,São Paulo,Jandrei,,,jandrei,Jandrei,G,93,186,1016,M,874979,EUR,730944000,G,93,93,False,40.0,34.0,9.0,3.0,0.0,31.0,33.0,3.0,7.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,90.0,51.0,7.1,7.0,0.00254013,0,0.2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117210,home,São Paulo,Nahuel Ferraresi,,,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,57.0,47.0,9.0,7.0,0.0,31.0,36.0,16.0,21.0,2.0,3.0,2.0,,,,,,90.0,78.0,7.0,15.0,0.00689992,1,,3.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0177,,,,,,,,,,,,,,,,,,,,
12117210,home,São Paulo,Robert Arboleda,,,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,80.0,75.0,6.0,4.0,0.0,64.0,67.0,11.0,13.0,5.0,1.0,,,,,,,90.0,90.0,7.1,5.0,0.00395905,2,,,3.0,,3.0,,,1.0,,,,0.1011,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117210,home,São Paulo,Sabino,,,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,79.0,75.0,8.0,4.0,0.0,64.0,64.0,11.0,15.0,4.0,2.0,,,,,,,90.0,85.0,6.9,4.0,0.007778,0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12117210,home,São Paulo,Michel Araújo,,,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,D,15,15,False,62.0,57.0,2.0,,0.0,43.0,44.0,14.0,20.0,4.0,8.0,,,,,,,90.0,95.0,7.3,9.0,0.0232769,1,,,2.0,6.0,11.0,4.0,3.0,1.0,,5.0,1.0,0.2076,,,2.0,3.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,
12117210,home,São Paulo,Marcos Antônio,,,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,M,20,20,False,61.0,59.0,,,0.0,35.0,35.0,24.0,27.0,,2.0,3.0,,,,,,90.0,71.0,6.8,7.0,0.0157296,0,,1.0,1.0,3.0,4.0,1.0,,,,3.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,
12117210,home,São Paulo,Luiz Gustavo,,,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,55.0,52.0,2.0,,0.0,41.0,42.0,11.0,13.0,3.0,2.0,1.0,,,,,,78.0,64.0,6.5,5.0,0.0108148,0,,,,2.0,2.0,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
12117210,home,São Paulo,Lucas Moura,,,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,28.0,24.0,3.0,1.0,1.0,12.0,13.0,15.0,19.0,,4.0,1.0,,,,,,69.0,45.0,7.1,13.0,0.302516,0,,,,7.0,3.0,2.0,1.0,,,,,,,,,1.0,4.0,5.0,,2.0,5.0,lucasmoura7,3.0,,,,,,,,,
12117210,home,São Paulo,Erick,,,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,F,33,33,False,23.0,18.0,,,0.0,5.0,6.0,13.0,18.0,1.0,3.0,1.0,,,,,,78.0,40.0,7.5,8.0,0.0364187,4,,1.0,,3.0,7.0,4.0,3.0,,,3.0,1.0,0.1513,3.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,0.2522,,,,,
12117210,home,São Paulo,Jonathan Calleri,,,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,False,15.0,13.0,,,0.0,4.0,5.0,10.0,11.0,,,1.0,,,,,,70.0,26.0,6.7,6.0,0.0163105,3,,2.0,1.0,7.0,2.0,1.0,,1.0,,1.0,2.0,0.1462,1.0,,,,1.0,2.0,1.0,,,jocalleri,1.0,1.0,,,0.4635,True,1.0,,,
12117210,home,São Paulo,William Gomes,William Gomes Carvalho Santos,,william-gomes,W. Gomes,F,7,171,4704,M,1639250,EUR,1142380800,F,39,39,False,13.0,9.0,,,0.0,5.0,5.0,4.0,11.0,,4.0,4.0,,,,,,89.0,41.0,6.9,18.0,0.022396,1,,1.0,,12.0,4.0,8.0,2.0,,,2.0,1.0,0.0235,,,2.0,3.0,3.0,1.0,2.0,,,,,1.0,1.0,,0.2746,,,,,
12117210,home,São Paulo,Wellington Rato,,,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,True,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,,21.0,6.0,6.5,3.0,0.00167933,0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
12117210,home,São Paulo,André Silva,,,andre-silva,A. Silva,F,17,181,2973,M,925072,EUR,865296000,F,17,17,True,6.0,4.0,,,0.0,1.0,1.0,3.0,6.0,,,,,,,,,20.0,8.0,6.6,4.0,0.00284363,0,,,2.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
