match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_errorLeadToAShot,stat_fouls,player_firstName,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalCross,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_errorLeadToAGoal,stat_bigChanceCreated
13472822,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,29.0,21.0,11.0,3.0,0.0,18.0,20.0,3.0,9.0,1.0,7.0,2.0,4.0,90.0,37.0,7.6,8.0,0.00066965,0,0.6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472822,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,35.0,31.0,2.0,1.0,1.0,17.0,18.0,14.0,17.0,2.0,9.0,,,90.0,53.0,7.3,7.0,0.0184999,1,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0176,2.0,,,,,,,,,,,,,,,,,,,
13472822,home,Vasco da Gama,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4436,M,,839095,EUR,920937600,D,46,46,False,51.0,41.0,9.0,3.0,0.0,35.0,38.0,6.0,13.0,4.0,2.0,,,90.0,61.0,6.6,12.0,0.00595467,0,,,3.0,1.0,,1.0,,,,1.0,,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
13472822,home,Vasco da Gama,Robert Renan,robert-renan,R. Renan,D,30,186,3212,M,,1191278,EUR,1065830400,D,30,30,False,66.0,57.0,10.0,5.0,0.0,42.0,44.0,15.0,22.0,5.0,5.0,,,90.0,84.0,7.4,12.0,0.0110979,0,,,2.0,1.0,,1.0,,,,1.0,,,,,6.0,,,Robert Renan,2.0,1.0,1.0,,,,,,,,,,,
13472822,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,32.0,26.0,2.0,,0.0,18.0,20.0,8.0,12.0,2.0,5.0,,,90.0,46.0,6.8,9.0,0.00251334,1,,1.0,4.0,4.0,,,1.0,1.0,1.0,,2.0,0.0168,,1.0,,,2.0,,1.0,,,2.0,,,,,,,,,,
13472822,home,Vasco da Gama,Cauan Barros,barros-cauan,C. Barros,M,88,183,2254,M,,1444694,EUR,1083801600,M,88,88,False,62.0,51.0,4.0,,0.0,34.0,38.0,17.0,24.0,7.0,4.0,,,90.0,88.0,7.1,13.0,0.0136407,1,,1.0,6.0,10.0,1.0,1.0,,4.0,3.0,,2.0,0.0149,2.0,1.0,,1.0,2.0,,4.0,3.0,1.0,,,1.0,,,,,,,,
13472822,home,Vasco da Gama,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,,840398,EUR,715132800,M,3,3,False,32.0,26.0,1.0,,0.0,18.0,20.0,8.0,12.0,1.0,5.0,,,70.0,48.0,6.9,10.0,0.00637782,0,,2.0,6.0,8.0,,2.0,,2.0,1.0,2.0,5.0,,1.0,,1.0,,2.0,,1.0,1.0,,1.0,,,1.0,,,,,,,
13472822,home,Vasco da Gama,Andrés Gómez,andres-gomez,A. Gómez,M,11,172,4196,M,,1160386,EUR,1031788800,M,11,11,False,15.0,12.0,,,0.0,4.0,5.0,8.0,10.0,,3.0,,,86.0,36.0,6.4,11.0,0.00818951,2,,4.0,11.0,1.0,,2.0,,1.0,1.0,2.0,,0.3942,,,1.0,,2.0,,3.0,,,1.0,,,,1.0,2.0,0.5175,,,,
13472822,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,10,10,False,58.0,52.0,5.0,1.0,0.0,28.0,29.0,24.0,29.0,,5.0,,,86.0,71.0,6.9,10.0,0.0339301,2,,,3.0,6.0,,1.0,1.0,2.0,1.0,1.0,2.0,0.0524,1.0,1.0,,,,,4.0,2.0,,,,1.0,,,,,True,,,
13472822,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4340,M,,851285,EUR,929491200,M,17,17,False,19.0,13.0,3.0,2.0,0.0,5.0,7.0,8.0,12.0,3.0,3.0,,,70.0,29.0,7.1,8.0,0.00888571,1,,,4.0,,1.0,2.0,,,,,,0.7139,,,,,1.0,,,,1.0,,,,,,1.0,0.99,,1.0,,
13472822,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,F,77,77,False,11.0,8.0,,,0.0,4.0,4.0,4.0,7.0,,2.0,,,89.0,24.0,7.3,6.0,0.00139585,3,,5.0,8.0,5.0,1.0,,,,,2.0,4.0,0.0637,1.0,1.0,,,1.0,Rayan,1.0,,,,,1.0,,,2.0,0.152,,1.0,,
13472822,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,True,15.0,15.0,,,0.0,14.0,14.0,1.0,1.0,,,,,20.0,16.0,6.5,,0.00031398,0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,Matheus Carvalho,,,,,,,,,,,,,,
13472822,home,Vasco da Gama,Matheus França,matheus-franca,Matheus França,F,9,184,3705,M,,1116593,EUR,1080777600,F,9,9,True,10.0,5.0,2.0,1.0,0.0,3.0,3.0,2.0,7.0,,2.0,,,20.0,17.0,6.7,5.0,0.0003976,0,,,2.0,2.0,,,,1.0,1.0,,1.0,,1.0,,,,3.0,Matheus França,,,,,,,,,,,,,,
13472822,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,F,7,7,True,1.0,,1.0,,0.0,,,,1.0,,,,,11.0,2.0,6.5,1.0,6.3e-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
