match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_goalAssist,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAGoal,stat_clearanceOffLine
11352483,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,30.0,18.0,13.0,1.0,17.0,18.0,1.0,12.0,7.0,1.0,1.0,1.0,90.0,37.0,6.9,12.0,0.00077441,0,0.0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352483,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,48.0,46.0,1.0,,16.0,16.0,30.0,33.0,1.0,,,,90.0,58.0,7.4,3.0,0.0429389,1,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0294,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352483,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,65.0,64.0,3.0,3.0,45.0,45.0,19.0,20.0,10.0,,,,90.0,77.0,7.3,5.0,0.0140179,0,,,,1.0,3.0,4.0,,,2.0,1.0,2.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352483,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,49.0,42.0,5.0,1.0,24.0,26.0,18.0,23.0,1.0,,,,90.0,54.0,7.2,7.0,0.0506708,1,,,,2.0,,3.0,,1.0,1.0,,1.0,,0.0624,,,1.0,,,,0.0375,,,,,,,,,,,,,,,,,,,
11352483,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,50.0,42.0,2.0,1.0,11.0,13.0,31.0,37.0,1.0,,,,89.0,64.0,7.4,9.0,0.0551959,0,,,1.0,1.0,4.0,3.0,2.0,,,,1.0,,,2.0,1.0,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11352483,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,59.0,55.0,2.0,1.0,16.0,16.0,39.0,43.0,4.0,,,,90.0,74.0,7.8,9.0,0.120901,5,,,,,7.0,4.0,1.0,1.0,,,,2.0,0.4383,4.0,3.0,,,1.0,,0.2698,,True,5.0,4.0,2.0,2.0,,,,,,,,,,,,,
11352483,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,58.0,53.0,3.0,3.0,17.0,17.0,37.0,42.0,4.0,,,,90.0,70.0,7.2,7.0,0.0930202,2,,1.0,2.0,1.0,5.0,4.0,,1.0,1.0,,2.0,1.0,0.1073,,1.0,3.0,1.0,,,0.2205,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,
11352483,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,M,29,29,False,30.0,28.0,1.0,1.0,7.0,7.0,21.0,23.0,4.0,,,,89.0,41.0,7.5,2.0,0.0449336,4,,,3.0,1.0,5.0,2.0,,1.0,,,,2.0,0.7534,,,2.0,,,1.0,0.7328,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,
11352483,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,39.0,34.0,,,5.0,5.0,30.0,37.0,3.0,,,,89.0,63.0,8.1,12.0,0.65682,4,,3.0,1.0,1.0,3.0,7.0,,1.0,,,1.0,1.0,0.2264,3.0,1.0,,,3.0,4.0,0.0771,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
11352483,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,36.0,36.0,,,11.0,11.0,25.0,25.0,1.0,,,,81.0,49.0,7.9,7.0,0.0536212,4,,,,,2.0,2.0,,2.0,,,,1.0,0.4562,2.0,1.0,,,5.0,1.0,0.067,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,
11352483,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,38.0,34.0,2.0,2.0,6.0,6.0,32.0,45.0,4.0,,,,82.0,69.0,8.0,17.0,0.72156,4,,13.0,2.0,,6.0,7.0,,,,,3.0,,0.2029,5.0,2.0,,2.0,,1.0,,1.0,,5.0,3.0,1.0,3.0,4.0,1.0,,,,,,,,,,,
