match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,stat_fouls,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_goalAssist,stat_shotOffTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_totalOffside
11689325,home,SV Spakenburg,Menno Heus,Menno,Heus,menno-heus,M. Heus,G,1,188.0,5,M,898870,EUR,819158400,G,1,1,False,21.0,16.0,13.0,8.0,9.0,10.0,7.0,11.0,9.0,1.0,1.0,1.0,90.0,26.0,6.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689325,home,SV Spakenburg,Nick Verhagen,Nick Verhagen,,nick-verhagen,N. Verhagen,D,2,,3,M,1411059,EUR,836697600,D,2,2,False,41.0,28.0,14.0,5.0,14.0,17.0,14.0,25.0,7.0,,,,90.0,55.0,6.1,17.0,0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11689325,home,SV Spakenburg,Masies Artien,,,masies-artien,M. Artien,D,,188.0,135,M,340025,EUR,744768000,D,3,3,False,28.0,21.0,6.0,3.0,12.0,13.0,10.0,16.0,6.0,,,,90.0,48.0,6.8,13.0,0,1.0,,2.0,,7.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11689325,home,SV Spakenburg,Koos Werkman,,,koos-werkman,K. Werkman,D,,,3,M,108777,EUR,652406400,D,4,4,False,37.0,31.0,6.0,4.0,22.0,24.0,9.0,13.0,1.0,,,,90.0,45.0,7.0,6.0,1,,5.0,6.0,1.0,6.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11689325,home,SV Spakenburg,Dwayne Green,,,dwayne-green,D. Green,D,5,176.0,15,M,827246,EUR,841708800,D,5,5,False,31.0,23.0,10.0,5.0,14.0,16.0,9.0,15.0,3.0,,,,90.0,47.0,7.0,12.0,2,,,2.0,1.0,2.0,1.0,,,,1.0,4.0,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11689325,home,SV Spakenburg,Koen Wesdorp,Koen,Wesdorp,koen-wesdorp,K. Wesdorp,M,14,,7,M,945861,EUR,879033600,M,14,14,False,34.0,27.0,7.0,4.0,12.0,12.0,17.0,29.0,7.0,,,,81.0,47.0,7.2,14.0,2,7.0,2.0,3.0,,,,,,2.0,,2.0,,1.0,2.0,3.0,2.0,1.0,,,1.0,,,,,,,,,,,
11689325,home,SV Spakenburg,Mark Veenhoven,Mark,Veenhoven,mark-veenhoven,M. Veenhoven,M,21,183.0,4,M,893485,EUR,888883200,M,21,21,False,29.0,21.0,6.0,1.0,6.0,7.0,15.0,22.0,7.0,,,,81.0,41.0,6.7,10.0,0,,,4.0,2.0,,2.0,,1.0,,,5.0,,,,1.0,,,2.0,2.0,,3.0,,,,,,,,,,
11689325,home,SV Spakenburg,Sam van Huffel,Sam,van Huffel,sam-van-huffel,S. v. Huffel,M,8,176.0,25,M,908849,EUR,898646400,M,8,8,False,31.0,19.0,1.0,,4.0,5.0,15.0,27.0,7.0,,,,90.0,46.0,8.3,15.0,3,1.0,,1.0,,,,,,,1.0,9.0,,1.0,2.0,3.0,2.0,1.0,6.0,5.0,1.0,,1.0,1.0,,,,,,,,
11689325,home,SV Spakenburg,Ferebory Kourouma,Ferebory Kourouma,,ferebory-kourouma,F. Kourouma,F,18,,5,M,1145341,EUR,1065744000,F,18,18,False,17.0,16.0,,,7.0,7.0,9.0,10.0,5.0,,,,71.0,29.0,6.8,4.0,1,,1.0,3.0,,,1.0,,1.0,,,7.0,,,,3.0,2.0,1.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,,
11689325,home,SV Spakenburg,Floris van der Linden,Floris,van der Linden,floris-van-der-linden,F. v. d. Linden,F,9,199.0,20,M,846345,EUR,829094400,F,9,9,False,38.0,27.0,1.0,1.0,5.0,6.0,22.0,33.0,3.0,,,,90.0,52.0,9.6,15.0,3,1.0,3.0,6.0,1.0,,1.0,,1.0,,5.0,6.0,2.0,1.0,4.0,1.0,,2.0,1.0,1.0,2.0,,,1.0,,True,3.0,,,,,
