match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_fouls,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyConceded,stat_goodHighClaim,player_sofascoreId,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss,stat_lastManTackle
12421154,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,37.0,30.0,14.0,7.0,0.0,28.0,29.0,2.0,8.0,2.0,7.0,3.0,1.0,1.0,3.0,90.0,49.0,7.9,7.0,0.00047562,0,1.3937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175,90,M,959820,EUR,893548800,D,27,27,False,32.0,28.0,3.0,,0.0,20.0,22.0,8.0,13.0,5.0,3.0,,,,,90.0,68.0,7.9,12.0,0.0747477,0,,3.0,1.0,2.0,6.0,11.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Hasan Kuruçay,,,kurucay-hassan,H. Kuruçay,D,4,187,204,M,852096,EUR,872985600,D,58,58,False,55.0,53.0,4.0,4.0,0.0,38.0,39.0,15.0,17.0,7.0,1.0,,,,,90.0,65.0,7.3,3.0,0.0116999,1,,1.0,2.0,1.0,3.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,0.0659,,,,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Federico Ricca,Federico,Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,65.0,54.0,10.0,6.0,0.0,43.0,46.0,11.0,19.0,8.0,1.0,,,,,90.0,79.0,7.2,12.0,0.00379173,1,,,3.0,5.0,5.0,6.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,0.0379,2.0,1.0,,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170,293,M,1028340,EUR,886204800,D,30,30,False,38.0,29.0,5.0,3.0,0.0,20.0,21.0,9.0,18.0,5.0,,,,,,90.0,59.0,7.5,15.0,0.0191829,0,,1.0,,3.0,1.0,8.0,1.0,,,,,,4.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191,1087,M,1155383,EUR,1108512000,M,6,6,False,35.0,34.0,3.0,3.0,0.0,18.0,19.0,16.0,17.0,3.0,8.0,,,,,90.0,56.0,6.7,8.0,0.0113184,1,,1.0,,1.0,8.0,5.0,2.0,1.0,4.0,,1.0,,4.0,3.0,1.0,,,1.0,0.0655,1.0,,,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171,119,M,192268,EUR,766454400,M,4,4,False,37.0,29.0,4.0,2.0,1.0,17.0,20.0,12.0,17.0,,8.0,,,,,90.0,47.0,7.2,9.0,0.00817753,0,,,2.0,2.0,4.0,4.0,,,1.0,1.0,,3.0,,,1.0,1.0,1.0,,,2.0,,True,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,M,11,11,False,16.0,13.0,2.0,2.0,0.0,4.0,5.0,9.0,13.0,1.0,5.0,,,,,89.0,40.0,7.5,12.0,0.0482291,2,,2.0,3.0,,7.0,4.0,1.0,,3.0,1.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0548,1.0,,,1.0,1.0,0.2646,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,M,10,10,False,26.0,17.0,5.0,1.0,0.0,7.0,8.0,12.0,20.0,,6.0,,,,,64.0,36.0,6.6,14.0,0.184801,0,,2.0,1.0,,4.0,2.0,,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Stefan Mitrović,,,stefan-mitrovic,S. Mitrović,F,75,181,893,M,1019892,EUR,1029369600,M,23,23,False,32.0,24.0,5.0,3.0,0.0,14.0,16.0,10.0,18.0,,8.0,,,,,90.0,50.0,7.5,12.0,0.00830524,2,,2.0,2.0,1.0,3.0,7.0,,,4.0,4.0,,3.0,1.0,1.0,2.0,1.0,,1.0,0.1195,1.0,,,1.0,,0.1686,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Chukwubuikem Ikwuemesi,,,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195,417,M,1143547,EUR,996969600,F,19,19,False,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,,2.0,,,,,87.0,20.0,6.6,9.0,0.00293383,0,,,4.0,,8.0,3.0,,3.0,,,,,1.0,1.0,4.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,
12421154,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,True,13.0,11.0,1.0,,0.0,5.0,6.0,8.0,10.0,1.0,2.0,,,,,26.0,22.0,6.8,3.0,0.242483,2,,3.0,1.0,,2.0,2.0,,,,,,1.0,2.0,1.0,,,1.0,1.0,0.069,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,
12421154,home,Oud-Heverlee Leuven,Mickaël Biron,,,mickael-biron,M. Biron,F,7,170,132,M,986817,EUR,872553600,F,7,7,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,12.0,2.0,6.3,1.0,1.246e-05,0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
