match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,player_lastName,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed
12624397,home,Al-Riyadh,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175,455,M,1501473,EUR,1189900800,F,85,85,False,,14.0,8.0,1.0,,0.0,5.0,8.0,3.0,6.0,,1.0,3.0,,,,,80.0,23.0,6.4,10.0,0,,,1.0,4.0,3.0,1.0,2.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,
12624397,home,Al-Riyadh,Enes Sali,sali-enes,E. Sali,F,98,168,434,M,1133883,EUR,1140652800,F,99,99,True,,12.0,9.0,,,0.0,3.0,4.0,6.0,8.0,,,4.0,,,,,31.0,22.0,6.7,6.0,1,,,,2.0,5.0,,4.0,,1.0,1.0,1.0,1.0,,,,1.0,,2.0,,1.0,,,,,,1.0
12624397,home,Al-Riyadh,Saud Zidan,saud-zidan,S. Zidan,M,14,167,29,M,1084266,EUR,941846400,M,6,6,True,,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,1.0,2.0,,,,,,10.0,15.0,6.9,1.0,0,Saud Zidan,,,2.0,2.0,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,
12624397,home,Al-Riyadh,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182,54,M,1217919,EUR,1082160000,D,25,25,True,,1.0,,1.0,,0.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12624397,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178,15,M,982349,EUR,963100800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,home,Al-Riyadh,Saud Al-Tumbukti,saud-al-tumbukti,S. Al-Tumbukti,D,,177,8,M,1943702,EUR,1106870400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,Saud Al-Tumbukti,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182,24,M,1127133,EUR,949881600,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,Mohammed Al Aqal,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164,76,M,196396,EUR,646358400,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,home,Al-Riyadh,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168,122,,144377,EUR,633312000,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,home,Al-Riyadh,Rayan Albloushi,rayan-albloushi,R. Albloushi,F,14,177,25,M,1092811,EUR,983232000,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,Rayan Albloushi,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,away,Al-Fateh,Nawaf Al-Aqidi,nawaf-al-aqidi,N. Al-Aqidi,G,1,188,1512,M,1014518,EUR,957916800,G,26,26,False,,22.0,19.0,4.0,1.0,0.0,19.0,20.0,,2.0,2.0,,7.0,,2.0,3.0,2.0,90.0,31.0,6.8,3.0,0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
12624397,away,Al-Fateh,Ahmed Al-Julaydan,al-julaydan-ahmed,A. Al-Jelidan,D,32,170,199,M,1475443,EUR,1078704000,D,42,42,False,,32.0,25.0,3.0,1.0,0.0,11.0,14.0,14.0,22.0,2.0,2.0,3.0,,,,,80.0,55.0,6.7,16.0,0,,4.0,1.0,4.0,3.0,1.0,,,3.0,3.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,
12624397,away,Al-Fateh,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193,146,M,814673,EUR,859939200,D,44,44,False,,71.0,66.0,11.0,7.0,0.0,37.0,37.0,29.0,34.0,7.0,1.0,4.0,,,,,90.0,84.0,7.2,6.0,0,,,1.0,2.0,6.0,,1.0,,2.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,,,,
12624397,away,Al-Fateh,Amaar Al Dohaim,amaar-al-dohaim,A. A. Dohaim,D,24,175,13,M,803055,EUR,746755200,D,24,24,False,,53.0,50.0,5.0,4.0,0.0,38.0,39.0,12.0,14.0,3.0,,5.0,,,,,90.0,63.0,6.9,3.0,0,,,2.0,3.0,3.0,,,2.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,
12624397,away,Al-Fateh,Hussain Al Zarie,hussain-al-zarie,H. A. Zarie,D,82,178,17,,1917051,EUR,1102896000,D,82,82,False,,48.0,39.0,2.0,,0.0,24.0,27.0,15.0,23.0,2.0,2.0,7.0,,,,,90.0,70.0,6.4,17.0,0,Hussain Al Zarie,2.0,,5.0,6.0,,1.0,,3.0,1.0,2.0,,,1.0,,3.0,3.0,,,,,,,,,
12624397,away,Al-Fateh,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,567,M,862194,EUR,931651200,M,33,33,False,,59.0,53.0,13.0,8.0,0.0,30.0,30.0,23.0,29.0,,,11.0,,,,,90.0,69.0,7.2,8.0,1,,,,2.0,5.0,1.0,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,
12624397,away,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,28,180,1218,M,845609,EUR,713318400,M,28,28,False,,51.0,47.0,6.0,3.0,0.0,30.0,32.0,18.0,21.0,1.0,1.0,3.0,,,,,89.0,67.0,8.1,6.0,2,,2.0,,3.0,4.0,1.0,,1.0,1.0,,,2.0,3.0,1.0,,1.0,1.0,,1.0,2.0,,1.0,1.0,,,
12624397,away,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,11,185,1192,M,880790,EUR,646444800,M,11,11,False,True,24.0,19.0,,,0.0,4.0,4.0,20.0,29.0,1.0,1.0,4.0,,,,,90.0,60.0,7.4,20.0,2,,9.0,,11.0,7.0,4.0,9.0,,,,2.0,2.0,3.0,2.0,,1.0,,4.0,,1.0,,,5.0,1.0,1.0,
12624397,away,Al-Fateh,Abdullah Al-Anazi,abdullah-al-anazi,A. Al-Anazi,F,94,179,42,M,1434206,EUR,1042934400,M,94,94,False,,12.0,9.0,,,1.0,1.0,1.0,8.0,12.0,,,3.0,,,,,45.0,23.0,7.3,6.0,1,Abdullah Al-Anazi,1.0,,4.0,2.0,,2.0,1.0,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,
12624397,away,Al-Fateh,Amine Sbai,sbai-amine,A. Sbai,F,7,175,387,M,1392829,EUR,973382400,M,7,7,False,,17.0,13.0,5.0,4.0,0.0,4.0,5.0,9.0,15.0,,,3.0,,,,,80.0,26.0,7.5,8.0,2,,3.0,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,
12624397,away,Al-Fateh,Matías Vargas,matias-vargas,M. Vargas,M,10,168,1157,M,796723,EUR,863049600,F,9,9,False,,32.0,22.0,3.0,,1.0,7.0,7.0,17.0,30.0,,,3.0,,,,,90.0,48.0,7.0,15.0,4,,5.0,,3.0,2.0,1.0,1.0,,,,,1.0,3.0,1.0,,,1.0,1.0,,,4.0,,2.0,,1.0,
12624397,away,Al-Fateh,Matheus Machado Ferreira,machado-ferreira-matheus,M. M. Ferreira,F,10,188,168,M,1489408,EUR,1047513600,F,99,99,True,,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,,,,,,,,45.0,12.0,6.7,4.0,3,,,,1.0,5.0,,1.0,,1.0,,2.0,,,1.0,,3.0,,1.0,,2.0,1.0,,,,1.0,1.0
12624397,away,Al-Fateh,Saeed Baattia,saeed-baattia,S. Baattia,D,15,172,25,M,1521953,EUR,969667200,D,15,15,True,,7.0,7.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,1.0,,1.0,,,,,10.0,8.0,6.8,,0,Saeed Baattia,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12624397,away,Al-Fateh,Djaniny,djaniny,Djaniny,F,,190,371,M,975869,EUR,669513600,F,21,21,True,,5.0,4.0,,,0.0,,,4.0,6.0,,,,,,,,10.0,8.0,6.4,3.0,0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12624397,away,Al-Fateh,Suhayb Al-Zaid,suhayb-al-zaid,S. Al-Zaid,M,,175,122,M,1652171,EUR,1092268800,M,18,18,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,0,Suhayb,,,1.0,,,,,,,,,,,Al-Zaid,,1.0,,,,,,,,,
12624397,away,Al-Fateh,Waled Al Enazi,waled-al-enazi,W. A. Enazi,G,87,191,13,M,818123,EUR,836611200,G,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,away,Al-Fateh,Naif Masoud,naif-masoud,N. Masoud,D,6,177,22,M,1798265,EUR,984009600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,Naif Masoud,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,away,Al-Fateh,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179,18,M,948595,EUR,874800000,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,away,Al-Fateh,Ziyad Aljari,ziyad-aljari,Z. Aljari,D,4,182,17,M,1049202,EUR,1005782400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,Ziyad Aljari,,,,,,,,,,,,,,,,,,,,,,,,,
12624397,away,Al-Fateh,Mohammed Al-Fuhaid,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171,10,M,818616,EUR,631843200,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
