match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_errorLeadToAGoal,stat_ownGoals,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_clearanceOffLine
12514159,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,True,17.0,13.0,6.0,3.0,0.0,11.0,12.0,2.0,5.0,9.0,5.0,6.0,1.0,1.0,90.0,29.0,7.3,5.0,0.00179754,1.0,0,-1.5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514159,home,Sporting Braga,João Ferreira,joao-ferreira,J. Ferreira,D,13,185,384,M,976401,EUR,985219200,D,13,13,False,,67.0,56.0,9.0,4.0,0.0,30.0,31.0,26.0,37.0,6.0,,,,,90.0,92.0,6.8,15.0,0.0125507,,1,,,,1.0,3.0,4.0,9.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,0.015,,,,,,,,,,,,,,,,,,,,,
12514159,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,,89.0,82.0,5.0,4.0,0.0,56.0,57.0,26.0,32.0,6.0,,,,,90.0,101.0,7.3,7.0,0.0131826,,3,,,,,3.0,4.0,4.0,,1.0,5.0,1.0,1.0,,3.0,0.6432,1.0,1.0,2.0,1.0,0.6018,,,,,,,,,,,,,,,,
12514159,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,,77.0,70.0,7.0,5.0,1.0,33.0,33.0,38.0,45.0,10.0,,,,,90.0,92.0,7.6,10.0,0.0795678,3.0,2,,,,1.0,4.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,,,0.1525,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,
12514159,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2450,M,1128560,EUR,1132531200,M,11,11,False,,24.0,19.0,2.0,1.0,0.0,8.0,8.0,13.0,28.0,1.0,,,,,90.0,54.0,7.4,17.0,0.109579,6.0,2,,,,12.0,1.0,4.0,6.0,2.0,,2.0,2.0,2.0,1.0,1.0,0.0291,1.0,,1.0,,0.01,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,
12514159,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,,29.0,25.0,4.0,1.0,0.0,10.0,10.0,19.0,25.0,2.0,,,,,58.0,44.0,6.8,9.0,0.161102,2.0,2,,,,6.0,1.0,1.0,1.0,1.0,,1.0,,,,,0.2253,,1.0,1.0,,0.1439,4.0,,,,1.0,1.0,1.0,,,,,,,,,
12514159,home,Sporting Braga,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,6,6,False,,45.0,32.0,2.0,1.0,0.0,10.0,10.0,22.0,35.0,8.0,,,,,90.0,57.0,7.1,16.0,0.0278986,1.0,0,,,,,,4.0,6.0,1.0,,,5.0,3.0,1.0,1.0,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,
12514159,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,M,77,77,False,,24.0,15.0,1.0,1.0,0.0,7.0,7.0,8.0,17.0,1.0,,,,,58.0,53.0,6.9,12.0,0.00416015,,1,,Gabriel Martínez,,,,2.0,12.0,1.0,1.0,1.0,5.0,2.0,2.0,,0.0405,,,,,,,6.0,5.0,,,1.0,1.0,,1.0,,,,,,,
12514159,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,F,16,16,False,,29.0,23.0,2.0,1.0,1.0,9.0,10.0,14.0,28.0,7.0,,,,,90.0,64.0,8.3,24.0,0.339863,3.0,1,,,,9.0,3.0,12.0,11.0,3.0,,,4.0,2.0,3.0,1.0,0.0945,5.0,,1.0,,,,4.0,1.0,1.0,,,3.0,,,,,,,,,
12514159,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,False,,10.0,7.0,,,0.0,3.0,3.0,5.0,8.0,,,,,,45.0,19.0,6.3,5.0,0.0546909,1.0,2,,,,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,0.4444,1.0,1.0,1.0,,0.2624,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,
