match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_interceptionWon,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,stat_dispossessed,player_sofascoreId,captain,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_ownGoals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goals
11369334,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,False,30.0,14.0,22.0,6.0,10.0,11.0,4.0,19.0,2.0,8.0,5.0,8.0,90.0,45.0,8.5,16.0,0.0,0.0,0.00086541,0,0.6899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369334,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,31.0,22.0,5.0,1.0,10.0,11.0,12.0,23.0,4.0,6.0,,,90.0,62.0,7.5,19.0,0.3462,0.0,0.0307871,2,,3.0,1.0,1.0,6.0,7.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11369334,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,30.0,25.0,5.0,2.0,19.0,20.0,6.0,10.0,6.0,3.0,,,90.0,46.0,7.1,6.0,0.0,0.0,0.002236,0,,,,1.0,1.0,4.0,1.0,,,,,,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11369334,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,34.0,31.0,,,25.0,28.0,6.0,6.0,7.0,5.0,,,90.0,46.0,7.1,3.0,0.0,0.0,0.00195507,0,,,2.0,1.0,3.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11369334,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,65.0,48.0,12.0,4.0,30.0,33.0,18.0,32.0,2.0,4.0,,,90.0,78.0,6.8,18.0,0.0145,0.0,0.010373,1,,,1.0,1.0,2.0,4.0,1.0,,,1.0,,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
11369334,home,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,21,21,False,38.0,31.0,6.0,3.0,12.0,14.0,20.0,27.0,3.0,5.0,,,90.0,69.0,6.7,14.0,0.0,0.0,0.0672715,0,,3.0,1.0,,5.0,2.0,,3.0,,,,,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11369334,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,35.0,31.0,3.0,1.0,15.0,16.0,16.0,19.0,,4.0,,,63.0,41.0,6.8,4.0,0.0274,0.0,0.0287006,1,,,,1.0,3.0,4.0,2.0,2.0,2.0,1.0,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,
11369334,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,14,14,False,32.0,27.0,1.0,1.0,14.0,14.0,13.0,18.0,,2.0,,,68.0,38.0,6.2,7.0,0.0359,0.0,0.0726432,1,,,3.0,1.0,7.0,2.0,1.0,,,,1.0,,,,1.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11369334,home,Celta Vigo,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,17,17,False,28.0,23.0,,,6.0,6.0,17.0,22.0,,3.0,,,74.0,34.0,6.5,8.0,0.0508,0.0,0.250572,1,,,1.0,,4.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11369334,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,23.0,20.0,3.0,1.0,4.0,4.0,16.0,21.0,,1.0,,,63.0,31.0,6.8,7.0,0.0195,0.0,0.0568058,1,,2.0,3.0,,5.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,2.0,1.0,i.aspas10,True,,,,,,,,,,,
