match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_totalCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_outfielderBlock,stat_hitWoodwork,stat_errorLeadToAShot,player_sofascoreId
10382168,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,38.0,18.0,30.0,10.0,10.0,13.0,8.0,25.0,1.0,9.0,3.0,1.0,3.0,1.0,90.0,47.0,6.8,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382168,home,FC Utrecht,Sean Klaiber,,,sean-klaiber,S. Klaiber,D,31,184,217,M,336535,EUR,775612800,D,17,17,False,43.0,29.0,4.0,,13.0,17.0,16.0,26.0,2.0,11.0,,,,,90.0,69.0,6.6,20.0,0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10382168,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,33,33,False,48.0,35.0,12.0,5.0,29.0,37.0,6.0,11.0,10.0,7.0,,,,,90.0,67.0,7.2,13.0,1,1.0,5.0,1.0,9.0,,,,1.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10382168,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,577,M,904759,EUR,924048000,D,27,27,False,43.0,34.0,9.0,4.0,28.0,33.0,6.0,10.0,6.0,6.0,,,,,90.0,54.0,6.9,9.0,0,,2.0,2.0,3.0,,,,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,
10382168,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,35.0,25.0,6.0,2.0,17.0,23.0,8.0,13.0,1.0,11.0,,,,,90.0,51.0,6.0,12.0,0,1.0,,6.0,4.0,,,,,4.0,1.0,,3.0,,3.0,True,1.0,3.0,,,,,,,,,,,,,
10382168,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,6,6,False,31.0,18.0,6.0,2.0,6.0,11.0,12.0,21.0,4.0,6.0,,,,,90.0,50.0,7.0,19.0,2,1.0,2.0,6.0,6.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,
10382168,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,28.0,16.0,4.0,3.0,8.0,12.0,9.0,20.0,,13.0,,,,,89.0,47.0,7.5,18.0,2,,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10382168,home,FC Utrecht,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180,185,M,220155,EUR,732931200,M,22,22,False,24.0,15.0,3.0,2.0,6.0,8.0,10.0,18.0,,3.0,,,,,69.0,35.0,7.2,11.0,0,1.0,,1.0,6.0,,1.0,1.0,,5.0,,,3.0,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,
10382168,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,F,10,10,False,20.0,15.0,2.0,1.0,8.0,9.0,7.0,17.0,,10.0,,,,,82.0,43.0,6.9,22.0,1,2.0,,8.0,3.0,2.0,4.0,1.0,,2.0,5.0,1.0,1.0,,1.0,,6.0,,,1.0,,,,,1.0,,,,,,
10382168,home,FC Utrecht,Bas Dost,,,bas-dost,B. Dost,F,,196,697,M,32260,EUR,612576000,F,28,28,False,23.0,13.0,,,6.0,10.0,7.0,13.0,1.0,2.0,,,,,68.0,29.0,7.0,10.0,1,3.0,3.0,4.0,3.0,,,,,,,,,,1.0,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,
