match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,stat_challengeLost,stat_outfielderBlock,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,captain,stat_hitWoodwork
14035856,home,Cercle Brugge,Maxime Delanghe,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,False,31.0,20.0,17.0,6.0,0.0,15.0,17.0,5.0,14.0,1.0,7.0,1.0,5.0,1.0,1.0,90.0,40.0,7.3,12.0,0.0016837,0.5376,0,0.4325,0.13,0.03,-0.04,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035856,home,Cercle Brugge,Gary Magnee,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,D,15,15,False,32.0,15.0,5.0,1.0,1.0,6.0,16.0,9.0,16.0,7.0,5.0,,,,,90.0,69.0,7.1,26.0,0.026349,,0,,0.11,0.09,0.14,,4.0,2.0,3.0,7.0,12.0,4.0,1.0,1.0,1.0,3.0,7.0,7.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
14035856,home,Cercle Brugge,Emmanuel Kakou,emmanuel-kakou,E. Kakou,D,5,,182,M,1847412,EUR,1120089600,D,5,5,False,31.0,26.0,5.0,1.0,0.0,17.0,19.0,9.0,12.0,6.0,5.0,,,,,73.0,49.0,6.7,6.0,0.00212703,,0,,0.13,0.12,-0.05,,,4.0,2.0,5.0,6.0,,,,,2.0,2.0,,1.0,2.0,,,Emmanuel Kakou,1.0,1.0,,,,,,,,,,,,,
14035856,home,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,35.0,31.0,2.0,1.0,0.0,26.0,28.0,5.0,7.0,13.0,2.0,,,,,90.0,64.0,7.9,6.0,0.00244677,,0,,0.12,0.01,0.61,,,2.0,3.0,2.0,10.0,,,,,2.0,5.0,4.0,2.0,2.0,,,,,3.0,,,,,,,,,,,,,
14035856,home,Cercle Brugge,Flávio Nazinho,nazinho-flavio,F. Nazinho,D,20,180.0,637,M,1006113,EUR,1058659200,D,20,20,False,34.0,27.0,8.0,5.0,1.0,12.0,13.0,15.0,21.0,2.0,7.0,,,,,90.0,68.0,7.7,16.0,0.144283,,1,,0.45,0.1,-0.18,,3.0,1.0,1.0,6.0,9.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,,1.0,,1.0,,,1.0,1.0,0.0336,0.0555,0.02,,,,,,,
14035856,home,Cercle Brugge,Lawrence Agyekum,lawrence-agyekum,L. Agyekum,M,6,174.0,952,M,1185568,EUR,1069545600,M,6,6,False,22.0,15.0,1.0,,1.0,4.0,4.0,11.0,18.0,1.0,3.0,,,,,87.0,44.0,7.1,17.0,0.359401,,1,,-0.16,0.31,-0.02,,1.0,1.0,2.0,4.0,7.0,,1.0,,1.0,,4.0,3.0,8.0,1.0,2.0,1.0,Lawrence Agyekum,1.0,,,,1.0,0.2949,0.1702,0.04,1.0,1.0,,,,,
14035856,home,Cercle Brugge,Pieter Gerkens,pieter-gerkens,P. Gerkens,M,18,180.0,179,M,190401,EUR,808272000,M,18,18,False,30.0,25.0,2.0,2.0,0.0,16.0,17.0,9.0,13.0,4.0,1.0,,,,,88.0,45.0,7.7,7.0,0.0119031,,3,,0.12,0.01,0.19,,,2.0,4.0,4.0,5.0,,1.0,,,1.0,1.0,,1.0,,1.0,2.0,,,,,,1.0,0.2624,0.45,0.47,,,1.0,1.0,1.0,,
14035856,home,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180.0,73,M,94290,EUR,733622400,M,28,28,False,41.0,31.0,4.0,3.0,0.0,15.0,21.0,16.0,20.0,5.0,5.0,,,,,90.0,59.0,7.2,13.0,0.0180931,,0,,0.27,0.08,-0.12,,,1.0,2.0,6.0,8.0,,1.0,1.0,,2.0,4.0,3.0,2.0,1.0,1.0,,,4.0,,,,,,,,,,,,,True,
14035856,home,Cercle Brugge,Edan Diop,diop-edan,E. Diop,M,37,173.0,536,M,1390575,EUR,1093651200,M,37,37,False,40.0,35.0,3.0,1.0,0.0,17.0,19.0,18.0,21.0,2.0,9.0,,,,,90.0,53.0,6.3,9.0,0.0487568,,2,,-0.03,0.05,-0.06,,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,Edan Diop,1.0,,,,,0.1754,,-0.58,,,2.0,,,,
14035856,home,Cercle Brugge,Steve Ngoura,ngoura-steve,S. Ngoura,F,9,193.0,401,M,1394411,EUR,1109030400,F,9,9,False,8.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,7.0,1.0,3.0,,,,,82.0,30.0,8.3,16.0,0.0843713,,1,,0.66,0.36,0.16,,1.0,3.0,2.0,10.0,6.0,2.0,5.0,1.0,1.0,,2.0,1.0,6.0,1.0,2.0,2.0,,,,,1.0,1.0,0.2491,0.1433,0.54,,1.0,,,1.0,,
