match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_dispossessed,player_firstName,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,player_lastName,player_sofascoreId,stat_lastManTackle,stat_bigChanceMissed,stat_hitWoodwork
12437640,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193.0,111965,M,930267,EUR,988934400,G,1,1,False,30.0,22.0,17.0,9.0,0.0,17.0,19.0,5.0,11.0,1.0,1.0,1.0,11.0,2.0,3.0,4.0,1.0,2.0,2.0,90.0,45.0,8.0,9.0,0.00172842,0,1.1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437640,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183.0,6663,M,1064026,EUR,1063324800,D,23,23,False,45.0,37.0,5.0,,0.0,22.0,25.0,15.0,21.0,4.0,7.0,7.0,5.0,,,,,,,90.0,76.0,7.1,12.0,0.0067319,0,,1.0,2.0,6.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437640,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191.0,1585,M,893642,EUR,949968000,D,4,4,False,62.0,52.0,9.0,2.0,0.0,42.0,46.0,10.0,16.0,3.0,8.0,5.0,2.0,,,,,,,72.0,80.0,8.1,12.0,0.00235505,2,,,2.0,2.0,,1.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0968,0.7205,,,,,,,,,,,
12437640,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190.0,819,M,81992,EUR,677116800,D,6,6,False,51.0,44.0,3.0,,0.0,33.0,35.0,11.0,16.0,5.0,5.0,9.0,3.0,,,,,,,90.0,63.0,7.2,8.0,0.0057924,1,,,2.0,5.0,,,,,3.0,,,,1.0,,1.0,,,,0.0146,0.0343,True,1.0,,,,,,,,,
12437640,home,Espanyol,Carlos Romero,carlos-romero,C. Romero,D,22,174.0,1103,M,1396048,EUR,1004313600,D,22,22,False,31.0,23.0,2.0,,0.0,13.0,15.0,11.0,20.0,1.0,10.0,5.0,3.0,,,,,,,90.0,61.0,7.8,15.0,0.0511661,1,,4.0,2.0,4.0,,3.0,5.0,3.0,,,2.0,1.0,,,1.0,,1.0,2.0,0.0532,,,1.0,Carlos Romero,1.0,1.0,,,,,,
12437640,home,Espanyol,Urko González,urko-gonzalez,U. González,M,4,189.0,462,M,1064009,EUR,985046400,M,19,19,False,34.0,26.0,6.0,3.0,0.0,14.0,17.0,12.0,17.0,4.0,9.0,4.0,2.0,,,,,,,90.0,50.0,7.0,9.0,0.00875552,0,,,3.0,6.0,1.0,1.0,5.0,3.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,
12437640,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176.0,521,M,826010,EUR,939168000,M,10,10,False,45.0,37.0,5.0,3.0,0.0,14.0,18.0,23.0,28.0,1.0,4.0,2.0,2.0,,,,,,,80.0,55.0,7.1,9.0,0.0131201,0,,1.0,2.0,4.0,2.0,,3.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12437640,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175.0,337,M,1019236,EUR,992736000,M,17,17,False,27.0,15.0,,,0.0,6.0,8.0,9.0,20.0,,11.0,1.0,6.0,,,,,,,89.0,64.0,6.5,27.0,0.00651875,1,,1.0,1.0,13.0,1.0,12.0,1.0,1.0,1.0,,5.0,1.0,,,,,3.0,5.0,0.0401,,,3.0,,,1.0,,,,,,
12437640,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175.0,1017,M,877262,EUR,838857600,M,8,8,False,37.0,28.0,5.0,3.0,0.0,7.0,9.0,23.0,35.0,1.0,9.0,3.0,6.0,,,,,,,90.0,70.0,7.6,20.0,0.349988,2,,7.0,3.0,9.0,3.0,3.0,3.0,,1.0,,2.0,1.0,1.0,,,2.0,2.0,3.0,0.0548,0.2195,,1.0,,2.0,5.0,,,,,,
12437640,home,Espanyol,Antoniu Roca,antoniu-roca,A. Roca,M,20,180.0,175,M,1099344,EUR,1031184000,M,31,31,False,12.0,9.0,,,0.0,5.0,6.0,4.0,6.0,,6.0,1.0,2.0,,,,,,,80.0,29.0,6.7,10.0,0.0205944,0,,,1.0,5.0,,3.0,1.0,,1.0,,2.0,,,,,,3.0,3.0,,,,2.0,,,,,,,,,
