match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,captain,stat_fouls,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_errorLeadToAGoal,stat_penaltyConceded,stat_hitWoodwork
11399406,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,26.0,16.0,10.0,1.0,16.0,22.0,4.0,1.0,7.0,1.0,2.0,4.0,90.0,34.0,7.7,10.0,9.454e-05,0,0.9984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399406,home,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,45,174,214,M,1150061,EUR,1077321600,D,45,45,False,56.0,43.0,6.0,3.0,21.0,27.0,30.0,4.0,10.0,,,,90.0,92.0,7.6,20.0,0.0142407,1,,Oliver Braude,22.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0142,,,,,,,,,,,,,,,,,,,,,,,,,
11399406,home,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,22,188,75,M,309302,EUR,775353600,D,4,4,False,69.0,55.0,9.0,1.0,33.0,41.0,28.0,9.0,3.0,,,,90.0,81.0,7.0,14.0,0.0086134,0,,,22.0,,1.0,6.0,2.0,6.0,,,,,,,,,True,1.0,,,,,,,,,,,,,,,,,,,,,,,
11399406,home,SC Heerenveen,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,False,63.0,53.0,12.0,6.0,40.0,44.0,19.0,3.0,7.0,,,,89.0,73.0,7.0,12.0,0.00853627,1,,,13.0,,2.0,,3.0,1.0,,1.0,2.0,1.0,1.0,1.0,,0.0204,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11399406,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,7,7,False,53.0,48.0,5.0,1.0,26.0,28.0,28.0,1.0,8.0,,,,90.0,74.0,7.4,12.0,0.164654,0,,,24.0,3.0,2.0,,4.0,3.0,,,1.0,2.0,2.0,2.0,,,,,,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11399406,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,33,33,False,87.0,75.0,12.0,6.0,44.0,46.0,46.0,4.0,10.0,,,,90.0,107.0,9.1,17.0,0.364985,3,,,32.0,5.0,,2.0,3.0,7.0,1.0,,,3.0,2.0,,,1.5922,,,,1.0,2.0,2.0,2.0,thomhaye,2.0,3.0,2.0,2.3017,,,,,,,,,,,,,
11399406,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,10,185,159,M,850851,EUR,874195200,M,19,19,False,44.0,35.0,3.0,,21.0,23.0,21.0,,10.0,,,,90.0,60.0,6.5,17.0,0.0398845,2,,,14.0,,,,7.0,4.0,5.0,1.0,,1.0,1.0,3.0,2.0,0.0797,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
11399406,home,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,11,170,190,M,825841,EUR,918086400,M,17,17,False,16.0,13.0,1.0,,3.0,4.0,16.0,1.0,3.0,,,,73.0,31.0,6.6,8.0,0.0215789,2,,Ché,11.0,4.0,1.0,,3.0,3.0,,1.0,,1.0,1.0,1.0,1.0,0.181,,1.0,Nunnely,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
11399406,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,28,28,False,48.0,40.0,1.0,1.0,15.0,15.0,34.0,1.0,7.0,,,,88.0,59.0,7.6,11.0,0.14625,1,,,25.0,1.0,,1.0,2.0,6.0,,,,1.0,1.0,2.0,2.0,0.0319,,1.0,,,2.0,2.0,3.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,
11399406,home,SC Heerenveen,Osame Sahraoui,osame-sahraoui,O. Sahraoui,M,11,170,7357,M,965357,EUR,992217600,M,20,20,False,25.0,21.0,,,6.0,7.0,19.0,1.0,7.0,,,,73.0,51.0,6.5,19.0,0.526784,4,,,15.0,1.0,1.0,,10.0,2.0,4.0,,,,,2.0,2.0,0.176,,,,,5.0,,3.0,osamesahraoui,,1.0,,0.1046,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
11399406,home,SC Heerenveen,Pelle van Amersfoort,pelle-van-amersfoort,P. v. Amersfoort,F,9,193,129,M,318585,EUR,828316800,F,11,11,False,9.0,6.0,,,2.0,2.0,7.0,1.0,,,,,72.0,16.0,6.6,5.0,0.0620197,1,,,4.0,,5.0,2.0,7.0,2.0,1.0,1.0,1.0,,,1.0,,0.0398,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
11399406,home,SC Heerenveen,Ion Nicolaescu,ion-nicolaescu,I. Nicolaescu,F,98,184,981,M,891210,EUR,905126400,F,18,18,True,4.0,4.0,,,2.0,2.0,2.0,,,,,,18.0,8.0,7.3,1.0,0.00037602,1,,Ion,2.0,,3.0,,4.0,1.0,1.0,,,,,,,0.6368,,,Nicolaescu,,1.0,1.0,,,,1.0,1.0,0.9366,,,,,,,,,,,,,
