match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_fouls,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_outfielderBlock,stat_hitWoodwork
11352366,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,31.0,26.0,8.0,3.0,25.0,25.0,1.0,6.0,3.0,10.0,1.0,4.0,1.0,4.0,3.0,3.0,90.0,46.0,7.4,6.0,0.0002129,0,-0.2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,73.0,62.0,8.0,4.0,30.0,35.0,32.0,39.0,4.0,6.0,1.0,,,,,,90.0,102.0,7.1,14.0,0.0159784,0,,1.0,3.0,2.0,6.0,1.0,1.0,4.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,83.0,75.0,10.0,5.0,65.0,65.0,10.0,18.0,,5.0,,,,,,,90.0,94.0,6.6,9.0,0.00223957,0,,,3.0,3.0,4.0,,,3.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,79.0,75.0,3.0,2.0,58.0,60.0,17.0,19.0,1.0,3.0,,,,,,,90.0,86.0,6.2,4.0,0.00880867,0,,,,3.0,3.0,1.0,,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11352366,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,57.0,39.0,6.0,1.0,21.0,26.0,19.0,34.0,3.0,6.0,2.0,,,,,,90.0,89.0,7.1,26.0,0.260803,1,,3.0,2.0,2.0,5.0,1.0,,2.0,2.0,,1.0,,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0277,,,,,,,,,
11352366,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,75.0,67.0,6.0,5.0,33.0,37.0,34.0,38.0,1.0,10.0,2.0,,,,,,90.0,83.0,6.9,10.0,0.0408661,1,,,,3.0,2.0,1.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,0.0472,,,,,,,,,
11352366,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,False,65.0,59.0,1.0,1.0,24.0,26.0,35.0,41.0,,4.0,3.0,,,,,,89.0,89.0,7.7,14.0,0.0400939,3,,2.0,,4.0,8.0,,1.0,1.0,3.0,,,,,,,3.0,2.0,,5.0,,,,,1.0,,0.1391,True,1.0,1.0,1.0,0.0145,,,,
11352366,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,48.0,38.0,4.0,3.0,12.0,13.0,27.0,37.0,1.0,3.0,4.0,,,,,,90.0,66.0,8.0,16.0,0.56801,4,,2.0,,2.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,0.9954,,1.0,3.0,,1.3483,alexanderiwobi,1.0,,
11352366,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,32.0,27.0,5.0,2.0,5.0,6.0,24.0,35.0,,4.0,4.0,,,,,,76.0,49.0,6.7,17.0,0.106367,0,,9.0,,2.0,2.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,andreaspereira,,,
11352366,home,Fulham,Willian,willian,Willian,F,88,175,9698,M,31417,EUR,587088000,M,20,20,False,56.0,51.0,3.0,3.0,18.0,18.0,33.0,39.0,,5.0,,,,,,,89.0,63.0,8.6,7.0,0.133663,2,,1.0,,2.0,3.0,1.0,1.0,,,,2.0,,,,,,,,3.0,,,,,,,1.5768,,,2.0,,1.988,willianborges88,2.0,,
11352366,home,Fulham,Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,189,17432,M,192442,EUR,673401600,F,7,7,False,21.0,14.0,,,5.0,6.0,9.0,15.0,1.0,1.0,1.0,,,,,,76.0,31.0,6.7,9.0,0.00328141,1,,,2.0,4.0,4.0,,1.0,,2.0,,,,,1.0,,2.0,,,,,,,,,,0.1139,,1.0,,,,RJimenez9,,,
11352366,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,True,10.0,3.0,1.0,,1.0,1.0,2.0,9.0,,2.0,,,,,,,14.0,16.0,7.1,8.0,0.00172178,0,,,,2.0,3.0,,,1.0,,,,,,,2.0,1.0,,,2.0,,,1.0,,,,,,,,1.0,,,,,
11352366,home,Fulham,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7091,M,891920,EUR,796089600,F,30,30,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,2.0,,,,,,14.0,12.0,6.4,5.0,0.00081763,0,,,,3.0,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
11352366,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,True,4.0,,,,,2.0,,2.0,,,,,,,,,1.0,5.0,,4.0,,0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,tosinadarabioyo,,,
11352366,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,28,28,True,1.0,,,,,,,1.0,,,,,,,,,1.0,3.0,,1.0,,0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188,517,M,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Fodé Ballo-Touré,fode-ballo-toure,F. Ballo-Touré,D,97,177,1466,M,788170,EUR,852249600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Luke Harris,luke-harris,L. Harris,M,28,177,240,M,1134729,EUR,1112486400,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352366,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352366,away,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,27.0,19.0,10.0,2.0,17.0,18.0,2.0,9.0,1.0,10.0,,1.0,2.0,3.0,,,90.0,41.0,6.8,9.0,0.00020742,0,0.3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
