match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,captain,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_challengeLost,player_sofascoreId,stat_totalCross,stat_bigChanceCreated,stat_blockedScoringAttempt,player_firstName,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,player_lastName,stat_penaltyMiss
14083207,home,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171.0,2160,M,789381,EUR,760492800,F,9,9,False,15.0,11.0,1.0,1.0,0.0,2.0,2.0,9.0,13.0,3.0,2.0,,,,,,,67.0,21.0,7.1,4.0,0.079768,35.711569121091,5.0,14.072794899265,,1,,-0.11,0.09,0.18,,3.0,3.0,3.0,,,,,,,1.0,,,6.904117532313,17.333272166559,1.0,1.0,,2.0,,,,0.7884,0.32,,,,,,,,,,1.0,1.0,1.0,0.7025,,
14083207,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178.0,2735,M,816763,EUR,824947200,M,8,8,True,29.0,21.0,1.0,1.0,0.0,5.0,5.0,16.0,24.0,,2.0,,,,,,,45.0,37.0,7.3,10.0,0.112109,95.427117211103,12.0,23.332159563772,,2,,-0.07,0.01,-0.12,,1.0,6.0,1.0,1.0,,1.0,1.0,,,,1.0,,9.7968827548884,18.111164829991,2.0,1.0,,,,,1.0,0.2121,0.53,,3.0,,1.0,,1.0,,,,1.0,1.0,,0.1843,,
14083207,home,Real Betis,Pablo García,pablo-garcia,P. García,M,52,175.0,2261,M,1893910,EUR,1155600000,F,52,52,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,,,,,23.0,6.0,6.5,3.0,0.0067574,8.4733202465149,1.0,-0.46387638850537,,0,,0.03,-0.08,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
14083207,home,Real Betis,Angel Ortiz,angel-ortiz,Á. Ortiz,D,40,167.0,493,M,1152139,EUR,1090713600,D,40,40,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,,1.0,4.0,,1.0,0.0179526,20.906789789475,2.0,12.641680778214,,0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
14083207,home,Real Betis,Valentín Gómez,diego-gomez,V. Gómez,D,16,181.0,2163,M,1186010,EUR,1056585600,D,16,16,True,,,,,0.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valentín,,,,,,,Gómez,
14083207,home,Real Betis,Pau López,pau-lopez,P. López,G,25,189.0,1242,M,548848,EUR,787276800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,home,Real Betis,Adrián,adrian,Adrián,G,13,190.0,2131,M,50539,EUR,536630400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,home,Real Betis,Ivan Corralejo,ivan-corralejo,I. Corralejo,M,21,,74,M,1542759,EUR,1172707200,M,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Corralejo,,,,,,,,
14083207,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182.0,44768,M,115665,EUR,671328000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakambu17,,,,,,,,,,,,
14083207,away,Valencia,Stole Dimitrievski,stole-dimitrievski,S. Dimitrievski,G,1,188.0,843,M,97951,EUR,756777600,G,1,1,False,30.0,14.0,18.0,2.0,0.0,12.0,14.0,2.0,16.0,,6.0,,,1.0,,,,90.0,34.0,5.7,16.0,0.00088432,60.504588215958,11.0,47.806056610584,,0,-1.1132,0.08,0.01,-0.19,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183.0,461,M,151138,EUR,732844800,D,20,20,False,35.0,28.0,4.0,2.0,0.0,21.0,24.0,7.0,11.0,3.0,5.0,,,,,,,90.0,59.0,5.9,15.0,0.0031151,75.018398821161,10.0,46.970494972208,,1,,0.02,0.03,-0.36,,,8.0,4.0,3.0,1.0,2.0,2.0,1.0,,,2.0,,,,,,,1.0,1.0,,,0.0791,-0.06,3.0,1.0,,,,,,,,,,,,,
14083207,away,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183.0,508,M,814023,EUR,886550400,D,24,24,False,49.0,43.0,5.0,4.0,0.0,36.0,39.0,7.0,10.0,2.0,2.0,,,,,,,90.0,55.0,6.7,6.0,0.0568883,69.173805123948,10.0,35.800497672373,,0,,0.24,0.04,-0.35,,,3.0,3.0,,,1.0,,,,,1.0,,,,,1.0,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,
14083207,away,Valencia,José Copete,jose-copete,J. Copete,D,3,190.0,437,M,913695,EUR,939513600,D,3,3,False,41.0,38.0,4.0,3.0,0.0,29.0,30.0,9.0,11.0,3.0,1.0,,,,,,,80.0,49.0,6.1,3.0,0.00580452,46.578907933448,10.0,11.848571029218,,1,,0.16,0.03,-0.48,,1.0,2.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,0.0554,-0.19,,,,,,,,,,,,,,,
14083207,away,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172.0,1685,M,227922,EUR,801360000,D,14,14,False,32.0,29.0,2.0,2.0,0.0,19.0,20.0,10.0,12.0,2.0,6.0,,,,,,,90.0,57.0,7.1,9.0,0.294626,87.663887153905,14.0,25.146733268614,,0,,0.35,0.05,-0.24,,,3.0,7.0,,,5.0,3.0,,,1.0,2.0,,,,,1.0,True,1.0,,,1.0,,,,1.0,,8.0,,,,4.0,,,,,,,
14083207,away,Valencia,Luis Rioja,luis-rioja,L. Rioja,M,11,173.0,860,M,900433,EUR,750729600,M,11,11,False,26.0,19.0,2.0,,0.0,7.0,8.0,12.0,18.0,,2.0,,,,,,,77.0,44.0,7.3,14.0,0.15371,83.359472491856,10.0,18.645897313357,,3,,-0.1,0.16,-0.16,,2.0,6.0,4.0,2.0,1.0,2.0,1.0,1.0,,,,,14.754865035735,14.90033049969,1.0,2.0,,1.0,,,1.0,0.2147,0.53,1.0,2.0,,6.0,,2.0,,2.0,,1.0,1.0,,0.2849,,
14083207,away,Valencia,Filip Ugrinić,filip-ugrinic,F. Ugrinić,M,23,185.0,685,M,857482,EUR,915494400,M,23,23,False,47.0,39.0,6.0,4.0,0.0,23.0,26.0,16.0,21.0,1.0,4.0,,,,,,,90.0,74.0,6.6,17.0,0.0160388,118.20461554932,16.0,48.091689020308,,3,,-0.09,0.15,-0.04,,2.0,4.0,2.0,1.0,1.0,,,5.0,,1.0,1.0,,23.009517446069,25.612348584228,1.0,1.0,,,2.0,2.0,2.0,0.1786,-0.17,1.0,,,2.0,,,,,,1.0,,,0.1234,,
14083207,away,Valencia,Pepelu,pepelu,Pepelu,M,18,185.0,1838,M,826948,EUR,902793600,M,18,18,False,49.0,43.0,8.0,4.0,0.0,31.0,32.0,12.0,17.0,2.0,5.0,,,,,,,72.0,58.0,5.8,7.0,0.0243025,97.131326025529,16.0,48.850952832777,,1,,0.25,0.13,-0.17,,2.0,6.0,2.0,,,,,1.0,,1.0,4.0,,14.568104890903,15.074083189368,1.0,1.0,,1.0,,,2.0,0.7884,-0.89,,,,,,,,,1.0,1.0,,,0.8506,,1.0
14083207,away,Valencia,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178.0,3536,M,827064,EUR,854668800,M,7,7,False,16.0,15.0,2.0,1.0,0.0,6.0,6.0,9.0,10.0,,3.0,,,,,,,90.0,38.0,7.5,8.0,0.227225,126.84781787645,11.0,52.116972978392,,1,,0.28,0.02,-0.12,,1.0,5.0,10.0,7.0,4.0,1.0,1.0,3.0,,3.0,,1.0,28.419765725573,65.807826743107,3.0,2.0,,2.0,,,,0.057,0.21,,1.0,,2.0,1.0,,,1.0,,1.0,,,0.2263,,
14083207,away,Valencia,Lucas Beltrán,lucas-beltran,L. Beltrán,M,15,177.0,3780,M,962029,EUR,985824000,F,15,15,False,34.0,30.0,1.0,1.0,1.0,10.0,11.0,20.0,23.0,1.0,1.0,,,,,,,72.0,47.0,7.1,5.0,0.0818748,158.10692381027,14.0,74.398411432759,,3,,-0.01,0.13,0.17,,1.0,1.0,8.0,,,3.0,1.0,1.0,,4.0,,,23.652394628247,46.344632637395,2.0,1.0,,1.0,1.0,,,0.4552,-0.61,,,beltranlucass,,,2.0,,,1.0,,,,,,
14083207,away,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180.0,2868,M,909119,EUR,942192000,F,9,9,False,11.0,9.0,1.0,1.0,0.0,5.0,7.0,4.0,4.0,1.0,1.0,,,,,,,71.0,23.0,7.0,3.0,0.0768188,3.5758238211634,1.0,-3.3575104298499,,1,,-0.03,0.02,0.25,,3.0,3.0,6.0,,,,,1.0,,3.0,,,,,,,,3.0,1.0,1.0,,0.0596,-0.32,,,,,,,,,,,,1.0,,,
14083207,away,Valencia,Umar Sadiq,umar-sadiq,U. Sadiq,F,6,192.0,2879,M,754710,EUR,854841600,F,6,6,True,5.0,3.0,,,0.0,3.0,3.0,,2.0,,,,,,,,,19.0,10.0,6.1,3.0,0.00014573,16.432691083132,3.0,6.3512562299157,,1,,-0.08,0.03,-0.02,,3.0,5.0,1.0,,,,,1.0,,,2.0,,,,,,,1.0,1.0,,,0.0162,-0.04,,,,,,,,,,,,,,,
14083207,away,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176.0,1200,M,845693,EUR,959644800,M,10,10,True,10.0,8.0,,,0.0,6.0,7.0,2.0,3.0,,3.0,,,,,,,18.0,12.0,6.4,3.0,0.00168567,38.176225476628,4.0,30.264968332173,,0,,-0.03,0.08,-0.07,,,,,,,,,1.0,,,,,16.101570732814,19.048589344096,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183.0,473,M,344751,EUR,794707200,M,22,22,True,12.0,8.0,3.0,1.0,0.0,6.0,8.0,2.0,4.0,,1.0,,,,,,,18.0,18.0,6.7,4.0,0.00347803,14.351222386961,1.0,13.26539660047,,0,,0.08,0.03,-0.08,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,
14083207,away,Valencia,Diego López,diego-lopez,D. López,M,16,172.0,1350,M,998950,EUR,1021248000,F,16,16,True,4.0,4.0,,,0.0,,,4.0,4.0,,2.0,,,,,,,13.0,10.0,6.5,3.0,0.0413432,52.756620653963,4.0,21.518417863697,,0,,-0.02,0.04,-0.05,,,4.0,2.0,2.0,,,,,,1.0,,,21.803100631562,41.132910230131,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14083207,away,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193.0,816,M,996928,EUR,1014681600,D,5,5,True,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,10.0,8.0,6.7,2.0,0.00176098,6.637206942683,1.0,4.5597969620178,,0,,0.03,0.01,0.13,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Vicent Abril,vicent-abril,V. Abril,G,28,187.0,49,M,1464650,EUR,1108425600,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicent Abril,,,,,,,,
14083207,away,Valencia,Pere García,pere-garcia,P. García,G,41,188.0,9,M,1002521,EUR,1009843200,G,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Rubén Iranzo,ruben-iranzo,R. Iranzo,D,26,182.0,56,M,1167704,EUR,1047600000,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182.0,419,M,996929,EUR,1041465600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Unai Núñez,unai-nunez,U. Núñez,D,4,186.0,733,M,892521,EUR,854582400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187.0,1800,M,1122610,EUR,1052784000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083207,away,Valencia,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167.0,1568,M,909966,EUR,983232000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
