match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goals,stat_errorLeadToAGoal,stat_totalOffside,stat_bigChanceCreated,player_lastName,stat_bigChanceMissed,stat_outfielderBlock,stat_clearanceOffLine,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14083143,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,30.0,23.0,14.0,7.0,0.0,20.0,23.0,3.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,90.0,39.0,5.9,8.0,0.00444499,78.209691038865,11.0,6.615,6.72,0.1191,0,-1.5596,0.08,-0.04,-0.24,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083143,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176,6479,M,1116388,EUR,1027382400,D,2,2,False,65.0,50.0,3.0,1.0,0.0,22.0,24.0,28.0,41.0,8.0,1.0,,3.0,5.0,,,90.0,100.0,6.2,20.0,0.0104146,152.86171151926,22.0,91.56,26.985,,0,,-0.1,0.03,-0.47,,Jon Aramburu,ElBufalo,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083143,home,Real Sociedad,Jon Martin,vicente-jon-martin,J. Martin,D,31,185,1209,M,1466116,EUR,1145750400,D,31,31,False,76.0,72.0,3.0,2.0,0.0,50.0,51.0,22.0,25.0,8.0,1.0,1.0,3.0,1.0,,,90.0,91.0,6.3,6.0,0.00470111,419.98579820388,43.0,194.46,33.075,,1,,0.07,0.19,-0.52,,Jon Martín,,,5.0,6.0,1.0,2.0,5.0,2.0,,,2.0,,2.0,1.0,2.0,0.0937,-0.05,,,,,,,,,,,,,,,,,,
14083143,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,False,51.0,46.0,6.0,4.0,0.0,33.0,34.0,13.0,17.0,4.0,,,4.0,3.0,,,90.0,61.0,6.3,6.0,0.00603535,141.42033532234,17.0,64.05,20.895,,2,,0.03,0.05,-0.29,,,,,2.0,4.0,,,1.0,2.0,,,3.0,,1.0,,,0.1518,-0.25,True,1.0,1.0,0.1019,,,,,,,,,,,,,,
14083143,home,Real Sociedad,Sergio Gómez,sergio-gomez,S. Gómez,M,17,171,4445,M,855835,EUR,968025600,D,17,17,False,44.0,43.0,,,0.0,20.0,20.0,23.0,24.0,2.0,,,3.0,1.0,,,90.0,69.0,6.2,8.0,0.178072,101.57878857637,13.0,45.78,20.055,,0,,0.21,0.06,-0.55,,,sergiogm_10,4.0,,4.0,2.0,,1.0,2.0,1.0,,2.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,
14083143,home,Real Sociedad,Jon Gorrotxategi,jon-gorrotxategi,J. Gorrotxategi,M,4,177,607,M,1216309,EUR,1012608000,M,4,4,False,75.0,71.0,4.0,3.0,0.0,33.0,34.0,38.0,41.0,,,,2.0,5.0,,,90.0,89.0,6.7,7.0,0.0201973,325.33249911233,35.0,186.795,37.275,,1,,0.26,0.26,-0.13,,Jon Gorrotxategi,,,,3.0,1.0,2.0,3.0,,1.0,,,1.0,,1.0,,0.0085,-0.05,,,,,,,,,,,,,,,,,,
14083143,home,Real Sociedad,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,832427,EUR,852163200,M,18,18,False,39.0,35.0,4.0,3.0,0.0,12.0,13.0,23.0,26.0,2.0,,,1.0,5.0,,,77.0,52.0,7.3,8.0,0.0562857,145.60689699185,14.0,72.24,16.8,,1,,0.14,0.18,-0.4,,,Carlos10Soler,4.0,1.0,4.0,,,,,1.0,1.0,2.0,1.0,2.0,,,0.0799,0.54,,,1.0,0.2045,1.0,1.0,1.0,,,,,,,,,,,
14083143,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,M,14,14,False,31.0,22.0,1.0,,1.0,3.0,4.0,19.0,27.0,5.0,2.0,1.0,1.0,5.0,,,85.0,48.0,7.0,18.0,0.0439045,292.37954286161,21.0,205.695,27.405,,2,,-0.25,0.65,-0.13,,,KuboTake,1.0,,2.0,,1.0,,1.0,5.0,3.0,,3.0,,1.0,1.0,0.0943,-0.52,,,1.0,0.0767,,,,,,,,,,,,,,
14083143,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,73.0,63.0,5.0,3.0,0.0,25.0,28.0,38.0,45.0,7.0,,,,7.0,,,84.0,95.0,7.0,18.0,0.0555186,252.80851506754,37.0,65.94,14.28,,5,,0.16,0.32,-0.1,,,,5.0,1.0,3.0,,1.0,1.0,3.0,1.0,3.0,2.0,2.0,,,1.0,0.1149,-0.35,,4.0,1.0,0.0801,,,,1.0,,,,,,,,,,
14083143,home,Real Sociedad,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,M,11,11,False,15.0,11.0,,,0.0,4.0,5.0,7.0,10.0,7.0,5.0,3.0,1.0,2.0,,,77.0,38.0,6.6,12.0,0.00628928,123.25987151582,9.0,63.21,19.005,,2,,-0.17,0.25,-0.08,,,,2.0,,5.0,,1.0,,1.0,1.0,3.0,1.0,,1.0,,1.0,0.0843,0.0,,,2.0,0.3414,,,,,,,,,,,,,,
