match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,player_firstName,player_lastName,stat_dispossessed,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_keyPass,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_goodHighClaim,stat_clearanceOffLine
11204753,home,FC Cincinnati,Alec Kann,alec-kann,A. Kann,G,193,38,M,319025,EUR,650073600,G,1,1,False,True,37.0,22.0,23.0,8.0,14.0,15.0,8.0,22.0,1.0,7.0,3.0,5.0,1.0,1.0,90.0,49.0,7.9,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204753,home,FC Cincinnati,Alvas Powell,alvas-powell,A. Powell,D,183,57,M,155727,EUR,774489600,D,2,2,False,,30.0,17.0,9.0,3.0,7.0,9.0,10.0,24.0,2.0,5.0,,,,,90.0,60.0,6.7,20.0,0,2,3.0,2.0,6.0,7.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
11204753,home,FC Cincinnati,Nick Hagglund,nick-hagglund,N. Hagglund,D,185,41,M,540004,EUR,716428800,D,4,4,False,,42.0,31.0,9.0,2.0,22.0,24.0,9.0,19.0,,3.0,,,,,61.0,47.0,6.5,13.0,0,4,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11204753,home,FC Cincinnati,Joey Akpunonu,akpunonu-joey,J. Akpunonu,D,191,10,M,1467875,EUR,1008892800,D,3,3,False,,61.0,48.0,12.0,8.0,28.0,34.0,20.0,27.0,1.0,5.0,,,,,90.0,68.0,6.8,15.0,0,22,,4.0,4.0,4.0,1.0,,,2.0,,,,1.0,,Joey Akpunonu,,2.0,,,,,,,,,,,,,,
11204753,home,FC Cincinnati,Ian Murphy,ian-murphy,I. Murphy,D,188,44,M,1172491,EUR,947980800,D,32,32,False,,58.0,47.0,11.0,4.0,30.0,34.0,17.0,24.0,1.0,10.0,,,,,90.0,65.0,6.9,12.0,0,19,,1.0,3.0,2.0,,,,2.0,1.0,1.0,,1.0,2.0,Ian Murphy,,,,,,,,,,,,,,,,
11204753,home,FC Cincinnati,Isaiah Foster,foster-isaiah,I. Foster,D,183,15,M,1190513,EUR,1060646400,D,33,33,False,,15.0,8.0,1.0,1.0,5.0,7.0,3.0,12.0,,3.0,,,,,61.0,37.0,6.9,13.0,0,33,4.0,,2.0,5.0,,2.0,1.0,,3.0,3.0,1.0,1.0,,Isaiah Foster,,,1.0,,,,,,,,,,,,,
11204753,home,FC Cincinnati,Marco Angulo,marco-angulo,M. Angulo,M,180,92,M,1002621,EUR,1020816000,M,8,8,False,,18.0,13.0,,,2.0,3.0,11.0,15.0,,4.0,,,,,77.0,21.0,6.1,8.0,0,,,,7.0,,1.0,1.0,,,,,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,
11204753,home,FC Cincinnati,Stiven Jimenez,jimenez-stiven,S. Jimenez,M,168,114,M,1428991,EUR,1182643200,M,37,37,False,,27.0,24.0,2.0,1.0,19.0,20.0,5.0,7.0,1.0,3.0,,,,,76.0,31.0,6.7,3.0,0,37,,,3.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,Stiven Jimenez,,,,1.0,1.0,,,,,,,,,,,
11204753,home,FC Cincinnati,Malik Pinto,pinto-malik,M. Pinto,M,180,8,M,1461514,EUR,1028851200,M,26,26,False,,30.0,25.0,3.0,1.0,12.0,13.0,13.0,20.0,,5.0,,,,,89.0,45.0,6.7,13.0,0,,3.0,,3.0,2.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,Malik Pinto,,,2.0,,,1.0,,,,,,,,,,
11204753,home,FC Cincinnati,Arquímides Ordóñez,arquimides-ordonez,A. Ordóñez,F,188,322,M,1127223,EUR,1060041600,F,29,29,False,,18.0,16.0,,,4.0,4.0,12.0,14.0,,4.0,,,,,90.0,36.0,7.0,9.0,2,9,,3.0,9.0,9.0,,7.0,3.0,,1.0,1.0,2.0,2.0,2.0,Arquímides Ordóñez,,1.0,1.0,,,,1.0,2.0,1.0,3.0,,,,,,
