match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_dispossessed,stat_wasFouled,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_bigChanceCreated,stat_keyPass,captain,stat_interceptionWon,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_clearanceOffLine,stat_bigChanceMissed,stat_hitWoodwork
12437019,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,22.0,18.0,,,0.0,8.0,8.0,10.0,15.0,3.0,3.0,1.0,3.0,,,,,,,,,,90.0,31.0,7.0,10.0,0.0706122,1,,,,1.0,,10.0,1.0,1.0,,,2.0,2.0,4.0,2.0,,,,0.1916,,,,,,1.0,,1.0,0.834,,,,
12437019,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,True,23.0,19.0,1.0,,0.0,7.0,8.0,12.0,15.0,1.0,2.0,,,,1.0,1.0,,,,,,,23.0,30.0,7.1,6.0,0.0156114,1,,,,,,,,,,,1.0,,,,,,,0.0182,,1.0,,1.0,,1.0,,,0.1355,,,,
12437019,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,True,9.0,8.0,,,0.0,,,8.0,9.0,,1.0,,1.0,,1.0,1.0,,,,,,,23.0,11.0,6.9,1.0,0.0343333,0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,
12437019,home,Aston Villa,Donyell Malen,donyell-malen,D. Malen,F,14,176,10886,M,donyellmalen,803039,EUR,916704000,F,17,17,True,6.0,4.0,,,0.0,,,4.0,6.0,,2.0,,1.0,,2.0,,,,,,,,23.0,13.0,6.6,4.0,0.00709571,2,,,,,,2.0,,,,,,,1.0,1.0,,1.0,,0.0754,,,,,,,1.0,,,1.0,,,
12437019,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,True,4.0,4.0,,,0.0,,,4.0,6.0,,,,,,,,,,,,,,12.0,8.0,6.8,2.0,0.107319,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183,1118,M,,1089388,EUR,1073260800,D,26,26,True,2.0,2.0,,,0.0,2.0,2.0,,,,2.0,,,,2.0,,,,,,,,10.0,6.0,6.6,1.0,4.013e-05,0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12437019,home,Aston Villa,Robin Olsen,robin-olsen,R. Olsen,G,30,198,1289,M,,26025,EUR,631756800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,home,Aston Villa,Oliwier Zych,zych-oliwier,O. Zych,G,48,193,737,M,,1009362,EUR,1088380800,G,48,48,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,home,Aston Villa,Jamaldeen Jimoh,jamaldeen-jimoh,J. Jimoh,M,18,188,963,M,,1410178,EUR,1159747200,M,56,56,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Jamaldeen Jimoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,19.0,16.0,6.0,4.0,0.0,13.0,15.0,3.0,4.0,,,2.0,5.0,,,,1.0,,1.0,2.0,1.0,,90.0,27.0,6.6,4.0,0.0043691,0,-0.416,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,45.0,37.0,9.0,5.0,0.0,14.0,17.0,24.0,30.0,,1.0,2.0,4.0,,1.0,1.0,,,,,,,66.0,59.0,7.7,11.0,0.131508,1,,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,0.0819,,4.0,,,,1.0,,1.0,0.213,,,,
12437019,away,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,42.0,38.0,5.0,2.0,0.0,24.0,27.0,14.0,15.0,1.0,8.0,9.0,2.0,,4.0,4.0,,,,,,,90.0,61.0,7.8,4.0,0.0604323,0,,,,,,2.0,,1.0,1.0,,,1.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,1.0,,
12437019,away,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,76.0,61.0,11.0,4.0,0.0,35.0,38.0,26.0,38.0,6.0,8.0,3.0,2.0,,2.0,,,,,,,,90.0,86.0,6.9,15.0,0.00869288,1,,,,,,5.0,1.0,,,,,,4.0,,,1.0,1.0,0.0199,,,True,2.0,,,,,,,,,
12437019,away,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,40.0,33.0,3.0,2.0,0.0,15.0,18.0,19.0,28.0,1.0,1.0,1.0,2.0,,,,,,,,,,90.0,65.0,7.2,16.0,0.297172,1,,,,6.0,1.0,5.0,1.0,1.0,,,1.0,,3.0,,,,,0.0532,1.0,4.0,,2.0,,,1.0,,,,,,
12437019,away,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,35.0,31.0,3.0,2.0,0.0,19.0,20.0,12.0,15.0,1.0,2.0,4.0,4.0,,,,,,,,,,90.0,46.0,6.6,6.0,0.0213566,0,,,,,,5.0,2.0,2.0,,,,1.0,,,1.0,,,,,1.0,,2.0,,,,,,,,,
12437019,away,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,48.0,47.0,2.0,2.0,0.0,19.0,20.0,29.0,34.0,,10.0,2.0,5.0,,5.0,4.0,,,,,,,81.0,76.0,7.0,12.0,0.0657771,1,,,,6.0,1.0,7.0,3.0,4.0,1.0,,2.0,1.0,,,4.0,,,0.0716,,,,1.0,,,1.0,,,,,,
12437019,away,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,24.0,16.0,,,1.0,5.0,6.0,11.0,21.0,,2.0,,5.0,,,,,,,,,,90.0,38.0,8.0,16.0,0.11261,2,,,,3.0,,3.0,,4.0,2.0,,1.0,,,1.0,,1.0,,0.4593,,2.0,,,,1.0,,1.0,0.9807,1.0,,,
12437019,away,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,28.0,22.0,2.0,2.0,0.0,6.0,6.0,16.0,24.0,,2.0,1.0,4.0,,1.0,1.0,,,,,,,90.0,42.0,7.6,9.0,0.518726,3,,,,2.0,,5.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,0.2634,1.0,3.0,,,,1.0,1.0,,0.2043,,,,
12437019,away,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,24.0,22.0,1.0,1.0,0.0,8.0,8.0,14.0,16.0,1.0,5.0,,3.0,,2.0,1.0,,,,,,,90.0,37.0,6.9,5.0,0.339626,1,,,,,,6.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0537,,,,1.0,,,,,,,,,
12437019,away,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,F,20,20,False,16.0,10.0,,,1.0,2.0,6.0,8.0,10.0,2.0,4.0,,3.0,,1.0,,,,,,,,66.0,32.0,7.2,10.0,0.35399,6,,,,,,6.0,1.0,2.0,1.0,,,1.0,,3.0,,5.0,,0.7545,1.0,1.0,,,,,1.0,,,,,1.0,1.0
12437019,away,Liverpool,Conor Bradley,bradley-conor,C. Bradley,D,12,181,15946,M,conorbradley03,1008402,EUR,1057708800,D,84,84,True,6.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,,,,,,,,,,,,,,23.0,9.0,6.6,3.0,0.029622,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,9,9,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,24.0,10.0,6.1,5.0,0.00010137,1,,,,,,4.0,,2.0,,,2.0,,2.0,,,1.0,,0.7476,,,,,,,,,,1.0,,1.0,
12437019,away,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,7,7,True,,,,,0.0,,,,,,,,,,,,,,,,,,9.0,5.0,6.1,4.0,,0,,,,,,3.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,0.00035212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Caoimhin Kelleher,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437019,away,Liverpool,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40294,M,FedeChiesa,845386,EUR,877737600,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
