match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_totalClearance,stat_keyPass,stat_accurateLongBalls,stat_onTargetScoringAttempt,stat_wasFouled,stat_shotOffTarget,captain,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_goals,stat_fouls,stat_bigChanceMissed,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_lastManTackle
10385490,home,Arsenal,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,1,1,False,14.0,12.0,1.0,9.0,10.0,3.0,4.0,6.0,2.0,2.0,90.0,18.0,6.4,2.0,0.0,0.0,0.00052765,0,-0.5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385490,home,Arsenal,Takehiro Tomiyasu,,,tomiyasu-takehiro,T. Tomiyasu,D,32,188,10753,M,tomiyasu_t,804434,EUR,910224000,D,18,18,False,46.0,38.0,1.0,5.0,6.0,33.0,43.0,3.0,,,45.0,57.0,6.8,13.0,0.0208,0.0,0.0206479,1,,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10385490,home,Arsenal,William Saliba,,,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,12,12,False,94.0,87.0,1.0,20.0,22.0,67.0,72.0,11.0,,,90.0,98.0,6.8,7.0,0.0,0.0,0.0582324,0,,,3.0,3.0,3.0,5.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10385490,home,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,84.0,80.0,4.0,25.0,28.0,55.0,56.0,6.0,,,90.0,92.0,6.8,4.0,0.2371,0.353,0.0478004,1,,,1.0,3.0,1.0,5.0,,,,,,,,1.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10385490,home,Arsenal,Oleksandr Zinchenko,,,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,94.0,85.0,,10.0,12.0,75.0,88.0,3.0,,,90.0,118.0,7.6,16.0,0.1022,0.0,0.261298,3,,6.0,1.0,5.0,1.0,11.0,1.0,,4.0,3.0,1.0,2.0,2.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,
10385490,home,Arsenal,Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,72.0,61.0,3.0,4.0,6.0,60.0,77.0,7.0,,,90.0,104.0,8.2,22.0,0.5644,0.5156,0.380592,11,,11.0,,,2.0,6.0,5.0,1.0,3.0,,2.0,2.0,2.0,,3.0,1.0,3.0,1.0,3.0,True,3.0,1.0,1.0,,,,,,,,,,,,
10385490,home,Arsenal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,90.0,76.0,7.0,17.0,19.0,59.0,71.0,13.0,,,90.0,108.0,7.4,20.0,0.2763,0.0913,0.113654,1,,,2.0,2.0,10.0,7.0,,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,,,,,4.0,1.0,4.0,,,,,,,,,,
10385490,home,Arsenal,Fábio Vieira,,,fabio-vieira,F. Vieira,M,20,170,6618,M,fabiodfvieira,904835,EUR,959644800,M,21,21,False,46.0,42.0,2.0,8.0,9.0,34.0,38.0,7.0,,,84.0,63.0,6.8,10.0,0.0774,0.0,0.0837371,2,,1.0,3.0,,8.0,5.0,1.0,,2.0,2.0,1.0,6.0,3.0,,3.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,
10385490,home,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,66.0,56.0,1.0,4.0,6.0,53.0,73.0,4.0,,,90.0,99.0,7.2,30.0,0.5362,0.7247,0.222082,4,,13.0,1.0,,6.0,6.0,2.0,,3.0,1.0,3.0,6.0,3.0,,3.0,1.0,1.0,,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,
10385490,home,Arsenal,Leandro Trossard,,,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,12.0,11.0,,3.0,3.0,8.0,12.0,1.0,,,22.0,17.0,6.8,4.0,0.0,0.0,0.0263238,0,,3.0,,,,2.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10385490,home,Arsenal,Gabriel Martinelli,,,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,38.0,32.0,2.0,5.0,6.0,27.0,32.0,1.0,,,90.0,47.0,7.3,6.0,0.1733,0.0,0.146173,4,,,1.0,1.0,3.0,5.0,1.0,,,,,2.0,2.0,,2.0,2.0,,2.0,3.0,,,1.0,,,1.0,,,,,,,,,,
10385490,home,Arsenal,Emile Smith Rowe,,,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,esr,867445,EUR,964742400,M,10,10,True,26.0,25.0,,2.0,2.0,23.0,27.0,,,,47.0,35.0,6.7,6.0,0.0351,0.0,0.300048,1,,3.0,,,2.0,1.0,1.0,,,,,1.0,,,2.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,
10385490,home,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,True,36.0,32.0,1.0,5.0,6.0,27.0,33.0,1.0,,,45.0,45.0,7.2,7.0,0.1151,0.0291,0.0430605,1,,3.0,1.0,,2.0,,,,,,,,,1.0,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,
