match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_dispossessed,stat_lastManTackle,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_accurateCross,stat_keyPass,captain,stat_totalContest,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon
10434087,home,Alanyaspor,Efthymis Koulouris,efthymios-koulouris,E. Koulouris,F,9,184,1080,M,386608,EUR,826070400,F,24,24,False,22.0,17.0,,,12.0,14.0,5.0,8.0,1.0,3.0,,,,89.0,40.0,7.2,11.0,2,,,,7.0,4.0,,1.0,1.0,2.0,3.0,1.0,1.0,,,,,1.0,,,1.0,,,,,4.0,,1.0,,1.0,1.0,,,
10434087,home,Alanyaspor,Zinedine Ferhat,zinedine-ferhat,Z. Ferhat,M,8,183,1371,M,842400,EUR,730944000,M,10,10,True,17.0,11.0,,,8.0,9.0,3.0,8.0,1.0,4.0,,,,25.0,24.0,6.5,8.0,0,,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,
10434087,home,Alanyaspor,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,286,M,807291,EUR,885427200,D,27,27,True,7.0,3.0,2.0,,2.0,2.0,1.0,5.0,,2.0,,,,9.0,8.0,5.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,home,Alanyaspor,Oğuz Aydın,oguz-aydin,O. Aydın,M,70,183,3374,M,999396,EUR,972604800,F,70,70,True,3.0,1.0,,,1.0,1.0,,3.0,,2.0,,,,9.0,7.0,6.6,4.0,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
10434087,home,Alanyaspor,Ahmed Hassan,ahmed-hassan,A. Hassan,F,19,191,1938,M,1143587,EUR,731289600,F,93,93,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,13.0,2.0,6.3,,0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,home,Alanyaspor,Yusuf Karagöz,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,0,Yusuf Karagoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,home,Alanyaspor,Ümit Akdağ,umit-akdag,Ü. Akdağ,D,50,192,604,M,1215071,EUR,1065398400,D,5,5,True,,,,,,,,,,,,,,,,,,0,Umit Akdag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,home,Alanyaspor,Ahmet Gülay,ahmet-gulay,A. Gülay,D,,174,44,M,989069,EUR,1042416000,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,home,Alanyaspor,Idrissa Doumbia,idrissa-doumbia,I. Doumbia,M,,187,465,M,842255,EUR,892512000,M,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,home,Alanyaspor,Mert-Yusuf Torlak,mert-yusuf-torlak,M. Torlak,M,37,173,19,M,1015654,EUR,1026950400,M,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,home,Alanyaspor,Erencan Yardımcı,erencan-yardimci,E. Yardımcı,F,9,186,691,M,989168,EUR,1012780800,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,away,Fenerbahçe,Altay Bayındır,altay-bayindir,A. Bayındır,G,1,198,15107,M,815890,EUR,892512000,G,1,1,False,16.0,13.0,8.0,5.0,9.0,9.0,4.0,7.0,,9.0,1.0,,1.0,90.0,23.0,6.5,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,altaybayindir,,
10434087,away,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,825844,EUR,939254400,D,7,7,False,93.0,84.0,10.0,8.0,30.0,32.0,54.0,63.0,1.0,9.0,,,,90.0,115.0,7.2,17.0,1,,,2.0,2.0,7.0,,1.0,,1.0,,,,,,,,,,,2.0,,,,,6.0,,4.0,,1.0,,ferdikadioglu,,
10434087,away,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,863600,EUR,763516800,D,3,3,False,96.0,83.0,3.0,,44.0,47.0,39.0,49.0,,13.0,,,,90.0,107.0,6.4,18.0,0,,,,6.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,,,2.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,
10434087,away,Fenerbahçe,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,243181,EUR,732931200,D,2,2,False,84.0,76.0,9.0,7.0,32.0,38.0,44.0,46.0,2.0,4.0,,,,90.0,90.0,7.3,8.0,1,,,,,3.0,,1.0,1.0,,,2.0,,,1.0,,,,,,,,,2.0,,,1.0,,,1.0,,,,
10434087,away,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,1048324,EUR,988243200,D,24,24,False,9.0,8.0,1.0,,3.0,3.0,5.0,6.0,,,,,,17.0,9.0,6.2,1.0,0,Jayden Oosterwolde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,away,Fenerbahçe,Diego Rossi,diego-rossi,D. Rossi,F,10,170,1997,M,831809,EUR,894153600,M,9,9,False,50.0,46.0,,,7.0,8.0,40.0,48.0,,2.0,,,,90.0,66.0,7.0,12.0,1,,,6.0,2.0,4.0,1.0,1.0,,2.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,3.0,,3.0,,1.0,,,,
10434087,away,Fenerbahçe,Willian Arão,willian-arao,Willian Arão,M,15,181,1888,M,242213,EUR,700358400,M,5,5,False,39.0,35.0,3.0,2.0,11.0,12.0,25.0,29.0,,4.0,,,,45.0,47.0,6.9,6.0,0,,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,
10434087,away,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,952600,EUR,917308800,M,80,80,False,81.0,73.0,7.0,4.0,24.0,24.0,49.0,57.0,,9.0,,,,90.0,101.0,6.5,14.0,1,,,,11.0,8.0,2.0,2.0,2.0,1.0,,2.0,,,2.0,,4.0,5.0,,1.0,,,,,,4.0,,4.0,,,,,,
10434087,away,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,226986,EUR,805766400,M,17,17,False,22.0,20.0,2.0,,5.0,5.0,18.0,21.0,,3.0,,,,45.0,35.0,6.7,9.0,0,,,4.0,4.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,,,,,1.0,3.0,1.0,,3.0,,,1.0,,,irfankahveci,,
10434087,away,Fenerbahçe,João Pedro Galvão,joao-pedro-galvao,João Pedro Galvão,F,9,184,2071,M,123208,EUR,700099200,F,20,20,False,6.0,6.0,1.0,1.0,,,6.0,6.0,,,,,,45.0,9.0,6.4,3.0,0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
10434087,away,Fenerbahçe,Enner Valencia,enner-valencia,E. Valencia,F,10,177,9801,M,106456,EUR,626140800,F,13,13,False,28.0,20.0,2.0,2.0,5.0,6.0,15.0,24.0,,2.0,,,,90.0,51.0,7.8,15.0,6,,,2.0,5.0,9.0,,,,,1.0,4.0,3.0,,,,,1.0,,1.0,4.0,2.0,,,,4.0,,1.0,,2.0,2.0,ennervalencia,2.0,1.0
10434087,away,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,791616,EUR,883526400,M,21,21,True,43.0,41.0,1.0,1.0,22.0,22.0,19.0,21.0,,11.0,,,,73.0,65.0,6.8,8.0,1,,,,6.0,6.0,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,,,,,4.0,,2.0,,1.0,,,,1.0
10434087,away,Fenerbahçe,Emre Mor,emre-mor,E. Mor,M,99,169,2594,M,826258,EUR,869702400,M,99,99,True,25.0,18.0,1.0,1.0,10.0,11.0,8.0,15.0,,4.0,,,,45.0,44.0,8.3,13.0,3,,,1.0,1.0,6.0,,,,4.0,,,2.0,1.0,1.0,,,,,,2.0,,,2.0,,5.0,,4.0,1.0,1.0,1.0,,,
10434087,away,Fenerbahçe,Miha Zajc,miha-zajc,M. Zajc,M,8,180,1173,M,139256,EUR,773020800,M,26,26,True,38.0,32.0,2.0,2.0,14.0,16.0,18.0,23.0,,3.0,,,,45.0,47.0,6.8,9.0,0,,,1.0,2.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,
10434087,away,Fenerbahçe,Joshua King,joshua-king,J. King,F,7,180,2230,M,100621,EUR,695433600,F,15,15,True,9.0,9.0,,,2.0,2.0,7.0,9.0,,3.0,,,,33.0,16.0,6.6,4.0,0,,,2.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,
10434087,away,Fenerbahçe,Serdar Dursun,serdar-dursun,S. Dursun,F,19,190,1064,M,123917,EUR,687830400,F,19,19,True,3.0,2.0,,,,,2.0,3.0,,,,,,12.0,3.0,6.5,1.0,0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10434087,away,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,594618,EUR,891216000,G,70,70,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,away,Fenerbahçe,Serdar Aziz,serdar-aziz,S. Aziz,D,,183,609,M,43528,EUR,656640000,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,away,Fenerbahçe,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187,618,M,972410,EUR,842400000,M,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434087,away,Fenerbahçe,Arda Güler,arda-guler,A. Güler,M,15,176,398152,M,1091116,EUR,1109289600,M,10,10,True,,,,,,,,,,,,,,,,,,0,Arda Guler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGüler,,
10434087,away,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,856849,EUR,777254400,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
