match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_lastManTackle,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_challengeLost,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist,stat_bigChanceMissed,stat_goodHighClaim,stat_saves,stat_punches,stat_totalOffside
10411608,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,29.0,27.0,3.0,1.0,27.0,28.0,1.0,8.0,90.0,32.0,6.3,2.0,0.0,0.0,0.00010062,0,-0.2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411608,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,64.0,60.0,8.0,5.0,34.0,35.0,34.0,4.0,90.0,88.0,7.6,8.0,0.144,0.0,0.0437138,2,,,,29.0,5.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411608,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1878,M,880207,EUR,822009600,D,50,50,False,70.0,64.0,9.0,6.0,45.0,45.0,25.0,8.0,90.0,82.0,7.3,7.0,0.0,0.0,0.00618423,0,,,,19.0,,,,,1.0,6.0,,,2.0,1.0,,4.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
10411608,home,Udinese,Enzo Ebosse,enzo-ebosse,E. Ebosse,D,77,185,507,M,848279,EUR,921110400,D,23,23,False,39.0,37.0,5.0,5.0,19.0,20.0,19.0,8.0,90.0,67.0,7.5,3.0,0.0,0.0,0.00552394,0,,,,18.0,,,1.0,1.0,3.0,8.0,,,5.0,,2.0,4.0,3.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10411608,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,M,37,37,False,56.0,49.0,1.0,1.0,20.0,22.0,41.0,7.0,82.0,80.0,7.5,18.0,0.4836,0.5745,0.153815,3,,,,30.0,7.0,1.0,,,6.0,6.0,,1.0,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,,True,2.0,1.0,1.0,,,,,,,,,
10411608,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,39.0,36.0,6.0,5.0,10.0,10.0,37.0,6.0,72.0,63.0,7.0,14.0,0.1323,0.0,0.111106,4,,,,28.0,8.0,2.0,,,3.0,2.0,2.0,2.0,,,,2.0,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
10411608,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,53.0,47.0,3.0,2.0,19.0,20.0,34.0,9.0,90.0,65.0,6.6,9.0,0.0749,0.0,0.0206946,2,,,,28.0,1.0,,,,5.0,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,3.0,1.0,,,,,,,,2.0,,,,,,,,
10411608,home,Udinese,Tolgay Arslan,tolgay-arslan,T. Arslan,F,30,180,393,M,71203,EUR,650764800,M,5,5,False,28.0,25.0,3.0,2.0,8.0,8.0,27.0,1.0,62.0,47.0,7.3,11.0,0.2005,0.0236,0.542437,2,,,,19.0,7.0,2.0,,1.0,2.0,5.0,1.0,,,,,,,1.0,3.0,1.0,,2.0,3.0,3.0,,,1.0,,,,1.0,,,,,,,
10411608,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,M,13,13,False,47.0,41.0,1.0,1.0,10.0,10.0,39.0,4.0,82.0,71.0,7.4,16.0,0.0298,0.0,0.382321,1,,,,32.0,2.0,1.0,1.0,,7.0,7.0,,1.0,,,,4.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,1.0,,,,,,,,udogiethree,1.0,,,,,
10411608,home,Udinese,Beto,beto,Beto,F,9,194,3398,M,987489,EUR,886204800,F,9,9,False,11.0,9.0,,,2.0,2.0,10.0,,81.0,27.0,6.4,10.0,0.6826,0.0,0.00944949,4,,,,7.0,1.0,,,2.0,3.0,5.0,3.0,1.0,,,,1.0,1.0,4.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,1.0,,,,
10411608,home,Udinese,Isaac Success,isaac-success,S. Isaac,F,29,182,366,M,359640,EUR,820972800,F,7,7,False,33.0,23.0,4.0,3.0,3.0,4.0,30.0,2.0,90.0,49.0,6.9,16.0,0.1659,0.0,0.249267,2,,Isaac,Success,20.0,1.0,,,1.0,5.0,7.0,2.0,,,,,1.0,,2.0,1.0,5.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,
10411608,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,True,15.0,13.0,4.0,3.0,4.0,4.0,12.0,2.0,28.0,19.0,6.5,4.0,0.0337,0.0,0.0106939,1,,,,9.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,lakisamar10,,,,,,
10411608,home,Udinese,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,M,6,6,True,5.0,3.0,,,1.0,1.0,5.0,1.0,18.0,9.0,6.5,4.0,0.0,0.0,0.00214464,0,,,,2.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10411608,home,Udinese,Ilija Nestorovski,ilija-nestorovski,I. Nestorovski,F,90,182,255,M,55314,EUR,637200000,F,30,30,True,1.0,1.0,,,1.0,1.0,,,9.0,1.0,6.5,,0.0,0.0,1.454e-05,0,,Ilija,Nestorovski,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
10411608,home,Udinese,Festy Ebosele,festy-ebosele,F. Ebosele,D,36,180,593,M,983059,EUR,1028246400,D,2,2,True,4.0,3.0,,,1.0,2.0,5.0,,8.0,13.0,6.7,6.0,0.0,0.0,0.0238186,0,,,,3.0,3.0,1.0,,2.0,1.0,4.0,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,
10411608,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,D,19,19,True,4.0,3.0,,,1.0,1.0,4.0,,8.0,7.0,6.7,3.0,0.0,0.0,0.0012114,0,,,,2.0,1.0,,,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
10411608,home,Udinese,Daniele Padelli,daniele-padelli,D. Padelli,G,93,191,196,M,2899,EUR,499046400,G,20,20,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
