match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_interceptionWon,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_accurateCross,stat_fouls,stat_blockedScoringAttempt,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside,captain,stat_errorLeadToAShot,stat_goodHighClaim,stat_hitWoodwork
11352441,home,Sheffield United,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188,1008,M,367228,EUR,833846400,F,9,9,False,16.0,11.0,,,3.0,3.0,8.0,13.0,12.0,,,1.0,,,,,78.0,37.0,6.6,12.0,0.0121708,4,,,7.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,,3.0,1.0917,0.77,3.0,,,,2.0,,2.0,,,,,,1.0,,True,,,
11352441,home,Sheffield United,Cameron Archer,,,cameron-archer,C. Archer,F,19,181,984,M,993451,EUR,1007856000,F,10,10,True,4.0,3.0,,,,,3.0,4.0,3.0,,,,,,,,22.0,7.0,6.5,3.0,0.380534,0,,,2.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,
11352441,home,Sheffield United,Andre Brooks,,,andre-brooks,A. Brooks,M,11,180,245,M,1396445,EUR,1061337600,M,35,35,True,14.0,10.0,,,2.0,4.0,8.0,10.0,4.0,1.0,,5.0,,,,,12.0,22.0,6.5,7.0,0.00639655,0,,,,,3.0,,,,,2.0,1.0,2.0,,,1.0,,,,1.0,,2.0,,,,,,,,,,,
11352441,home,Sheffield United,Oliver Norwood,,,oliver-norwood,O. Norwood,M,26,180,223,M,100637,EUR,671414400,M,16,16,True,16.0,14.0,2.0,1.0,6.0,7.0,8.0,11.0,,,,,,,,,12.0,19.0,6.8,4.0,0.00898474,0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11352441,home,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,333,M,187861,EUR,663811200,G,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,home,Sheffield United,Mason Holgate,,,mason-holgate,M. Holgate,D,3,187,413,M,781544,EUR,845942400,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,home,Sheffield United,Yasser Larouci,Yasser,Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,927360,EUR,978307200,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,larouci.yasseroff,,,,,,,,,
11352441,home,Sheffield United,Sam Curtis,Sam,Curtis,curtis-sam,S. Curtis,D,29,185,187,M,1133697,EUR,1133395200,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,home,Sheffield United,Anis Ben Slimane,,,anis-ben-slimane,A. B. Slimane,M,20,188,2662,M,1006147,EUR,984700800,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,home,Sheffield United,William Osula,,,osula-william,W. Osula,F,18,191,2934,M,1122603,EUR,1059955200,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,away,Burnley,Arijanet Murić,,,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,49,49,False,63.0,45.0,27.0,11.0,35.0,39.0,10.0,24.0,,,1.0,9.0,8.0,10.0,1.0,1.0,90.0,83.0,9.0,18.0,0.002104,0,1.9307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,
11352441,away,Burnley,Lorenz Assignon,,,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,20,20,False,28.0,23.0,2.0,1.0,10.0,13.0,14.0,17.0,5.0,2.0,5.0,7.0,,,,,90.0,59.0,8.7,12.0,0.276008,2,,2.0,1.0,1.0,3.0,1.0,1.0,,2.0,1.0,,3.0,0.1902,0.6739,1.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,
11352441,away,Burnley,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,2,2,False,69.0,57.0,10.0,3.0,37.0,41.0,20.0,28.0,1.0,1.0,6.0,5.0,,,,,90.0,81.0,6.7,12.0,0.0161959,0,,,,2.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11352441,away,Burnley,Maxime Estève,Maxime Estève,,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,33,33,False,53.0,47.0,3.0,,40.0,40.0,7.0,13.0,5.0,1.0,1.0,3.0,,,,,90.0,64.0,6.6,8.0,0.00152628,0,,,1.0,3.0,6.0,,,,,2.0,1.0,,,,2.0,2.0,1.0,,2.0,,1.0,,,,,,,,,,,
11352441,away,Burnley,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183,248,M,166381,EUR,748224000,D,3,3,False,34.0,29.0,2.0,,11.0,13.0,20.0,27.0,2.0,,5.0,3.0,,,,,90.0,61.0,7.0,12.0,0.0699201,0,,6.0,2.0,,2.0,,,,,2.0,1.0,1.0,,,,,2.0,1.0,,2.0,,,,,,,,,,,,
11352441,away,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175,3591,M,914477,EUR,932688000,M,22,22,False,15.0,10.0,,,3.0,5.0,7.0,10.0,5.0,1.0,3.0,2.0,,,,,70.0,40.0,7.2,10.0,0.00794798,3,,,1.0,1.0,4.0,1.0,,1.0,1.0,2.0,1.0,2.0,0.125,0.2777,,,2.0,,1.0,,2.0,1.0,,1.0,,,,1.0,,,,
11352441,away,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,875,M,792122,EUR,828835200,M,24,24,False,62.0,56.0,5.0,2.0,27.0,29.0,30.0,34.0,2.0,,2.0,6.0,,,,,90.0,81.0,7.5,11.0,0.114177,0,,1.0,,,8.0,1.0,,,,4.0,2.0,4.0,,,,,2.0,1.0,4.0,1.0,1.0,,,1.0,,,,,True,,,
11352441,away,Burnley,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,70.0,63.0,3.0,3.0,31.0,34.0,32.0,36.0,5.0,2.0,1.0,10.0,,,,,90.0,82.0,7.5,9.0,0.210193,0,,,1.0,2.0,6.0,2.0,,,,4.0,2.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,
11352441,away,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,809276,EUR,906163200,M,34,34,False,22.0,21.0,1.0,1.0,5.0,5.0,17.0,19.0,5.0,,3.0,3.0,,,,,59.0,35.0,7.3,4.0,0.0499247,2,,2.0,3.0,,2.0,3.0,2.0,1.0,1.0,,,,0.2548,0.27,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,
11352441,away,Burnley,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,17,17,False,21.0,11.0,,,3.0,7.0,8.0,14.0,10.0,,4.0,,,,,,84.0,41.0,7.5,17.0,0.0118024,4,,,5.0,3.0,4.0,3.0,,1.0,3.0,1.0,1.0,4.0,0.6613,1.5874,,,,,,,3.0,,,,,1.0,,,,,,
11352441,away,Burnley,Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,F,47,47,False,21.0,19.0,,,11.0,12.0,9.0,10.0,5.0,,1.0,4.0,,,,,85.0,34.0,6.5,9.0,0.0476546,1,,1.0,1.0,,2.0,2.0,1.0,,,,,3.0,0.017,,3.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,
11352441,away,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,358394,EUR,819331200,M,8,8,True,22.0,16.0,1.0,,7.0,8.0,9.0,14.0,1.0,1.0,,4.0,,,,,31.0,25.0,6.7,6.0,0.0557714,1,,,,1.0,1.0,,,1.0,,,,,0.0808,,,,,,,,,,,,,,,,,,,
11352441,away,Burnley,Jóhann Guðmundsson,,,johann-gudmundsson,J. Guðmundsson,M,7,186,451,M,49805,EUR,656985600,M,7,7,True,13.0,11.0,,,6.0,6.0,5.0,7.0,3.0,,,1.0,,,,,20.0,23.0,7.2,6.0,0.0114138,3,,,,,1.0,1.0,,1.0,2.0,,,2.0,0.8472,1.092,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,1.0
11352441,away,Burnley,David Datro Fofana,,,david-datro-fofana,D. D. Fofana,F,15,181,7910,M,1090458,EUR,1040515200,F,23,23,True,4.0,3.0,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,15.0,4.0,6.5,1.0,0.00927474,0,,,1.0,,,,,,,,,,,,,,,,,,,,datro_9,,,,,,,,,
11352441,away,Burnley,Zeki Amdouni,,,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,990550,EUR,975888000,F,25,25,True,6.0,5.0,,,3.0,3.0,2.0,3.0,,,,1.0,,,,,14.0,9.0,6.6,2.0,0.00078445,0,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
11352441,away,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,980643,EUR,1034208000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,away,Burnley,Hjalmar Ekdal,,,hjalmar-ekdal,H. Ekdal,D,18,187,549,M,875360,EUR,908928000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,away,Burnley,Mike Trésor,,,mike-tresor,M. Trésor,M,31,175,1090,M,826183,EUR,927849600,F,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,away,Burnley,Manuel Benson,,,manuel-benson,M. Benson,M,14,166,3203,M,552632,EUR,859507200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352441,away,Burnley,Jay Rodriguez,,,jay-rodriguez,J. Rodriguez,F,16,185,305,M,26989,EUR,617673600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
