match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,captain,stat_aerialWon,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals
14429573,home,Al-Najma SC,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,28.0,16.0,19.0,8.0,0.0,11.0,17.0,5.0,11.0,2.0,11.0,3.0,5.0,1.0,1.0,1.0,90.0,43.0,8.3,12.0,0.00045738,1.2501,0,1.2553,0.0,0.04,-0.01,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429573,home,Al-Najma SC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800,D,24,24,False,26.0,19.0,1.0,,0.0,12.0,14.0,7.0,12.0,4.0,2.0,,,,,,87.0,46.0,6.3,12.0,0.00253766,,0,,0.07,-0.1,-0.16,,Abdullah Al-Hawsawi,,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14429573,home,Al-Najma SC,Nasser Al Haleel,nasser-al-haleel,N. A. Haleel,D,4,170.0,17,M,1549093,EUR,949795200,D,4,4,False,15.0,13.0,2.0,,0.0,9.0,9.0,4.0,6.0,5.0,1.0,,,,,,77.0,25.0,6.7,2.0,0.00177943,,0,,0.05,0.01,0.24,,Nasser Al Haleel,,3.0,2.0,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14429573,home,Al-Najma SC,Khalid Al-Shammari,khalid-al-shammari,K. Al-Shammari,D,6,181.0,12,,1914895,EUR,947116800,D,6,6,False,32.0,28.0,7.0,5.0,0.0,25.0,27.0,3.0,5.0,5.0,1.0,,,,,,90.0,44.0,6.9,4.0,0.00067599,,0,,-0.02,0.0,0.19,,Khalid Al-Shammari,,,2.0,,,,,1.0,1.0,,,,,,1.0,,True,1.0,,,,,,,,,,,,,,
14429573,home,Al-Najma SC,Vitor Vargas,vitor-vargas,V. Vargas,D,2,182.0,49,M,1473258,EUR,1078704000,D,2,2,False,24.0,18.0,4.0,2.0,0.0,14.0,17.0,4.0,7.0,2.0,1.0,,,,,,90.0,49.0,7.1,13.0,0.0855338,,1,,0.25,0.03,0.28,,,,3.0,5.0,1.0,,1.0,,4.0,3.0,4.0,1.0,,1.0,1.0,,,,,3.0,2.0,1.0,0.0304,1.0,-0.19,,,,,,,,
14429573,home,Al-Najma SC,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172.0,465,M,769163,EUR,904348800,M,98,98,False,31.0,24.0,1.0,1.0,0.0,16.0,19.0,8.0,12.0,,8.0,,,,,,90.0,47.0,6.4,14.0,0.0122594,,0,,-0.27,0.26,-0.07,,,,7.0,5.0,1.0,3.0,2.0,,,,1.0,5.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
14429573,home,Al-Najma SC,Deybi Flores,deybi-flores,D. Flores,M,,179.0,432,M,791600,EUR,834883200,M,20,20,False,39.0,30.0,5.0,4.0,0.0,22.0,27.0,8.0,12.0,2.0,8.0,,,,,,90.0,48.0,7.2,9.0,0.00911441,,0,,0.24,0.07,0.27,,,,2.0,4.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
14429573,home,Al-Najma SC,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,8,172.0,38,M,931838,EUR,917136000,M,8,8,False,29.0,21.0,2.0,,0.0,18.0,20.0,3.0,9.0,,5.0,,,,,,90.0,46.0,7.1,13.0,0.0671997,,0,,0.17,0.16,-0.04,,,,2.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,
14429573,home,Al-Najma SC,Ali Jasim,elaibi-ali-jasim,A. Jasim,M,14,182.0,8482,M,1066729,EUR,1074556800,M,14,14,False,6.0,6.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,,,,,,,,45.0,13.0,6.1,5.0,0.0007066,,0,,0.01,-0.1,-0.1,,Ali Jasim Elaibi,,6.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,ali_jasim.7,,,,,,,
14429573,home,Al-Najma SC,Lázaro,lazaro,Lázaro,F,7,181.0,1899,M,1002556,EUR,1015891200,F,7,7,False,28.0,22.0,6.0,4.0,0.0,8.0,12.0,14.0,16.0,,6.0,,,,,,90.0,44.0,6.3,16.0,0.0102583,,2,,0.11,-0.06,-0.08,,,,7.0,2.0,1.0,2.0,2.0,,,,5.0,1.0,,2.0,,,,,1.0,,,1.0,0.1153,,-0.21,,1.0,,,,,,
