match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_clearanceOffLine
14566937,home,Galatasaray,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4886,M,754330,EUR,828662400,G,1,1,False,40.0,31.0,12.0,4.0,0.0,31.0,34.0,6.0,1.0,11.0,1.0,3.0,4.0,90.0,53.0,6.8,9.0,0.00022678,24.3,5.39013,0.0,68.615776012294,13.0,25.305,8.4,0.4802,0,0.3527,0.05,-0.04,0.0,0.41,3.57,1.56,0.21,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566937,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182.0,8501,M,355088,EUR,864259200,D,7,7,False,61.0,53.0,3.0,,0.0,29.0,32.0,29.0,9.0,2.0,2.0,,,90.0,101.0,6.7,19.0,0.144383,32.148,10.33641,14.0,135.91604733997,18.0,114.66,18.165,,0,,0.12,-0.1,0.13,,3.07,5.06,1.24,0.63,0.33,,,rolandsallai,24.0,6.0,1.0,1.0,3.0,9.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,
14566937,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12299,M,566102,EUR,834537600,D,6,6,False,59.0,50.0,8.0,4.0,0.0,26.0,33.0,26.0,10.0,1.0,1.0,,,90.0,84.0,7.6,10.0,0.0413916,32.04,9.89238,9.0,128.18657643072,15.0,108.045,23.205,,2,,0.25,0.13,0.33,,3.17,4.76,1.3,0.47,0.2,,,DAVINSON,24.0,2.0,1.0,4.0,6.0,5.0,,,,,,4.0,2.0,1.0,3.0,2.0,,1.0,1.0,1.0,2.0,0.5784,-0.26,,,,,,,,,,
14566937,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185.0,6104,M,178963,EUR,778896000,D,42,42,False,79.0,65.0,11.0,3.0,0.0,42.0,46.0,33.0,6.0,2.0,,,,90.0,95.0,7.1,15.0,0.121887,31.788,9.5571,6.0,142.38882523357,15.0,106.575,23.835,,1,,0.32,0.06,-0.11,,3.26,4.68,0.99,0.46,0.16,,,abdulkerimbard1,23.0,1.0,1.0,,2.0,1.0,,,1.0,,,6.0,,,4.0,1.0,,1.0,2.0,,,0.1761,-0.49,1.0,,,,,,,,,
14566937,home,Galatasaray,Ismail Jakobs,ismail-jakobs,I. Jakobs,D,4,184.0,7106,M,897291,EUR,934848000,D,4,4,False,32.0,27.0,2.0,,0.0,15.0,19.0,13.0,3.0,4.0,1.0,,,53.0,53.0,7.0,10.0,0.0120425,31.752,5.73921,9.0,79.279216031083,9.0,61.95,17.325,,0,,0.01,0.05,0.15,,1.72,2.66,0.76,0.43,0.17,,,ismaijakobs,12.0,2.0,,,,1.0,,1.0,,,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
14566937,home,Galatasaray,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180.0,50691,M,45853,EUR,656726400,M,20,20,False,60.0,53.0,2.0,2.0,0.0,25.0,30.0,30.0,2.0,2.0,1.0,,,90.0,74.0,6.3,14.0,0.0466203,28.728,10.52278,2.0,127.36987601348,17.0,50.925,18.585,,0,,0.12,0.07,-0.07,,2.92,5.5,1.63,0.4,0.07,,,IGunny,28.0,,,,,6.0,,2.0,4.0,1.0,,1.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,
14566937,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168.0,8760,M,754794,EUR,823996800,M,34,34,False,87.0,77.0,12.0,9.0,0.0,37.0,39.0,48.0,7.0,6.0,3.0,,,90.0,104.0,7.3,14.0,0.126289,29.088,10.9084,6.0,173.43837000393,21.0,56.385,14.175,,1,,0.38,0.14,-0.11,,2.95,5.95,1.45,0.45,0.1,,,ltorreira34,40.0,,,,1.0,4.0,,3.0,1.0,,,1.0,,,3.0,1.0,,,,,1.0,0.0277,0.01,,1.0,,,,,,,,
14566937,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178.0,11687,M,913593,EUR,930355200,M,8,8,False,36.0,32.0,4.0,3.0,0.0,17.0,18.0,18.0,6.0,3.0,1.0,,,90.0,68.0,7.2,15.0,0.37425,29.268,11.4983,7.0,88.329314506772,10.0,12.39,13.86,,4,,0.44,0.0,0.14,,2.88,5.61,2.12,0.76,0.13,,,gabrielsara,15.0,9.0,3.0,,,7.0,1.0,2.0,6.0,3.0,,3.0,,,2.0,2.0,,1.0,3.0,,3.0,0.0946,-0.41,1.0,,1.0,0.0313,,,,,,
14566937,home,Galatasaray,Leroy Sané,leroy-sane,L. Sané,M,10,184.0,41260,M,293519,EUR,821318400,F,10,10,False,41.0,34.0,2.0,1.0,0.0,11.0,11.0,30.0,9.0,8.0,,,,90.0,71.0,7.2,20.0,0.073431,31.968,9.47186,12.0,169.74830626855,16.0,54.915,21.0,,1,,0.31,0.12,-0.07,,3.38,3.84,1.36,0.6,0.29,,,LeroySane,23.0,2.0,,1.0,,11.0,1.0,2.0,15.0,8.0,,,,1.0,1.0,1.0,2.0,,2.0,,,0.03,-0.14,,,,,1.0,,,,,
14566937,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181.0,38623,M,233114,EUR,730080000,F,9,9,False,8.0,6.0,1.0,,0.0,3.0,3.0,5.0,1.0,,,,,90.0,18.0,6.3,4.0,0.00238871,28.044,8.59944,2.0,4.2425144666813,1.0,-3.465,-3.465,,3,,-0.12,0.15,0.18,,3.64,3.82,0.89,0.21,0.04,,,MauroIcardi,3.0,,,4.0,1.0,4.0,,,,,,2.0,,,,,1.0,,,,2.0,0.2162,-0.51,,,,,1.0,True,,,,
