match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,captain,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals
10389850,home,Ajaccio,Benjamin Leroy,,,benjamin-leroy,B. Leroy,G,16,184.0,45,M,80392,EUR,607910400,G,1,1,False,22.0,16.0,14.0,9.0,8.0,10.0,8.0,12.0,1.0,1.0,6.0,1.0,2.0,3.0,2.0,2.0,90.0,30.0,6.2,6.0,0.0,0.0,0.00177669,0,0.1201,,,,,,,,,,,,,,,,,,,,,,,,,,
10389850,home,Ajaccio,Mohamed Youssouf,,,mohamed-youssouf,M. Youssouf,D,20,168.0,49,M,38081,EUR,575337600,D,20,20,False,35.0,21.0,2.0,,13.0,20.0,8.0,19.0,,3.0,8.0,,,,,,90.0,72.0,6.5,22.0,0.0,0.0,0.0046447,0,,4.0,3.0,2.0,8.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10389850,home,Ajaccio,Clement Vidal,,,clement-vidal,C. Vidal,D,5,181.0,43,M,940993,EUR,961286400,D,15,15,False,32.0,23.0,5.0,3.0,14.0,18.0,9.0,14.0,1.0,,5.0,,,,,,79.0,41.0,6.3,11.0,0.0,0.0,0.00527559,0,,,,2.0,4.0,6.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
10389850,home,Ajaccio,Cedric Avinel,,,cedric-avinel,C. Avinel,D,,183.0,14,M,23568,EUR,526780800,D,21,21,False,46.0,40.0,3.0,1.0,31.0,34.0,9.0,12.0,2.0,,7.0,,,,,,90.0,51.0,6.5,6.0,0.0,0.0,0.0169408,0,,,1.0,5.0,2.0,5.0,,,,,,,,,,1.0,,,,,,,,,,,
10389850,home,Ajaccio,Ismaël Diallo,,,ismael-diallo,I. Diallo,D,5,177.0,979,M,359208,EUR,854496000,D,3,3,False,44.0,33.0,6.0,2.0,18.0,22.0,15.0,24.0,2.0,2.0,9.0,,,,,,90.0,65.0,7.0,15.0,0.0,0.0,0.0145496,0,,2.0,,2.0,1.0,5.0,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,
10389850,home,Ajaccio,Cyrille Bayala,,,cyrille-bayala,C. Bayala,F,,181.0,606,M,785876,EUR,832896000,M,14,14,False,27.0,12.0,2.0,,5.0,7.0,7.0,21.0,,,7.0,,,,,,71.0,54.0,5.7,29.0,0.0,0.0,0.00353754,0,,1.0,4.0,2.0,14.0,8.0,2.0,5.0,4.0,1.0,,5.0,3.0,3.0,,,,,,,,,,,,,
10389850,home,Ajaccio,Mickaël Barreto,,,mickael-barreto,M. Barreto,M,4,174.0,23,M,143904,EUR,664156800,M,4,4,False,57.0,43.0,15.0,7.0,23.0,24.0,22.0,40.0,4.0,4.0,8.0,,,,,,90.0,89.0,6.9,24.0,0.0214,0.0,0.0399023,1,,7.0,,1.0,7.0,7.0,2.0,1.0,3.0,1.0,,5.0,4.0,2.0,,2.0,2.0,1.0,,,,,,,,,
10389850,home,Ajaccio,Mathieu Coutadeur,,,mathieu-coutadeur,M. Coutadeur,M,,170.0,9,M,16655,EUR,511660800,M,6,6,False,69.0,53.0,9.0,6.0,21.0,25.0,32.0,44.0,,1.0,12.0,,,,,,90.0,80.0,7.2,19.0,0.0,0.0,0.0129413,0,,,,1.0,,7.0,,,,,,4.0,2.0,3.0,2.0,,,,True,,,,,,,,
10389850,home,Ajaccio,Youcef Belaïli,,,youcef-belaili,Y. Belaïli,M,11,178.0,24608,M,901827,EUR,700531200,M,10,10,False,27.0,18.0,2.0,1.0,7.0,8.0,11.0,20.0,,1.0,9.0,,,,,,78.0,52.0,6.1,20.0,0.0548,0.1072,0.00817255,3,,1.0,1.0,1.0,12.0,7.0,2.0,4.0,8.0,4.0,,,,2.0,2.0,2.0,,,,belaili_youcef,2.0,1.0,,,,,
10389850,home,Ajaccio,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181.0,188,M,960007,EUR,918604800,F,7,7,False,20.0,10.0,,,5.0,6.0,5.0,14.0,,,1.0,,,,,,90.0,41.0,6.7,15.0,0.0475,0.0,0.0058205,2,,,10.0,7.0,15.0,13.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,5.0,2.0,,2.0,,,,,1.0,,,,
10389850,home,Ajaccio,Moussa Djitté,,,moussa-djitte,M. Djitté,F,2,180.0,133,M,939662,EUR,938995200,F,28,28,False,11.0,7.0,,,2.0,2.0,5.0,9.0,,,3.0,,,,,,54.0,20.0,6.5,10.0,0.0,0.0,0.0099568,0,,,2.0,2.0,4.0,3.0,,,2.0,,,,,4.0,1.0,,,,,,,,1.0,,,,
10389850,home,Ajaccio,Riad Nouri,,,riad-nouri,R. Nouri,M,,178.0,36,M,74061,EUR,486950400,M,5,5,True,9.0,6.0,2.0,1.0,1.0,1.0,5.0,8.0,,,2.0,,,,,,36.0,13.0,6.5,5.0,0.0,0.0,0.00228668,0,,,,,1.0,1.0,,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,
10389850,home,Ajaccio,Kevin Spadanuda,,,spadanuda-kevin,K. Spadanuda,M,7,177.0,69,M,993155,EUR,853372800,M,27,27,True,8.0,8.0,,,2.0,2.0,6.0,6.0,,,1.0,,,,,,19.0,15.0,6.7,3.0,0.0,0.0,0.0843135,0,,,1.0,,3.0,4.0,,2.0,,,,2.0,2.0,1.0,2.0,,,,,,,,2.0,,,,
10389850,home,Ajaccio,Moussa Soumano,Moussa Soumano,,soumano-moussa,M. Soumano,F,9,185.0,184,M,1461935,EUR,1120953600,F,34,34,True,3.0,1.0,,,,,1.0,3.0,,,1.0,,,,,,12.0,6.0,6.7,3.0,0.0573,0.0,0.00243615,1,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,
10389850,home,Ajaccio,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,21,186.0,314,M,842744,EUR,888364800,D,25,25,True,13.0,4.0,6.0,2.0,3.0,7.0,1.0,6.0,,,,,,,,,11.0,16.0,6.5,10.0,0.0,0.0,0.00035953,0,,,1.0,1.0,2.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
10389850,home,Ajaccio,Francois-Joseph Sollacaro,,,francois-joseph-sollacaro,F. Sollacaro,G,,181.0,23,M,556980,EUR,764208000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389850,home,Ajaccio,Fernand Mayembo,,,fernand-mayembo,F. Mayembo,D,5,184.0,73,M,857267,EUR,821145600,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389850,home,Ajaccio,Anthony Khelifa,Anthony,Khelifa,khelifa-anthony,A. Khelifa,D,3,,203,M,1459147,EUR,1127174400,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389850,home,Ajaccio,Florian Chabrolle,,,chabrolle-florian,F. Chabrolle,M,,171.0,32,,941170,EUR,891820800,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389850,home,Ajaccio,Ruan Potó,,,ruan-poto,R. Potó,F,,177.0,15,M,981637,EUR,916790400,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389850,away,Montpellier,Benjamin Lecomte,,,benjamin-lecomte,B. Lecomte,G,23,186.0,336,M,123207,EUR,672624000,G,40,40,False,28.0,12.0,21.0,5.0,9.0,13.0,3.0,15.0,1.0,,7.0,,,1.0,2.0,2.0,90.0,33.0,7.2,16.0,0.0,0.0,0.00052042,0,0.1072,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
