match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,captain,stat_dispossessed,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAGoal,stat_hitWoodwork
14572786,home,SK Sturm Graz,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190.0,517,M,860306,EUR,922060800,G,1,1,False,23.0,12.0,16.0,5.0,0.0,8.0,13.0,4.0,10.0,1.0,2.0,6.0,1.0,8.0,10.0,1.0,90.0,39.0,10.0,12.0,0.00199267,2.242,0,1.8409,0.06,0.01,0.14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572786,home,SK Sturm Graz,Tim Oermann,tim-oermann,T. Oermann,D,15,187.0,293,M,1138778,EUR,1065398400,D,5,5,False,26.0,19.0,3.0,1.0,0.0,10.0,11.0,9.0,15.0,4.0,2.0,2.0,,,,,73.0,48.0,6.3,11.0,0.00707046,,1,,0.1,-0.51,-0.25,,2.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0641,0.03,,,,,,,,,,,,,,,,,,
14572786,home,SK Sturm Graz,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187.0,219,M,924690,EUR,977702400,D,47,47,False,24.0,21.0,3.0,1.0,0.0,14.0,14.0,7.0,10.0,6.0,7.0,5.0,4.0,,,,90.0,37.0,7.2,3.0,0.0024401,,0,,0.04,0.09,0.3,,,,,2.0,1.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
14572786,home,SK Sturm Graz,Dimitri Lavalėe,dimitri-lavalee,D. Lavalėe,D,24,187.0,148,M,857458,EUR,853113600,D,24,24,False,35.0,25.0,11.0,3.0,0.0,11.0,12.0,14.0,23.0,3.0,8.0,1.0,1.0,,,,90.0,48.0,6.6,11.0,0.00318478,,0,,0.23,0.02,-0.12,,,,1.0,2.0,,,,,,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,
14572786,home,SK Sturm Graz,Emir Karić,emir-karic,E. Karić,D,17,186.0,635,M,796032,EUR,865814400,D,17,17,False,27.0,19.0,3.0,,0.0,10.0,12.0,9.0,15.0,3.0,4.0,3.0,,,,,90.0,60.0,6.5,18.0,0.052897,,0,,0.28,0.03,-0.19,,4.0,1.0,3.0,5.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,
14572786,home,SK Sturm Graz,Jon Gorenc Stanković,jon-gorenc-stankovic,J. G. Stanković,M,4,190.0,338,M,280565,EUR,821577600,M,4,4,False,21.0,17.0,3.0,1.0,0.0,5.0,5.0,12.0,16.0,5.0,11.0,5.0,1.0,,,,90.0,43.0,6.7,8.0,0.0106692,,0,,0.09,0.0,0.22,,,,1.0,8.0,3.0,,,,3.0,1.0,3.0,3.0,,,,,1.0,,,,True,1.0,,,,,,,,,,
14572786,home,SK Sturm Graz,Tochi Chukwuani,tochi-chukwuani,T. P. Chukwuani,M,42,187.0,598,M,994007,EUR,1048464000,M,21,21,False,36.0,25.0,2.0,,0.0,11.0,14.0,14.0,22.0,8.0,1.0,11.0,4.0,,,,90.0,60.0,6.7,19.0,0.0125674,,0,,0.16,0.05,-0.13,,2.0,,1.0,6.0,,3.0,1.0,,2.0,1.0,2.0,1.0,,,,,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,
14572786,home,SK Sturm Graz,Tomi Horvat,tomi-horvat,T. Horvat,M,14,176.0,562,M,906698,EUR,922233600,M,19,19,False,29.0,24.0,1.0,1.0,1.0,11.0,14.0,13.0,15.0,4.0,,3.0,,,,,83.0,51.0,7.7,9.0,0.0380815,,8,,-0.2,0.28,-0.15,,4.0,1.0,1.0,5.0,1.0,,,4.0,4.0,1.0,1.0,3.0,0.6761,0.45,,,,,,3.0,,,,,1.0,4.0,1.0,0.9549,,,,
14572786,home,SK Sturm Graz,Otar Kiteishvili,otar-kiteishvili,O. Kiteishvili,M,10,170.0,2313,M,797994,EUR,827798400,M,10,10,False,41.0,31.0,2.0,2.0,0.0,8.0,9.0,23.0,32.0,3.0,1.0,3.0,2.0,,,,73.0,51.0,8.4,11.0,0.0795545,,3,,0.4,0.29,0.15,,,,1.0,1.0,,,,1.0,,,1.0,,0.4043,0.53,,,1.0,,,1.0,,,,,1.0,2.0,1.0,0.3281,,,,
14572786,home,SK Sturm Graz,Belmin Beganović,belmin-beganovic,B. Beganović,F,26,183.0,189,M,1212322,EUR,1094688000,M,26,26,False,15.0,11.0,,,0.0,3.0,5.0,8.0,10.0,2.0,,3.0,,,,,59.0,22.0,5.9,5.0,0.00160165,,2,,-0.22,0.07,-0.11,,,,2.0,6.0,1.0,1.0,1.0,,,,,3.0,0.1788,-0.54,Belmin Beganovic,,1.0,,,,,1.0,,,,1.0,,0.1376,1.0,1.0,,
14572786,home,SK Sturm Graz,Maurice Malone,maurice-malone,M. Malone,F,77,184.0,302,M,877845,EUR,966470400,F,77,77,False,17.0,12.0,,,1.0,4.0,4.0,8.0,13.0,2.0,,2.0,,,,,73.0,28.0,6.6,9.0,0.205323,,1,,0.31,-0.51,0.13,,,,3.0,8.0,,3.0,1.0,1.0,,,1.0,2.0,0.0132,-0.05,,,1.0,,,3.0,,1.0,,,,,,,,,,
14572786,home,SK Sturm Graz,Jacob Hödl,jacob-hodl,J. Hödl,M,43,175.0,168,M,1488043,EUR,1170201600,M,43,43,True,8.0,8.0,,,0.0,1.0,1.0,7.0,7.0,1.0,,2.0,,,,,31.0,13.0,7.2,1.0,0.0681651,,0,,0.44,0.26,0.17,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,1.0,,,,,,,
