match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,stat_clearanceOffLine,stat_unsuccessfulTouch,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal,stat_lastManTackle
11396200,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,True,50.0,45.0,11.0,6.0,43.0,48.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,90.0,58.0,7.0,7.0,0.00031356,0,-0.5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396200,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,,254119,EUR,801532800,D,17,17,False,,33.0,25.0,1.0,1.0,20.0,26.0,5.0,7.0,,4.0,2.0,2.0,,,,63.0,53.0,6.8,9.0,0.00453361,0,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396200,home,Borussia Dortmund,Antonios Papadopoulos,antonios-papadopoulos,A. Papadopoulos,D,6,185,286,M,,888954,EUR,936921600,D,47,47,False,,64.0,50.0,6.0,1.0,47.0,53.0,3.0,11.0,5.0,8.0,3.0,3.0,,,,90.0,75.0,7.0,15.0,0.0012394,0,,4.0,5.0,2.0,3.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396200,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,NiklasSule,168937,EUR,810086400,D,25,25,False,,79.0,76.0,11.0,10.0,60.0,62.0,16.0,17.0,4.0,5.0,4.0,3.0,,,,90.0,92.0,7.6,3.0,0.00457526,0,,,,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396200,home,Borussia Dortmund,Mateu Morey,mateu-morey,M. Morey,D,2,171,595,M,,879543,EUR,951955200,D,2,2,False,,47.0,41.0,2.0,,30.0,36.0,11.0,11.0,2.0,5.0,,2.0,,,,63.0,61.0,7.3,9.0,0.00826451,0,,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11396200,home,Borussia Dortmund,Kjell Wätjen,kjell-watjen,K. Wätjen,M,8,183,951,M,,1428576,EUR,1140048000,M,38,38,False,,46.0,41.0,5.0,5.0,23.0,26.0,18.0,20.0,,4.0,2.0,8.0,,,,90.0,56.0,7.9,6.0,0.214928,0,,,3.0,1.0,2.0,2.0,1.0,,,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,
11396200,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,,907463,EUR,971136000,M,8,8,False,,41.0,37.0,3.0,3.0,23.0,25.0,14.0,16.0,,3.0,3.0,2.0,,,,73.0,59.0,7.7,8.0,0.0338706,2,,,2.0,1.0,,,1.0,,,,2.0,,2.0,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.2116,0.2692,,,,,,,,,
11396200,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,donyellmalen,803039,EUR,916704000,M,21,21,False,,22.0,18.0,1.0,1.0,6.0,8.0,12.0,14.0,,1.0,,6.0,,,,63.0,36.0,7.2,9.0,0.0787355,6,,,4.0,,,,1.0,,,,,,1.0,,1.0,,,,1.0,3.0,1.0,3.0,1.0,1.0831,1.3089,1.0,2.0,,,,,,,
11396200,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,Reus11,37092,EUR,612576000,M,11,11,False,,42.0,40.0,4.0,3.0,20.0,20.0,21.0,24.0,,3.0,,3.0,,,,66.0,55.0,8.7,7.0,0.362141,3,,1.0,4.0,,3.0,1.0,,,,1.0,,,3.0,2.0,1.0,,1.0,1.0,4.0,,,2.0,1.0,1.1928,1.4436,1.0,1.0,2.0,1.0,1.0,,,,
11396200,home,Borussia Dortmund,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23992,M,jbgittens,1140599,EUR,1091923200,M,43,43,False,,36.0,27.0,2.0,,14.0,17.0,14.0,21.0,,7.0,,5.0,,,,90.0,56.0,7.4,17.0,0.72908,2,,1.0,7.0,,3.0,2.0,2.0,,,1.0,,,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,,1.0,,0.0916,0.0217,,1.0,2.0,1.0,,,,,
11396200,home,Borussia Dortmund,Youssoufa Moukoko,youssoufa-moukoko,Y. Moukoko,F,9,179,11950,M,youssoufa_10,997006,EUR,1100908800,F,18,18,False,,11.0,10.0,1.0,1.0,1.0,2.0,9.0,9.0,1.0,3.0,1.0,3.0,,,,90.0,22.0,8.5,5.0,0.178528,3,,1.0,4.0,,,,1.0,,,1.0,,,2.0,,3.0,1.0,,,2.0,,1.0,2.0,2.0,1.5702,1.6038,,,,,,1.0,,,
11396200,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,True,,22.0,21.0,6.0,6.0,10.0,10.0,11.0,12.0,,4.0,,3.0,,,,27.0,31.0,7.4,1.0,0.0343434,2,,,1.0,1.0,2.0,,,,,1.0,,,,,2.0,2.0,,,1.0,,2.0,,,0.0668,,,,,,,,,,
11396200,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,,795005,EUR,884476800,M,6,6,True,,29.0,25.0,2.0,1.0,13.0,13.0,12.0,16.0,,1.0,,3.0,,,,27.0,32.0,6.8,4.0,0.00905908,0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
11396200,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,True,,13.0,10.0,,,1.0,1.0,9.0,13.0,,2.0,,2.0,,,,27.0,21.0,7.2,7.0,0.0277338,2,,,3.0,,,,,,,,,,,,4.0,2.0,1.0,,2.0,1.0,1.0,1.0,,0.1657,0.0609,,,1.0,,,,,,
11396200,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,True,,20.0,19.0,3.0,3.0,8.0,8.0,12.0,15.0,,,,1.0,,,,24.0,25.0,6.7,4.0,0.113258,0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,3.0,1.0,,,,,
