match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_wonTackle,stat_fouls,captain,stat_keyPass,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAGoal,stat_goodHighClaim,stat_hitWoodwork
12441770,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189,296,M,939460,EUR,925430400,G,99,99,False,30.0,25.0,8.0,3.0,0.0,24.0,27.0,1.0,3.0,2.0,9.0,5.0,5.0,1.0,1.0,90.0,44.0,7.7,5.0,0.00044403,0,1.0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441770,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192,131,M,1515525,EUR,1127347200,D,25,25,False,35.0,30.0,4.0,3.0,0.0,17.0,18.0,14.0,21.0,4.0,6.0,,,,,90.0,70.0,7.5,13.0,0.0290887,1,,4.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0466,,,,,,,,,,,,,,,,
12441770,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186,224,M,918420,EUR,994118400,D,12,12,False,64.0,57.0,2.0,1.0,0.0,35.0,36.0,22.0,28.0,5.0,4.0,,,,,90.0,77.0,7.2,7.0,0.0329051,1,,,,3.0,7.0,7.0,,,,1.0,1.0,,3.0,,1.0,0.0931,6.0,2.0,1.0,,,,,,,,,,,,,
12441770,home,NAC Breda,Jan Van den Bergh,,,jan-van-den-bergh,J. Van den Bergh,D,52,189,155,M,929498,EUR,781056000,D,5,5,False,90.0,76.0,10.0,8.0,0.0,45.0,46.0,31.0,44.0,3.0,8.0,,,,,90.0,107.0,7.7,18.0,0.144265,0,,,,5.0,3.0,10.0,,,,,,1.0,5.0,2.0,,,2.0,1.0,1.0,True,1.0,,,,,,,,,,,
12441770,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185,120,M,858242,EUR,929923200,D,4,4,False,41.0,37.0,2.0,1.0,0.0,8.0,10.0,30.0,36.0,3.0,3.0,,,,,90.0,65.0,7.5,11.0,0.900997,0,,5.0,1.0,2.0,2.0,5.0,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,2.0,1.0,,,,,,,,,,
12441770,home,NAC Breda,Kamal Sowah,,,kamal-sowah,K. Sowah,M,14,179,840,M,927440,EUR,947376000,M,55,55,False,35.0,33.0,,,0.0,4.0,4.0,29.0,32.0,1.0,5.0,,,,,90.0,48.0,6.9,6.0,0.0766838,3,,1.0,,,5.0,2.0,1.0,,,1.0,,,2.0,2.0,,0.9522,2.0,1.0,1.0,,2.0,,1.0,1.0,2.0,,,,,,,
12441770,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178,164,M,1096511,EUR,974592000,M,16,16,False,29.0,29.0,1.0,1.0,0.0,12.0,12.0,17.0,17.0,1.0,6.0,,,,,90.0,39.0,6.8,1.0,0.0235233,0,,,,,3.0,5.0,,1.0,1.0,,,2.0,4.0,1.0,,,,1.0,2.0,,,,1.0,,,,,,,,,
12441770,home,NAC Breda,Clint Leemans,Clint,Leemans,clint-franciscus-henricus-leemans,C. Leemans,M,8,187,91,M,336811,EUR,811123200,M,8,8,False,57.0,48.0,,,0.0,20.0,21.0,29.0,42.0,,7.0,,,,,75.0,72.0,6.7,18.0,0.0598838,1,,6.0,1.0,,6.0,,1.0,1.0,,,,1.0,,2.0,,0.0602,3.0,,,,1.0,,1.0,,,1.0,1.0,0.1413,,,,
12441770,home,NAC Breda,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,F,77,77,False,28.0,20.0,,,0.0,4.0,6.0,19.0,26.0,,3.0,,,,,86.0,47.0,7.5,17.0,0.335603,2,,4.0,3.0,1.0,4.0,5.0,1.0,3.0,1.0,,,,2.0,4.0,1.0,0.0998,1.0,2.0,,,3.0,,,,,2.0,,0.6145,,,,
12441770,home,NAC Breda,Elías Már Ómarsson,,,elias-mar-omarsson,E. Már Ómarsson,F,22,183,190,M,187031,EUR,790387200,F,10,10,False,15.0,12.0,,,0.0,3.0,4.0,9.0,11.0,,3.0,,,,,75.0,24.0,7.7,4.0,0.0548191,3,,,,1.0,2.0,3.0,,2.0,1.0,1.0,,,1.0,,,1.2298,,,1.0,,1.0,,,,,2.0,1.0,1.801,1.0,,,
12441770,home,NAC Breda,Dominik Janošek,,,dominik-janosek,D. Janošek,M,39,183,161,M,891420,EUR,897696000,F,39,39,False,67.0,62.0,6.0,6.0,0.0,15.0,16.0,47.0,53.0,,4.0,,,,,64.0,82.0,7.8,10.0,0.186359,4,,2.0,,1.0,3.0,4.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,0.2389,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,0.0993,,,,
12441770,home,NAC Breda,Saná Fernandes,,,sana-fernandes,S. Fernandes,F,77,165,364,M,1513787,EUR,1141948800,F,19,19,True,13.0,7.0,,,0.0,2.0,6.0,5.0,8.0,,2.0,,,,,26.0,25.0,6.7,12.0,0.0616627,1,,1.0,,2.0,7.0,5.0,3.0,2.0,1.0,1.0,,,,1.0,2.0,0.0269,,,1.0,,1.0,,2.0,,,,,,,,,
12441770,home,NAC Breda,Fredrik Jensen,Fredrik,Jensen,fredrik-jensen,F. Jensen,M,20,185,100,M,226762,EUR,737683200,M,20,20,True,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,1.0,1.0,,,,,15.0,15.0,6.7,2.0,0.00087804,0,,,,,2.0,2.0,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
12441770,home,NAC Breda,Sydney van Hooijdonk,Sydney,van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190,703,M,943595,EUR,949795200,F,29,29,True,5.0,2.0,,,0.0,,,2.0,5.0,,2.0,,,,,15.0,8.0,6.6,3.0,0.00203641,1,,,,,,1.0,,,,,,,,,1.0,0.141,,,,,,,,,1.0,,,,,,,
