match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon
11396477,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,41.0,21.0,27.0,7.0,14.0,15.0,7.0,26.0,1.0,15.0,2.0,2.0,2.0,2.0,3.0,1.0,90.0,52.0,7.9,20.0,0.0,0.0,0.00656663,0,1.5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,D,28,28,False,24.0,22.0,4.0,4.0,12.0,13.0,13.0,18.0,4.0,1.0,,,,,,,90.0,47.0,7.4,8.0,0.0,0.0,0.24383,0,,True,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,44.0,40.0,7.0,5.0,28.0,30.0,12.0,14.0,4.0,2.0,,,,,,,90.0,55.0,7.0,6.0,0.0,0.0,0.0763938,0,,,,,4.0,7.0,,,,1.0,1.0,,,,,3.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,61.0,52.0,8.0,1.0,46.0,48.0,6.0,13.0,2.0,6.0,,,,,,,90.0,72.0,6.3,11.0,0.0,0.0,0.00167082,0,,,,,2.0,5.0,,,,1.0,,1.0,,,,2.0,2.0,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,50.0,41.0,7.0,2.0,29.0,32.0,12.0,18.0,7.0,3.0,,,,,,,90.0,65.0,7.0,9.0,0.0975,0.3532,0.00978365,1,,,,,4.0,10.0,,,,,2.0,2.0,,,,2.0,7.0,,,,,1.0,3.0,1.0,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Jérôme Roussillon,jerome-roussillon,J. Roussillon,D,21,175,187,M,146500,EUR,726278400,D,26,26,False,21.0,15.0,1.0,,7.0,10.0,11.0,15.0,,4.0,,,,,,,66.0,44.0,7.0,13.0,0.0,0.0,0.145125,0,,,4.0,3.0,,1.0,,,,1.0,,,1.0,,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Aissa Laïdouni,aissa-laidouni,A. Laïdouni,M,93,182,3217,M,828077,EUR,850435200,M,20,20,False,32.0,25.0,5.0,1.0,17.0,18.0,9.0,15.0,,9.0,,,,,,,89.0,43.0,7.0,10.0,0.0,0.0,0.159459,0,,,1.0,1.0,5.0,7.0,,2.0,1.0,,,1.0,1.0,,,1.0,4.0,2.0,1.0,1.0,,,1.0,,1.0,,laids_93,,,,,,,,,,
11396477,home,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,33,33,False,32.0,18.0,2.0,1.0,11.0,12.0,7.0,20.0,,8.0,,,,,,,90.0,38.0,6.7,16.0,0.0,0.0,0.0042564,0,,,,,4.0,4.0,,,,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Brenden Aaronson,brenden-aaronson,B. Aaronson,M,11,178,2605,M,973431,EUR,972172800,M,7,7,False,17.0,11.0,1.0,,6.0,11.0,5.0,7.0,,1.0,,,,,,,76.0,25.0,6.2,9.0,0.0,0.0,0.00883556,0,,,1.0,,4.0,2.0,,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,David Datro Fofana,david-datro-fofana,D. D. Fofana,F,15,181,7869,M,1090458,EUR,1040515200,F,11,11,False,12.0,6.0,,,1.0,1.0,5.0,12.0,,3.0,,,,,,,66.0,28.0,6.7,13.0,0.3157,0.1329,0.00728813,5,,,1.0,,8.0,3.0,,4.0,,,,3.0,,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,datro_9,3.0,1.0,1.0,,,,,,,
11396477,home,1. FC Union Berlin,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,False,17.0,6.0,1.0,,1.0,3.0,5.0,14.0,1.0,,,,,,,,89.0,30.0,9.6,13.0,0.7422,1.5383,0.00631123,4,,,,,11.0,15.0,,,,,,3.0,,,,8.0,12.0,1.0,,,1.0,,4.0,3.0,,,,1.0,,,3.0,,,,,,
11396477,home,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,D,6,6,True,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,24.0,11.0,6.8,1.0,0.0,0.0,0.00022869,0,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
11396477,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,True,5.0,5.0,,,1.0,1.0,5.0,5.0,,1.0,,,,,,,24.0,8.0,7.0,1.0,0.0,0.0,0.413287,0,,,1.0,1.0,3.0,,,,,,,,1.0,,,3.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,
11396477,home,1. FC Union Berlin,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,M,32,32,True,7.0,4.0,2.0,1.0,3.0,5.0,1.0,2.0,,1.0,,,,,,,14.0,12.0,7.5,4.0,0.7587,0.3494,0.00053276,1,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,1.0,,,,,,
11396477,home,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,331,M,1198074,EUR,1091404800,M,36,36,True,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,1.0,5.0,,1.0,0.0,0.0,0.00045702,0,,,,,,,,,,,,,,Aljoscha Kemlein,,,,,,,,,,,,,,,,,,,,,,,
