match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_ownGoals
14109800,home,Galatasaray,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4886,M,754330,EUR,828662400,G,1,1,False,22.0,20.0,2.0,0.0,20.0,20.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,90.0,29.0,7.1,2.0,0.0002305,49.690651999465,8.0,42.953706890408,0.0,0.3591,0,0.4471,0.07,0.02,-0.07,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109800,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178.0,14707,M,980418,EUR,968803200,D,93,93,False,38.0,34.0,2.0,0.0,13.0,13.0,25.0,,2.0,1.0,4.0,,,,,74.0,58.0,5.9,12.0,0.0228226,65.490061578673,7.0,17.164224554168,1.0,,0,,-0.35,0.02,-0.16,,,,sacha_boey,2.0,21.0,3.0,1.0,6.0,2.0,3.0,1.0,1.0,2.0,2.0,18.913232835594,19.556617805745,1.0,,,,,,,,,,,,,,,,,,,
14109800,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12299,M,566102,EUR,834537600,D,6,6,False,38.0,35.0,2.0,0.0,22.0,23.0,15.0,,3.0,1.0,5.0,,,,,45.0,45.0,7.2,5.0,0.00994001,128.32827146307,20.0,56.871642398382,0.0,,0,,0.28,0.11,0.24,,,,DAVINSON,1.0,13.0,,,3.0,1.0,2.0,1.0,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
14109800,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185.0,6104,M,178963,EUR,778896000,D,42,42,False,43.0,40.0,4.0,0.0,25.0,26.0,17.0,,3.0,,5.0,,,,,58.0,49.0,7.1,5.0,0.00530062,105.4283648585,11.0,56.080878607982,0.0,,0,,0.11,0.1,0.16,,,,abdulkerimbard1,3.0,15.0,,,3.0,,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14109800,home,Galatasaray,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180.0,4102,M,981483,EUR,962928000,D,17,17,False,41.0,36.0,4.0,0.0,19.0,20.0,21.0,2.0,8.0,3.0,8.0,,,,,90.0,66.0,6.8,8.0,0.0268315,85.281419162221,9.0,34.733786096821,1.0,,0,,0.12,0.08,-0.15,,,,,3.0,17.0,,,7.0,1.0,2.0,,5.0,,3.0,15.298766053078,20.308063447803,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
14109800,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173.0,9047,M,857738,EUR,962928000,M,11,11,False,24.0,18.0,2.0,0.0,10.0,11.0,13.0,,2.0,,2.0,,,,,45.0,33.0,7.5,11.0,0.0323264,36.464662554558,4.0,20.34833410008,1.0,,1,,0.16,-0.02,-0.02,,,,yunusakgun17,1.0,8.0,,,3.0,1.0,2.0,,1.0,2.0,,13.718394244357,13.876992505583,,,,,,1.0,1.0,1.0,0.3507,0.8398,0.51,,,,,,,,,
14109800,home,Galatasaray,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180.0,50691,M,45853,EUR,656726400,M,20,20,False,89.0,82.0,5.0,0.0,29.0,30.0,59.0,,1.0,,1.0,,,,,90.0,95.0,7.3,8.0,0.325018,150.78488462806,23.0,67.010540685305,0.0,,0,,0.61,0.07,-0.03,,,,IGunny,4.0,53.0,,,1.0,,,,1.0,1.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,
14109800,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184.0,8827,M,307284,EUR,746841600,M,99,99,False,55.0,52.0,4.0,0.0,27.0,27.0,28.0,,1.0,1.0,6.0,,,,,90.0,61.0,6.8,4.0,0.0194575,92.170891824426,11.0,13.836550132971,1.0,,0,,0.31,0.01,0.13,,,,,2.0,25.0,,,1.0,,,,1.0,,,18.369296367216,18.773261011343,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
14109800,home,Galatasaray,Noa Lang,noa-lang,N. Lang,F,77,173.0,15611,M,875136,EUR,929577600,M,77,77,False,39.0,34.0,2.0,0.0,10.0,10.0,29.0,,2.0,,1.0,,,,,65.0,64.0,7.2,20.0,0.391482,210.30804891445,22.0,55.159079081867,5.0,,2,,0.65,0.21,-0.07,,,,noano,1.0,24.0,13.0,4.0,4.0,,4.0,1.0,,3.0,1.0,18.928532651622,86.06128049416,3.0,,,,,1.0,1.0,,0.0961,0.0166,-0.51,1.0,1.0,1.0,,,,,,
14109800,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186.0,229308,M,822471,EUR,914889600,F,45,45,False,12.0,11.0,,2.0,3.0,3.0,9.0,1.0,7.0,1.0,3.0,,,,,90.0,34.0,7.8,7.0,0.37404,117.40194869725,6.0,-15.172798447843,1.0,,6,,0.58,-0.25,0.21,,,,Osimhen9,,8.0,1.0,1.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,22.181443338018,23.964710388402,2.0,,2.0,1.0,,1.0,2.0,,0.6582,0.037,-0.65,,2.0,3.0,3.0,1.0,3.0,,,
