match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_dispossessed,player_firstName,stat_blockedScoringAttempt,player_lastName,stat_aerialLost,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAGoal,stat_outfielderBlock
12904464,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188.0,531,M,31867,EUR,650937600,G,23,23,False,True,30.0,25.0,8.0,4.0,0.0,25.0,27.0,3.0,5.0,4.0,4.0,90.0,37.0,6.4,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12904464,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165.0,4014,M,914691,EUR,970272000,D,2,2,False,,27.0,23.0,,,0.0,14.0,17.0,15.0,5.0,,,90.0,52.0,7.5,10.0,2,TariqLamptey,11.0,5.0,2.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,
12904464,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189.0,3187,M,962012,EUR,960422400,D,29,29,False,,54.0,47.0,8.0,4.0,0.0,32.0,35.0,19.0,1.0,,,68.0,59.0,6.7,8.0,1,,15.0,,,1.0,2.0,1.0,,,,,,,2.0,,,,1.0,,,2.0,2.0,1.0,,,,,,,,,,
12904464,home,Brighton & Hove Albion,Igor Júlio,igor-julio,I. Júlio,D,3,185.0,1332,M,842513,EUR,886809600,D,3,3,False,,66.0,64.0,6.0,5.0,0.0,47.0,48.0,18.0,2.0,,,90.0,69.0,6.7,2.0,0,,17.0,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,
12904464,home,Brighton & Hove Albion,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174.0,20994,M,825844,EUR,939254400,D,24,24,False,,9.0,8.0,,,0.0,5.0,5.0,4.0,,,,45.0,19.0,6.5,2.0,0,ferdikadioglu,3.0,,,,4.0,2.0,,,,,,2.0,,1.0,1.0,,,1.0,2.0,,2.0,,,,,,,,,,,
12904464,home,Brighton & Hove Albion,Jakub Moder,jakub-moder,J. Moder,M,7,191.0,7198,M,886242,EUR,923443200,M,15,15,False,,35.0,28.0,2.0,,0.0,18.0,20.0,18.0,5.0,,,68.0,52.0,6.9,14.0,1,kubamoder,10.0,3.0,,1.0,3.0,4.0,2.0,2.0,,,,,2.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,2.0,,,,,,,,,
12904464,home,Brighton & Hove Albion,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188.0,2173,M,959628,EUR,942710400,M,27,27,False,,46.0,40.0,3.0,2.0,0.0,28.0,32.0,14.0,5.0,,,90.0,65.0,7.6,7.0,1,,12.0,,,1.0,1.0,8.0,,,,1.0,,3.0,4.0,6.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12904464,home,Brighton & Hove Albion,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178.0,2923,M,1198075,EUR,1085961600,M,8,8,False,,20.0,14.0,3.0,3.0,0.0,2.0,5.0,18.0,2.0,,,75.0,46.0,7.2,14.0,3,,13.0,3.0,1.0,,3.0,11.0,6.0,4.0,,,,,,4.0,2.0,,3.0,3.0,1.0,1.0,,1.0,,Brajan Gruda,2.0,,,,,,,
12904464,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173.0,12987,M,973556,EUR,1074816000,M,10,10,False,,16.0,14.0,,,0.0,5.0,6.0,14.0,3.0,,,76.0,37.0,6.8,10.0,3,julioenciso.33,10.0,4.0,1.0,,5.0,3.0,2.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,2.0,3.0,,1.0,,1.0,,,,,
12904464,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175.0,54880,M,1110842,EUR,1009843200,M,11,11,False,,20.0,14.0,1.0,,0.0,2.0,4.0,17.0,3.0,,,90.0,44.0,8.0,15.0,4,simon.adingra,12.0,1.0,,,7.0,7.0,7.0,5.0,,3.0,1.0,1.0,,1.0,,,5.0,1.0,,2.0,3.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,
