match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_blockedScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_outfielderBlock
10411544,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,20.0,18.0,5.0,4.0,18.0,20.0,5.0,1.0,1.0,4.0,6.0,90.0,32.0,6.7,2.0,0.0,0.0,0.00016908,0,0.0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411544,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,37.0,27.0,5.0,2.0,18.0,21.0,6.0,,,,,74.0,49.0,5.9,11.0,0.0,0.0,0.0056864,0,,9.0,17.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10411544,home,Bologna,Kevin Bonifazi,kevin-bonifazi,K. Bonifazi,D,33,187,229,M,,365992,EUR,832464000,D,14,14,False,60.0,51.0,5.0,2.0,39.0,44.0,11.0,,,,,74.0,66.0,6.5,11.0,0.0,0.0,0.00312268,0,,12.0,16.0,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411544,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,63.0,54.0,2.0,1.0,39.0,43.0,6.0,,,,,90.0,74.0,6.7,10.0,0.0414,0.0,0.0141986,1,,15.0,20.0,,,1.0,6.0,,1.0,3.0,3.0,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10411544,home,Bologna,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,D,50,50,False,59.0,54.0,3.0,2.0,35.0,38.0,9.0,,,,,90.0,85.0,7.2,10.0,0.0698,0.0308,0.0670673,2,,19.0,21.0,,1.0,5.0,7.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
10411544,home,Bologna,Jerdy Schouten,jerdy-schouten,J. Schouten,M,22,185,1247,M,,844234,EUR,853027200,M,30,30,False,73.0,65.0,,,39.0,43.0,7.0,,,,,90.0,81.0,6.5,10.0,0.0,0.0,0.0150546,0,,26.0,30.0,,,2.0,3.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,
10411544,home,Bologna,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,,871765,EUR,898992000,M,8,8,False,55.0,50.0,4.0,3.0,22.0,23.0,6.0,,,,,90.0,77.0,8.2,9.0,0.2209,0.0211,0.176625,3,,29.0,34.0,2.0,,4.0,10.0,2.0,,6.0,5.0,1.0,,,,,2.0,2.0,,5.0,,,1.0,1.0,,True,1.0,1.0,2.0,,,,
10411544,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,M,20,20,False,17.0,15.0,1.0,,7.0,7.0,2.0,,,,,60.0,22.0,6.5,5.0,0.1256,0.0,0.0471942,1,,8.0,11.0,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,,
10411544,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,M,19,19,False,52.0,44.0,1.0,,29.0,32.0,6.0,,,,,90.0,68.0,7.3,12.0,0.5447,0.1633,0.0280242,1,,15.0,20.0,,,6.0,8.0,2.0,1.0,4.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,1.0,,,,1.0,,,,,,1.0,,,
10411544,home,Bologna,Musa Barrow,musa-barrow,M. Barrow,F,99,183,3265,M,,916680,EUR,911001600,M,99,99,False,30.0,25.0,2.0,,11.0,13.0,4.0,,,,,61.0,39.0,6.5,9.0,0.0334,0.0,0.0798411,1,,15.0,19.0,2.0,1.0,4.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,
