match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_duelLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_fouls,stat_accurateCross,stat_dispossessed,stat_aerialLost,stat_challengeLost,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,stat_outfielderBlock,player_sofascoreId,stat_errorLeadToAGoal,stat_goodHighClaim
12528253,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192.0,577,M,798375,EUR,857001600,G,97,97,False,True,18.0,11.0,17.0,10.0,0.0,2.0,2.0,9.0,16.0,1.0,1.0,1.0,3.0,1.0,3.0,90.0,23.0,7.5,7.0,0.0155269,0,0.3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528253,home,Göztepe,Taha Altıkardeş,taha-altikardes,T. Altıkardeş,D,4,188.0,271,M,1101279,EUR,1061510400,D,4,4,False,,27.0,19.0,4.0,1.0,0.0,10.0,10.0,9.0,19.0,,2.0,3.0,2.0,,,90.0,36.0,7.7,11.0,0.00547914,1,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3189,0.9599,,,,,,,,,,,,,,,,,,,,
12528253,home,Göztepe,Héliton,heliton,Héliton,D,5,196.0,324,M,922725,EUR,816220800,D,5,5,False,,15.0,13.0,3.0,2.0,0.0,7.0,7.0,6.0,8.0,3.0,5.0,6.0,3.0,,,90.0,30.0,7.9,2.0,0.00572722,4,,,,,,,1.0,,,,0.3614,,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
12528253,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193.0,545,M,1122632,EUR,950313600,D,26,26,False,,21.0,14.0,5.0,2.0,0.0,9.0,13.0,5.0,8.0,1.0,2.0,6.0,1.0,,,90.0,36.0,7.4,8.0,0.00265304,2,,,,,,,,,1.0,1.0,0.341,,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12528253,home,Göztepe,Ogün Bayrak,ogun-bayrak,O. Bayrak,M,77,175.0,45,M,903999,EUR,907977600,M,77,77,False,,11.0,8.0,,,0.0,2.0,4.0,7.0,11.0,1.0,2.0,4.0,2.0,,,68.0,26.0,6.6,10.0,0.0273606,0,,,,4.0,,,1.0,,3.0,,,,,,,,1.0,4.0,,,3.0,1.0,1.0,,,,,,,,,
12528253,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180.0,461,M,1484438,EUR,1087776000,M,16,16,False,,37.0,29.0,4.0,3.0,0.0,11.0,15.0,19.0,23.0,2.0,7.0,2.0,9.0,,,90.0,58.0,6.4,14.0,0.0696652,0,,,,1.0,,,3.0,2.0,1.0,2.0,,,3.0,,,1.0,,9.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,
12528253,home,Göztepe,Isaac Solet,isaac-solet,I. Solet,M,94,184.0,178,M,1606478,EUR,992649600,M,94,94,False,,45.0,29.0,5.0,1.0,1.0,10.0,10.0,19.0,35.0,5.0,14.0,5.0,12.0,,,85.0,70.0,7.8,21.0,0.108853,0,,Isaac Solet,,,,,1.0,1.0,1.0,3.0,,,7.0,5.0,,2.0,1.0,7.0,1.0,,3.0,,1.0,,1.0,,,,,,,
12528253,home,Göztepe,Djalma,djalma-silva,Djalma,M,,180.0,97,M,973933,EUR,779932800,M,66,66,False,,23.0,17.0,4.0,3.0,0.0,10.0,10.0,7.0,17.0,1.0,6.0,2.0,5.0,,,90.0,50.0,7.0,18.0,0.0164708,3,,,,4.0,,,4.0,3.0,2.0,1.0,0.1063,,3.0,,2.0,,1.0,5.0,,,2.0,,1.0,,,,1.0,,,,,
12528253,home,Göztepe,David Tijanič,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,F,43,43,False,,26.0,23.0,1.0,,0.0,5.0,5.0,22.0,29.0,1.0,2.0,,9.0,,,85.0,44.0,7.6,10.0,0.206842,2,,,,8.0,2.0,,,,1.0,,0.0756,0.2293,2.0,1.0,,3.0,3.0,5.0,1.0,,1.0,4.0,1.0,1.0,1.0,,,1.0,,,,
12528253,home,Göztepe,Rômulo,romulo,Rômulo,F,40,193.0,3722,M,1133743,EUR,1013126400,F,79,79,False,,13.0,10.0,,,0.0,,,10.0,13.0,,1.0,,2.0,,,85.0,24.0,6.5,5.0,0.0163858,2,,Rômulo,,,1.0,,1.0,,1.0,,0.4113,0.2764,,,1.0,,,4.0,,1.0,1.0,,1.0,3.0,,,,,1.0,,,
