match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,captain,stat_hitWoodwork,stat_goals,stat_errorLeadToAShot,stat_goodHighClaim
11067468,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,21.0,19.0,6.0,5.0,16.0,17.0,3.0,4.0,2.0,1.0,4.0,90.0,27.0,7.0,2.0,0.0,0.0,0.00078289,0,-0.1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067468,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,14.0,13.0,4.0,3.0,8.0,9.0,5.0,5.0,,,,45.0,29.0,7.1,3.0,0.0,0.0,0.00108419,0,,Gabriel Xavier,1.0,1.0,3.0,7.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11067468,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,48.0,42.0,6.0,2.0,29.0,32.0,13.0,16.0,4.0,,,90.0,61.0,7.3,6.0,0.0115,0.0,0.00613139,1,,,,1.0,,4.0,,1.0,1.0,4.0,2.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,
11067468,home,Bahia,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,31,31,False,57.0,49.0,8.0,3.0,34.0,38.0,15.0,19.0,4.0,,,90.0,66.0,6.9,9.0,0.0202,0.0,0.00750934,1,,,1.0,2.0,2.0,4.0,,,,4.0,1.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
11067468,home,Bahia,Vítor Jacaré,vitor-jacare,Vítor Jacaré,M,99,178,394,M,1019652,EUR,940723200,M,29,29,False,42.0,32.0,9.0,7.0,13.0,18.0,21.0,30.0,9.0,,,90.0,78.0,7.5,21.0,0.1922,0.0,0.103978,4,,,1.0,1.0,7.0,6.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,,2.0,,6.0,2.0,1.0,1.0,2.0,,,,,,,,,
11067468,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,52.0,41.0,2.0,2.0,1.0,2.0,40.0,57.0,7.0,,,90.0,86.0,7.3,21.0,0.0685,0.0,0.176015,2,,,,,6.0,7.0,1.0,5.0,2.0,,2.0,3.0,1.0,,2.0,1.0,,2.0,,7.0,,,1.0,4.0,,,,,,,,,
11067468,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,M,16,16,False,35.0,30.0,3.0,1.0,11.0,14.0,19.0,21.0,5.0,,,90.0,54.0,7.2,9.0,0.1149,0.0249,0.0278278,2,,,,1.0,7.0,7.0,1.0,3.0,1.0,,3.0,5.0,2.0,2.0,,,1.0,4.0,,,,,1.0,2.0,1.0,,,,,,,,
11067468,home,Bahia,Ryan,ryan,Ryan,D,,177,222,M,1086990,EUR,1021334400,M,66,66,False,51.0,42.0,6.0,3.0,17.0,21.0,26.0,37.0,7.0,,,89.0,78.0,7.3,18.0,0.0,0.0,0.121827,0,,Ryan,1.0,,3.0,6.0,1.0,3.0,3.0,,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,,7.0,1.0,,,1.0,,,,,,,,,
11067468,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,F,7,7,False,23.0,18.0,1.0,,3.0,7.0,16.0,20.0,8.0,,,84.0,46.0,7.2,11.0,0.8105,0.7778,0.0796938,1,,,,,3.0,12.0,,4.0,4.0,,,3.0,2.0,1.0,5.0,,,1.0,,4.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,
11067468,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,22.0,17.0,,,5.0,6.0,14.0,18.0,2.0,,,90.0,38.0,8.1,10.0,0.5128,0.3153,0.349822,3,,,1.0,3.0,3.0,7.0,,3.0,3.0,,,,,4.0,1.0,1.0,,2.0,,2.0,2.0,,1.0,5.0,1.0,,,,True,1.0,1.0,,
