match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_goals,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,stat_shotOffTarget,stat_crossNotClaimed,player_sofascoreId,stat_hitWoodwork
14035926,home,RC Sporting Charleroi,Martin Delavallée,martin-delavalee,M. Delavallée,G,55,185,123,M,1141106,EUR,1079568000,G,55,55,False,26.0,13.0,20.0,7.0,0.0,6.0,8.0,7.0,18.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,39.0,7.1,13.0,0.00219866,0.2796,0,0.0815,0.07,0.0,0.34,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035926,home,RC Sporting Charleroi,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2107,M,1130602,EUR,826675200,D,3,3,False,18.0,14.0,1.0,1.0,0.0,3.0,4.0,11.0,14.0,8.0,6.0,7.0,1.0,,,,,90.0,56.0,7.5,21.0,0.0679646,,0,,0.18,0.34,0.51,,,,6.0,1.0,1.0,8.0,1.0,2.0,7.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
14035926,home,RC Sporting Charleroi,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186,1246,M,965265,EUR,947376000,D,4,4,False,28.0,24.0,5.0,4.0,0.0,16.0,16.0,8.0,12.0,5.0,4.0,1.0,1.0,,,,,90.0,45.0,8.2,5.0,0.0127678,,1,,0.23,0.01,0.86,,,,,1.0,,2.0,,1.0,,,,2.0,1.0,4.0,,,,True,1.0,1.0,2.0,0.1274,0.1566,0.2,,,,,,,,
14035926,home,RC Sporting Charleroi,Cheick Keita,cheick-keita,C. Keita,D,95,185,229,M,1407973,EUR,1049241600,D,95,95,False,28.0,27.0,2.0,1.0,0.0,21.0,21.0,6.0,7.0,3.0,6.0,4.0,,,,,,90.0,43.0,8.1,3.0,0.00137917,,1,,0.01,0.11,0.49,,Cheick Keita,,1.0,2.0,2.0,5.0,,,1.0,1.0,,1.0,1.0,,1.0,3.0,,,,1.0,,0.3834,0.9767,0.51,1.0,1.0,,,,,,
14035926,home,RC Sporting Charleroi,Mardochee Nzita,mardochee-nzita,M. Nzita,D,24,178,111,M,990726,EUR,951350400,D,24,24,False,29.0,22.0,5.0,1.0,0.0,16.0,18.0,6.0,11.0,4.0,6.0,2.0,4.0,,,,,90.0,63.0,7.5,16.0,0.156742,,0,,0.28,0.09,0.4,,,,7.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,1.0,,,,,
14035926,home,RC Sporting Charleroi,Yassine Titraoui,yassine-titraoui,Y. Titraoui,M,22,170,2454,M,1094538,EUR,1059177600,M,22,22,False,47.0,41.0,5.0,4.0,0.0,14.0,16.0,27.0,31.0,3.0,5.0,5.0,1.0,,,,,90.0,67.0,7.6,12.0,0.0536768,,1,,0.27,0.25,-0.04,,Yacine Titraoui,,1.0,,,6.0,3.0,,3.0,1.0,,,2.0,1.0,3.0,1.0,,,1.0,1.0,,0.2165,0.6308,0.32,,,,,,,,
14035926,home,RC Sporting Charleroi,Etienne Camara,etienne-camara,E. Camara,M,5,190,290,M,1097542,EUR,1048982400,M,5,5,False,34.0,27.0,3.0,2.0,0.0,15.0,18.0,12.0,16.0,5.0,5.0,6.0,1.0,,,,,90.0,45.0,7.4,8.0,0.00889836,,0,,0.04,0.05,0.58,,Etienne Camara,,,,4.0,2.0,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,
14035926,home,RC Sporting Charleroi,Patrick Pflücke,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,M,14,14,False,15.0,13.0,1.0,1.0,0.0,3.0,4.0,10.0,11.0,4.0,2.0,1.0,1.0,,,,,65.0,30.0,7.0,8.0,0.0483333,,1,,-0.01,0.17,-0.02,,,,4.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,1.0,0.0401,,-0.02,,,,1.0,,,,
14035926,home,RC Sporting Charleroi,Jakob Napoleon Romsaas,jakob-napoleon-romsaas,J. N. Romsaas,F,8,187,202,M,1198306,EUR,1084665600,M,8,8,False,16.0,11.0,2.0,1.0,0.0,3.0,4.0,8.0,12.0,6.0,2.0,4.0,,,,,,86.0,26.0,7.1,6.0,0.0118739,,1,,-0.01,0.24,0.28,,Jakob Napoleon Romsaas,,,,2.0,,,,1.0,1.0,,,1.0,3.0,1.0,,1.0,,,,2.0,0.066,,-0.11,,,,1.0,,,,
14035926,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169,1096,M,1030459,EUR,982800000,M,10,10,False,19.0,17.0,1.0,1.0,1.0,6.0,6.0,11.0,13.0,10.0,,6.0,6.0,,,,,86.0,51.0,7.7,15.0,0.112935,,2,,0.36,0.25,0.16,,,,5.0,1.0,,6.0,,1.0,7.0,4.0,1.0,,1.0,,4.0,1.0,1.0,,,,,0.1318,,-0.2,,,1.0,2.0,,,,
