match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_wonTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_totalContest,stat_wonContest,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_punches
10411437,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,25.0,20.0,11.0,6.0,15.0,15.0,5.0,10.0,2.0,2.0,10.0,1.0,2.0,2.0,90.0,36.0,7.4,6.0,0.0,0.0,0.00895348,79.567926964343,10.0,51.45,11.34,0,0.3687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411437,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,61.0,49.0,6.0,2.0,30.0,35.0,19.0,27.0,3.0,6.0,5.0,,,,90.0,86.0,7.4,14.0,0.0191,0.0,0.00885046,59.084017440312,9.0,21.735,11.655,1,,,,1.0,4.0,8.0,1.0,1.0,1.0,8.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
10411437,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,32.0,25.0,3.0,2.0,24.0,26.0,1.0,6.0,2.0,6.0,5.0,,,,65.0,46.0,7.3,7.0,0.0,0.0,0.0014174,32.788294158654,5.0,12.6,15.75,0,,,,,3.0,5.0,,,,5.0,3.0,4.0,2.0,2.0,16.098593851638,1.0,,,,,,,,,,,,,,,,,
10411437,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,13,13,False,75.0,64.0,12.0,5.0,39.0,42.0,25.0,35.0,1.0,5.0,8.0,,,,90.0,88.0,7.4,13.0,0.0,0.0,0.0266899,410.28417559753,36.0,342.405,27.93,0,,,,2.0,3.0,4.0,,,,2.0,,3.0,1.0,2.0,115.32407764988,5.0,True,1.0,1.0,1.0,,,,,,,,,,,,,
10411437,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,19,19,False,48.0,36.0,4.0,2.0,12.0,15.0,26.0,35.0,,3.0,7.0,,,,81.0,73.0,7.4,16.0,0.0669,0.0,0.211418,113.31666893585,10.0,33.18,16.8,1,,,,2.0,3.0,6.0,2.0,,,,,,,,,,,4.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,
10411437,home,Torino,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,10,10,False,58.0,52.0,5.0,4.0,28.0,29.0,24.0,32.0,1.0,2.0,5.0,,,,90.0,71.0,6.9,14.0,0.0,0.0,0.0425752,201.45581262085,25.0,83.79,19.53,0,,,,3.0,1.0,6.0,,2.0,,,2.0,1.0,3.0,,46.394753699579,2.0,,,,2.0,,,1.0,2.0,,,,,,,,,
10411437,home,Torino,Emirhan İlkhan,emirhan-ilkhan,E. İlkhan,M,6,175,995,M,1142612,EUR,1086048000,M,14,14,False,32.0,26.0,7.0,5.0,10.0,12.0,16.0,20.0,1.0,2.0,3.0,,,,64.0,42.0,6.7,8.0,0.0455,0.0,0.039949,83.133753720649,9.0,58.695,30.66,2,,,,,1.0,6.0,,2.0,,1.0,1.0,1.0,3.0,1.0,32.815118710741,1.0,,,,,,2.0,,,,,,,,,,,
10411437,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,27,27,False,44.0,38.0,3.0,,18.0,19.0,21.0,27.0,1.0,4.0,6.0,,,,90.0,66.0,7.1,12.0,0.4504,0.5708,0.280711,258.14747622711,23.0,160.02,29.4,2,,,,2.0,,4.0,,4.0,,,,,,,117.369807816,4.0,,2.0,2.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,
10411437,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,39.0,30.0,1.0,1.0,8.0,10.0,22.0,29.0,1.0,4.0,1.0,,,,90.0,54.0,7.1,16.0,0.1888,0.5356,0.158187,109.73702974335,14.0,61.74,21.42,2,,,,,2.0,7.0,,4.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,3.0,,,1.0,1.0,niksivlasic_,1.0,,,
10411437,home,Torino,Pietro Pellegri,pietro-pellegri,P. Pellegri,F,9,188,924,M,839226,EUR,984787200,F,11,11,False,10.0,8.0,1.0,,1.0,1.0,7.0,9.0,2.0,7.0,2.0,,,,81.0,29.0,6.4,11.0,0.1175,0.037,0.0132441,34.491924179138,5.0,19.425,9.555,2,,,,,1.0,9.0,1.0,6.0,1.0,,,,,,,,,2.0,1.0,,,,,2.0,,,1.0,4.0,,,2.0,,
