match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_wonContest,stat_keyPass,stat_fouls,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,player_sofascoreId,stat_totalOffside,captain,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11031190,home,Leicester City,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181.0,5656,M,855647,EUR,881625600,F,7,7,False,25.0,23.0,1.0,1.0,1.0,1.0,22.0,25.0,1.0,4.0,,1.0,,,,,90.0,40.0,7.6,7.0,2,1.0,4.0,8.0,2.0,,3.0,2.0,,,1.0,,,,1.0,2.0,2.0,5.0,1.0,,,,,,,,1.0,1.0,,,
11031190,home,Leicester City,Victor Kristiansen,,,kristiansen-victor,V. Kristiansen,D,16,181.0,1294,M,1092409,EUR,1039996800,D,16,16,True,21.0,20.0,3.0,2.0,10.0,10.0,10.0,12.0,,2.0,,2.0,,,,,33.0,31.0,6.8,3.0,0,1.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11031190,home,Leicester City,Kelechi Iheanacho,,,kelechi-iheanacho,K. Iheanacho,F,17,184.0,4854,M,359642,EUR,844300800,F,14,14,True,14.0,11.0,2.0,1.0,1.0,1.0,10.0,13.0,,4.0,,1.0,,,,,32.0,27.0,7.7,6.0,4,,,2.0,,1.0,4.0,2.0,,,,,,,,2.0,4.0,,1.0,,,2.0,,kelechi72,,,,,1.0,,
11031190,home,Leicester City,Timothy Castagne,,,timothy-castagne,T. Castagne,D,21,185.0,2313,M,329417,EUR,818121600,D,27,27,True,13.0,10.0,2.0,,5.0,7.0,5.0,8.0,1.0,2.0,,,,,,,17.0,18.0,6.7,5.0,0,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
11031190,home,Leicester City,Patson Daka,,,patson-daka,P. Daka,F,20,185.0,15540,M,865057,EUR,907891200,F,20,20,True,7.0,6.0,,,1.0,1.0,5.0,6.0,,,,,,,,,16.0,8.0,6.6,1.0,1,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,patsondaka,,,,,,,
11031190,home,Leicester City,Nampalys Mendy,,,nampalys-mendy,N. Mendy,M,23,168.0,5097,M,123166,EUR,709257600,M,24,24,True,17.0,17.0,1.0,1.0,5.0,5.0,12.0,12.0,,1.0,,2.0,,,,,16.0,20.0,6.7,,1,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,papy.mendy,,,,,,,
11031190,home,Leicester City,Alex Smithies,,,alex-smithies,A. Smithies,G,,186.0,21,M,30401,EUR,636595200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,home,Leicester City,Harry Souttar,,,harry-souttar,H. Souttar,D,15,198.0,593,M,808680,EUR,909014400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,home,Leicester City,Wilfred Ndidi,,,wilfred-ndidi,W. Ndidi,M,4,186.0,9682,M,787885,EUR,850694400,M,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,home,Leicester City,Wanya Marcal Madivadua,,,wanya-marcal-madivadua,W. M. Madivadua,M,27,181.0,193,M,1157405,EUR,1034985600,M,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Aynsley Pears,,,aynsley-pears,A. Pears,G,1,185.0,54,M,903166,EUR,893289600,G,13,13,False,33.0,22.0,21.0,10.0,12.0,13.0,10.0,20.0,,,,3.0,,3.0,4.0,,90.0,39.0,7.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
11031190,away,Blackburn Rovers,Joe Rankin-Costello,,,joe-rankin-costello,J. Rankin-Costello,D,26,183.0,69,M,905789,EUR,932947200,D,11,11,False,18.0,10.0,5.0,2.0,7.0,10.0,3.0,8.0,2.0,7.0,3.0,3.0,,,,,61.0,38.0,6.7,13.0,0,,,3.0,1.0,,6.0,,,,,,1.0,,3.0,,4.0,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Hayden Carter,,,hayden-carter,H. Carter,D,17,188.0,50,M,970437,EUR,945388800,D,17,17,False,34.0,28.0,4.0,3.0,27.0,31.0,1.0,3.0,4.0,4.0,3.0,3.0,,,,,90.0,41.0,7.0,6.0,0,,2.0,2.0,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Dominic Hyam,,,dominic-hyam,D. Hyam,D,5,183.0,120,M,802719,EUR,819417600,D,5,5,False,42.0,37.0,10.0,7.0,33.0,37.0,4.0,5.0,,2.0,5.0,3.0,,,,,90.0,53.0,6.8,6.0,0,,1.0,3.0,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Harry Pickering,,,harry-pickering,H. Pickering,D,3,185.0,60,M,845571,EUR,914889600,D,3,3,False,24.0,20.0,1.0,1.0,15.0,19.0,5.0,6.0,,2.0,2.0,3.0,,,,,90.0,39.0,6.3,8.0,0,1.0,,5.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Lewis Travis,,,lewis-travis,L. Travis,M,27,183.0,103,M,864918,EUR,876960000,M,27,27,False,22.0,18.0,1.0,1.0,5.0,6.0,13.0,16.0,,6.0,3.0,7.0,,,,,90.0,38.0,6.8,7.0,0,,,5.0,4.0,,1.0,,,1.0,3.0,3.0,3.0,,1.0,1.0,,,,,,,,,,True,,,,,
11031190,away,Blackburn Rovers,Tyler Morton,,,tyler-morton,T. Morton,M,23,185.0,6716,M,979118,EUR,1036022400,M,6,6,False,37.0,26.0,4.0,1.0,13.0,16.0,13.0,22.0,,6.0,2.0,7.0,,,,,84.0,58.0,7.7,16.0,0,1.0,,4.0,1.0,1.0,1.0,,,1.0,4.0,2.0,1.0,,3.0,3.0,1.0,2.0,2.0,,,,,,,,,2.0,,,
11031190,away,Blackburn Rovers,Ryan Hedges,,,ryan-hedges,R. Hedges,M,19,185.0,64,M,600620,EUR,805161600,M,19,19,False,33.0,23.0,2.0,2.0,11.0,12.0,13.0,23.0,1.0,8.0,1.0,11.0,,,,,84.0,55.0,7.3,12.0,3,2.0,1.0,5.0,2.0,1.0,1.0,3.0,,,5.0,4.0,1.0,,1.0,,1.0,2.0,1.0,1.0,3.0,,,,,,,1.0,,,
11031190,away,Blackburn Rovers,Sammie Szmodics,,,sammie-szmodics,S. Szmodics,M,19,168.0,1164,M,354782,EUR,811900800,M,8,8,False,23.0,16.0,2.0,2.0,5.0,6.0,11.0,17.0,,2.0,1.0,,,,,,90.0,42.0,7.0,12.0,6,,,6.0,1.0,2.0,3.0,3.0,,,1.0,1.0,,,1.0,,1.0,2.0,1.0,,2.0,3.0,,,1.0,,,1.0,1.0,,
11031190,away,Blackburn Rovers,Tyrhys Dolan,Tyrhys Dolan,,tyrhys-dolan,T. Dolan,M,24,170.0,698,M,1063015,EUR,1009497600,M,10,10,False,27.0,22.0,3.0,2.0,9.0,9.0,13.0,19.0,1.0,6.0,,10.0,,,,,90.0,50.0,7.5,11.0,4,1.0,3.0,8.0,1.0,2.0,4.0,,2.0,,2.0,1.0,,,3.0,2.0,3.0,2.0,1.0,,1.0,2.0,,,3.0,,,,1.0,,
11031190,away,Blackburn Rovers,Sam Gallagher,,,sam-gallagher,S. Gallagher,F,20,193.0,137,M,362704,EUR,811123200,F,9,9,False,16.0,8.0,,,,1.0,8.0,15.0,3.0,7.0,4.0,1.0,,,,,76.0,26.0,7.1,9.0,1,,3.0,4.0,,,1.0,,,,3.0,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
11031190,away,Blackburn Rovers,Callum Brittain,,,callum-brittain,C. Brittain,D,2,178.0,64,M,828620,EUR,889660800,D,2,2,True,4.0,3.0,,,3.0,3.0,,1.0,1.0,1.0,2.0,4.0,,,,,29.0,13.0,6.5,3.0,0,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Jack Vale,,,jack-vale,J. Vale,F,27,185.0,49,M,994995,EUR,983577600,F,29,29,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,,14.0,4.0,6.4,1.0,0,,3.0,6.0,2.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Ashley Phillips,,,ashley-phillips,A. Phillips,D,26,192.0,1100,M,1134744,EUR,1119744000,D,33,33,True,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,13.0,2.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,John Buckley,,,john-buckley,J. Buckley,M,6,173.0,168,M,970441,EUR,939772800,M,21,21,True,1.0,,,,,,,1.0,,,,,,,,,13.0,2.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Joe Hilton,,,joe-hilton,J. Hilton,G,25,195.0,28,M,970349,EUR,939600000,G,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Adetayo Edun,Adetayo,Edun,edun-adetayo,A. Edun,D,14,171.0,43,M,795065,EUR,895104000,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Jake Garrett,,,jake-garrett,J. Garrett,M,34,188.0,40,M,1014507,EUR,1047254400,M,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Jared Harlock,,,harlock-jared,J. Harlock,M,,,1,M,1019909,EUR,1032480000,M,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031190,away,Blackburn Rovers,Harry Leonard,,,harry-leonard,H. Leonard,F,27,184.0,108,M,1141108,EUR,1070928000,F,38,38,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
