match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_totalOffside
10408630,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,28.0,13.0,25.0,10.0,8.0,9.0,5.0,19.0,6.0,2.0,90.0,32.0,7.1,15.0,0.0,0.0,0.00150853,0,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408630,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,D,15,15,False,34.0,28.0,4.0,2.0,12.0,13.0,18.0,23.0,5.0,,75.0,56.0,7.4,11.0,0.0,0.0,0.126723,0,,,,2.0,2.0,1.0,2.0,4.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10408630,home,Osasuna,Unai García,unai-garcia,U. García,D,4,182,118,M,330675,EUR,715392000,D,4,4,False,41.0,33.0,10.0,6.0,16.0,19.0,17.0,22.0,4.0,,90.0,56.0,7.6,9.0,0.0917,0.0,0.00729693,1,,Unai,García,,,1.0,3.0,2.0,6.0,,,,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,True,1.0,,,,,,,,,,,,,
10408630,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,51.0,42.0,10.0,7.0,25.0,30.0,17.0,21.0,2.0,,90.0,62.0,7.5,9.0,0.0,0.0,0.00880862,0,,,,,,,3.0,1.0,5.0,,,,5.0,,3.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
10408630,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,31.0,23.0,3.0,,9.0,12.0,15.0,22.0,4.0,,90.0,51.0,7.1,14.0,0.0,0.0,0.0143515,0,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10408630,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,M,9,9,False,32.0,18.0,9.0,5.0,7.0,9.0,14.0,29.0,7.0,,65.0,49.0,7.3,21.0,0.8574,0.9528,0.184723,2,,,,6.0,3.0,,3.0,3.0,5.0,,3.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10408630,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,35.0,29.0,8.0,6.0,12.0,13.0,17.0,23.0,4.0,,76.0,42.0,6.6,7.0,0.2396,0.0,0.0120708,5,,,,1.0,,1.0,,3.0,,1.0,,,,,,,,,1.0,,,2.0,,,3.0,,,,,,,,,,
10408630,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,43.0,36.0,3.0,2.0,17.0,19.0,19.0,24.0,3.0,,90.0,56.0,6.9,10.0,0.0311,0.0,0.0231032,1,,,,,,2.0,5.0,6.0,10.0,1.0,2.0,,1.0,,1.0,3.0,1.0,1.0,1.0,,,1.0,,,,,2.0,,,,,,,,
10408630,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,29.0,22.0,4.0,2.0,8.0,10.0,16.0,23.0,8.0,,90.0,39.0,7.3,10.0,0.0,0.0,0.634024,0,,,,4.0,2.0,2.0,1.0,3.0,2.0,,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,
10408630,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,18.0,9.0,1.0,,2.0,2.0,7.0,17.0,,,65.0,30.0,7.1,12.0,0.3368,0.2797,0.076786,3,,,,1.0,,2.0,6.0,5.0,7.0,2.0,,,,,,,,2.0,3.0,2.0,,2.0,,1.0,,,1.0,,budimir_ante,1.0,1.0,,,,
