match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_lastName,stat_keyPass,stat_wasFouled,player_sofascoreId,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_errorLeadToAShot,stat_fouls,stat_penaltyWon,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
14064408,home,Stade Rennais,Breel Embolo,breel-embolo,B. Embolo,F,7,185.0,4494,M,352296,EUR,855878400,F,7,7,False,19.0,19.0,,,0.0,10.0,10.0,9.0,9.0,,4.0,,,,,,,89.0,35.0,7.4,5.0,0.0161594,,2,,-0.28,0.18,0.17,,,,,2.0,3.0,7.0,8.0,,3.0,2.0,2.0,1.0,,,3.0,2.0,1.1176,0.9855,0.36,,,,breelembolo97,3.0,,1.0,,1.0,,,,,,1.0,,,
14064408,home,Stade Rennais,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173.0,1164,M,1102502,EUR,1021507200,D,26,26,True,23.0,19.0,2.0,,0.0,6.0,8.0,13.0,15.0,1.0,3.0,,,,,,,16.0,26.0,6.3,4.0,0.00535373,,0,,-0.22,0.02,-0.18,,Quentin Merlin,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14064408,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180.0,1176,M,806076,EUR,883526400,M,10,10,True,13.0,11.0,1.0,1.0,0.0,4.0,5.0,7.0,8.0,,,,,,,,,15.0,17.0,7.0,3.0,0.0119348,,1,,0.03,0.08,-0.06,,,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.7884,0.8647,0.32,,,,,,,1.0,,1.0,,,,,,,,,
14064408,home,Stade Rennais,Glen Kamara,glen-kamara,G. Kamara,M,4,183.0,808,M,292665,EUR,814838400,M,4,4,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,11.0,4.0,6.5,,0.0004398,,0,,0.02,0.04,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064408,home,Stade Rennais,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173.0,2225,M,1049515,EUR,960076800,D,36,36,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.2e-07,,0,,,,,,Alidu Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064408,home,Stade Rennais,Lucas Rosier,lucas-rosier,L. Rosier,F,12,177.0,47,,2077096,EUR,1173657600,F,71,71,True,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,0,,,,,,Lucas Rosier,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14064408,home,Stade Rennais,Mathys Silistrie,mathys-silistrie,M. Silistrie,G,50,,58,M,1513605,EUR,1126828800,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Mathys,,,,,,,,,,,,,,,,,,,Silistrie,,,,,,,,,,,,,,,,,
14064408,home,Stade Rennais,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186.0,600,M,991479,EUR,991094400,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064408,home,Stade Rennais,Mahamadou Nagida,nagida-mahamadou,M. Nagida,D,18,176.0,1024,M,1545409,EUR,1119916800,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Mahamadou Nagida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064408,home,Stade Rennais,Mohamed Kader Meite,mohamed-kader-meite,M. K. Meite,F,75,191.0,2028,M,1606642,EUR,1192060800,F,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064408,away,AS Monaco,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190.0,2560,M,15219,EUR,627868800,G,1,1,False,14.0,13.0,2.0,1.0,0.0,13.0,14.0,,,,6.0,,2.0,4.0,,,,90.0,22.0,6.6,1.0,9.462e-05,0.3608,0,0.4273,0.02,0.0,-0.39,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14064408,away,AS Monaco,Jordan Teze,jordan-teze,J. Teze,D,4,183.0,1060,M,825846,EUR,938649600,D,4,4,False,63.0,56.0,10.0,6.0,0.0,30.0,30.0,26.0,33.0,7.0,8.0,,,,,,,90.0,86.0,6.4,13.0,0.28831,,0,,0.36,0.09,-0.6,,,5.0,2.0,1.0,1.0,2.0,3.0,,,,,,,3.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,
14064408,away,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186.0,1925,M,281277,EUR,843264000,D,5,5,False,82.0,75.0,7.0,4.0,0.0,52.0,55.0,23.0,27.0,2.0,3.0,,,,,,,90.0,92.0,6.4,8.0,0.0124209,,1,,0.19,0.16,-0.57,,,,,,2.0,,4.0,,,,,,2.0,1.0,1.0,,0.135,,-0.16,,,1.0,,,,1.0,,,,,,1.0,,,,,
14064408,away,AS Monaco,Mohammed Salisu,mohammed-salisu,M. Salisu,D,22,188.0,5721,M,946158,EUR,924307200,D,22,22,False,80.0,69.0,10.0,3.0,0.0,41.0,48.0,28.0,32.0,5.0,6.0,,,,,,,90.0,91.0,6.5,12.0,0.0147782,,0,,0.23,0.08,-0.46,,,,,2.0,,5.0,1.0,2.0,,,,,2.0,1.0,1.0,,,,,,1.0,,salisu_sarki,,,,,1.0,,,,,,,,1.0,
14064408,away,AS Monaco,Krépin Diatta,krepin-diatta,K. Diatta,M,27,173.0,13115,M,873534,EUR,919900800,M,27,27,False,25.0,18.0,6.0,2.0,0.0,7.0,7.0,11.0,18.0,1.0,5.0,,,,,,,70.0,38.0,6.5,12.0,0.014043,,0,,-0.01,-0.24,-0.01,,,1.0,,,2.0,2.0,3.0,,,,,,,1.0,1.0,1.0,,,,,,,krepindiatta,2.0,,2.0,,,,,,,2.0,,,,
14064408,away,AS Monaco,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191.0,3221,M,770677,EUR,848448000,M,6,6,False,31.0,28.0,3.0,3.0,0.0,21.0,22.0,7.0,9.0,3.0,3.0,,,,,,,66.0,44.0,6.0,6.0,0.00327141,,1,,-0.12,0.01,-0.03,,,,,,2.0,5.0,4.0,1.0,,,,,1.0,2.0,2.0,1.0,0.0306,,0.01,,,,,,,1.0,,4.0,,True,,1.0,,,,,
14064408,away,AS Monaco,Mamadou Coulibaly,mamadou-coulibaly,M. Coulibaly,M,28,179.0,1437,M,1410148,EUR,1082505600,M,28,28,False,35.0,33.0,3.0,2.0,0.0,17.0,18.0,16.0,17.0,,7.0,,,,,,,85.0,45.0,6.3,6.0,0.0154701,,0,,-0.01,0.0,-0.18,,,,,1.0,,3.0,2.0,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
14064408,away,AS Monaco,Kassoum Ouattara,ouattara-kassoum,K. Ouattara,D,20,176.0,696,M,1397558,EUR,1097712000,M,20,20,False,35.0,31.0,1.0,1.0,0.0,15.0,16.0,16.0,19.0,1.0,3.0,,,,,,,90.0,87.0,5.9,22.0,0.129118,,1,,-0.35,0.3,-0.53,,,10.0,2.0,,,7.0,6.0,,5.0,1.0,,,,1.0,5.0,2.0,0.0604,,-0.31,,1.0,,,1.0,,5.0,,2.0,,,,1.0,,,,,1.0
14064408,away,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183.0,5917,M,1130939,EUR,1014595200,F,11,11,False,28.0,23.0,3.0,2.0,0.0,6.0,6.0,17.0,22.0,,3.0,,,,,,,70.0,45.0,6.6,14.0,0.138646,,2,,0.11,0.32,0.17,,,1.0,,,,5.0,2.0,,3.0,1.0,,,,1.0,1.0,,0.0947,,-0.04,,1.0,,,1.0,1.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,,,
14064408,away,AS Monaco,Ansu Fati,ansu-fati,A. Fati,F,31,178.0,169176,M,962883,EUR,1036022400,F,31,31,False,30.0,27.0,2.0,1.0,0.0,9.0,9.0,18.0,21.0,,2.0,,,,,,,61.0,41.0,6.4,8.0,0.141414,,4,,0.2,0.31,-0.06,,,1.0,1.0,1.0,1.0,6.0,2.0,1.0,,,2.0,,,,,,0.4536,0.0986,-0.57,,1.0,1.0,AnsuFati,2.0,,3.0,,2.0,,,1.0,1.0,,1.0,,,
14064408,away,AS Monaco,George Ilenikhena,george-ilenikhena,G. Ilenikhena,F,99,185.0,2495,M,1462434,EUR,1155686400,F,19,19,False,7.0,5.0,2.0,1.0,0.0,4.0,4.0,1.0,3.0,,,,,,,,,61.0,12.0,6.3,5.0,0.00714119,,1,,0.1,0.0,-0.01,,George,,,2.0,,4.0,,,1.0,,,,,,,,0.0233,,-0.11,Ilenikhena,,,,1.0,,1.0,,,,,,1.0,2.0,,,,
14064408,away,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174.0,8866,M,155818,EUR,790214400,M,18,18,True,11.0,9.0,,,0.0,5.0,5.0,4.0,6.0,,2.0,,,,,,,29.0,16.0,6.1,4.0,0.0117764,,0,,0.07,0.01,-0.2,,,,,,,3.0,,2.0,1.0,,,,,,,,,,,,1.0,,Minamino,,,1.0,,,,,,,,,,,
14064408,away,AS Monaco,Mika Biereth,mika-biereth,M. Biereth,F,14,187.0,5335,M,1083007,EUR,1044662400,F,14,14,True,4.0,4.0,,,0.0,4.0,4.0,,,,,,,,,,,29.0,10.0,7.5,2.0,0.00010825,,3,,0.0,0.36,-0.01,,Mika Biereth,,,,,2.0,1.0,,,,1.0,1.0,,,1.0,,0.5344,0.2722,0.44,,,,,2.0,,,,,,,,2.0,,,,,
14064408,away,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173.0,6111,M,1090694,EUR,993081600,D,2,2,True,8.0,8.0,,,1.0,3.0,3.0,5.0,5.0,,,,,,,,,20.0,11.0,6.2,1.0,0.195375,,0,,0.24,0.04,-0.4,,Vanderson,,,,,3.0,,1.0,,,,,,1.0,,,,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,
14064408,away,AS Monaco,Lamine Camara,camara-lamine,L. Camara,M,15,174.0,20442,M,1389846,EUR,1072915200,M,15,15,True,18.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,9.0,,2.0,,,,,,,20.0,24.0,6.4,3.0,0.0103994,,0,,0.08,0.07,-0.11,,Lamine Camara,1.0,,1.0,,2.0,,,1.0,,,,,2.0,,,,,,,,,lamine_camara_5,,,1.0,,,,,,,,,,,
14064408,away,AS Monaco,Paul Pogba,paul-pogba,P. Pogba,M,8,191.0,163926,M,111802,EUR,732153600,M,8,8,True,15.0,14.0,2.0,1.0,0.0,9.0,9.0,5.0,6.0,,3.0,,,,,,,11.0,18.0,6.7,2.0,0.00442458,,0,,0.0,0.1,0.13,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,Pogba,,,,,,,,,,,,,,
14064408,away,AS Monaco,Philipp Köhn,philipp-kohn,P. Köhn,G,16,191.0,698,M,868964,EUR,891475200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064408,away,AS Monaco,Caio Henrique,caio-henrique,C. Henrique,D,12,178.0,3679,M,845170,EUR,870307200,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064408,away,AS Monaco,Aleksandr Golovin,aleksandr-golovin,A. Golovin,M,10,180.0,8439,M,318963,EUR,833414400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,alex_golovin17,,,,,,,,,,,,,,
14064408,away,AS Monaco,Lucas Michal,lucas-michal,L. Michal,F,19,167.0,619,M,1154647,EUR,1119398400,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Lucas Michal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
