match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_bigChanceMissed,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_fouls,stat_errorLeadToAShot,stat_totalOffside,stat_goodHighClaim,player_sofascoreId
11401990,home,Heracles Almelo,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,1,1,False,26.0,18.0,13.0,5.0,16.0,18.0,2.0,8.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,90.0,32.0,6.3,8.0,0.00046336,1.0,0,-1.5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401990,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,False,29.0,21.0,3.0,3.0,16.0,20.0,6.0,12.0,1.0,6.0,1.0,11.0,,,,90.0,55.0,6.2,14.0,0.0400286,,2,,,,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0573,,,,,,,,,,,,,,,,,
11401990,home,Heracles Almelo,Navajo Bakboord,navajo-bakboord,N. Bakboord,D,,177,75,M,837264,EUR,917568000,D,19,19,False,30.0,28.0,3.0,2.0,24.0,26.0,4.0,4.0,1.0,2.0,,1.0,,,,45.0,36.0,6.3,4.0,0.00170611,,1,,,,,,,,1.0,,,1.0,,,,0.1337,1.0,1.0,,,,,,,,,,,,,,,
11401990,home,Heracles Almelo,Sven Sonnenberg,sven-sonnenberg,S. Sonnenberg,D,4,194,16,M,836713,EUR,916704000,D,4,4,False,23.0,18.0,4.0,1.0,17.0,17.0,1.0,6.0,,,2.0,,,,,20.0,27.0,6.7,6.0,0.00026643,,0,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
11401990,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,False,78.0,68.0,8.0,3.0,47.0,51.0,21.0,27.0,3.0,3.0,7.0,10.0,,,,90.0,88.0,6.8,10.0,0.00947061,,0,,,,,,3.0,,,,,,,1.0,1.0,,,,,True,2.0,1.0,,,,,,,,,,,
11401990,home,Heracles Almelo,Fredrik Oppegård,fredrik-oppegard,F. Oppegård,D,22,175,200,M,1005648,EUR,1028678400,D,22,22,False,36.0,31.0,2.0,,18.0,20.0,13.0,19.0,,6.0,1.0,3.0,,,,90.0,79.0,6.8,18.0,0.271147,1.0,0,,,,3.0,,4.0,,2.0,6.0,2.0,,,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
11401990,home,Heracles Almelo,Jordy Bruijn,jordy-bruijn,J. Bruijn,M,8,170,76,M,825278,EUR,838080000,M,5,5,False,17.0,11.0,1.0,1.0,6.0,7.0,6.0,16.0,,1.0,,1.0,,,,69.0,33.0,7.7,14.0,0.192321,1.0,3,,,,6.0,1.0,2.0,,1.0,,,1.0,,,,0.7125,2.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,1.5395,,,,,
11401990,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,46.0,37.0,2.0,1.0,17.0,17.0,20.0,29.0,1.0,5.0,2.0,5.0,,,,90.0,61.0,7.0,11.0,0.0172522,,0,,,,,,8.0,2.0,,2.0,1.0,,,3.0,2.0,,,1.0,1.0,,4.0,1.0,,,,,,,1.0,,,,
11401990,home,Heracles Almelo,Ajdin Hrustić,ajdin-hrustic,A. Hrustić,M,70,183,342,M,788284,EUR,836524800,M,20,20,False,55.0,50.0,8.0,8.0,26.0,28.0,24.0,28.0,,1.0,,5.0,,,,81.0,63.0,7.0,9.0,0.0366509,,1,,,,1.0,,2.0,1.0,,,,1.0,,1.0,1.0,0.0439,,,3.0,,,,,,,,1.0,,,1.0,,,
11401990,home,Heracles Almelo,Emil Hansson,emil-hansson,E. Hansson,M,7,172,243,M,794362,EUR,897868800,M,29,29,False,37.0,26.0,4.0,3.0,7.0,9.0,20.0,32.0,1.0,5.0,,8.0,,,,90.0,59.0,7.5,20.0,0.170709,3.0,5,,,,4.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.441,1.0,,2.0,,,,1.0,,3.0,,1.0,0.82,,,,,
