match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_interceptionWon,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14109776,home,Fenerbahçe,Ederson,ederson,Ederson,G,31,188.0,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,28.0,19.0,16.0,7.0,0.0,16.0,18.0,3.0,10.0,2.0,2.0,2.0,8.0,2.0,3.0,2.0,90.0,37.0,6.6,9.0,0.00040737,50.5098767236,9.0,17.22,5.88,0.0527,0,0.2066,0.02,-0.06,-0.1,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109776,home,Fenerbahçe,Yiğit Efe Demir,yigit-efe-demir,Y. E. Demir,D,14,194.0,1161,M,,1133200,EUR,1091404800,D,14,14,False,51.0,46.0,,,0.0,16.0,17.0,30.0,34.0,2.0,6.0,2.0,,,,,45.0,66.0,7.1,8.0,0.0200389,160.70363941486,24.0,93.87,14.49,,0,,0.11,0.14,0.39,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14109776,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187.0,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,91.0,87.0,4.0,2.0,0.0,52.0,53.0,35.0,38.0,11.0,15.0,7.0,3.0,,,,90.0,111.0,7.5,5.0,0.014795,238.74758475339,29.0,135.765,17.955,,1,,0.26,0.16,-0.19,,,,,2.0,6.0,1.0,,,,2.0,,,4.0,1.0,,True,2.0,1.0,0.0773,-0.26,,,,,,,,,,,,,,,
14109776,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189.0,3123,M,,1048324,EUR,988243200,D,24,24,False,89.0,85.0,3.0,2.0,0.0,46.0,48.0,39.0,41.0,4.0,9.0,1.0,,,,,90.0,101.0,7.7,7.0,0.103611,377.24369794933,46.0,197.505,23.415,,1,,0.42,0.29,-0.15,,Jayden Oosterwolde,,1.0,2.0,3.0,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0458,-0.18,1.0,1.0,1.0,13.390473628666,1.0,,,,,,,,,,
14109776,home,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7755,M,nelsonsemedo50,252821,EUR,753408000,D,27,27,False,88.0,81.0,2.0,2.0,0.0,21.0,25.0,60.0,63.0,,6.0,1.0,3.0,,,,90.0,116.0,7.0,10.0,0.0544031,464.66251362639,41.0,363.09,47.775,,1,,0.03,0.3,-0.03,,,,1.0,,2.0,1.0,,,,4.0,3.0,1.0,2.0,1.0,,,,1.0,0.0203,-0.18,,,,189.15516752444,6.0,,,,,,,,,,
14109776,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183.0,3147,M,,952600,EUR,917308800,M,5,5,False,24.0,23.0,2.0,1.0,0.0,12.0,12.0,11.0,12.0,1.0,6.0,,1.0,,,,38.0,33.0,6.8,2.0,0.00512119,75.997635895021,11.0,-3.57,4.725,,0,,-0.01,0.01,-0.04,,,,,,2.0,,,,1.0,4.0,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
14109776,home,Fenerbahçe,Dorgeles Nene,nene-dorgeles,D. Nene,F,45,174.0,10361,M,d.nene10,1102788,EUR,1040601600,M,45,45,False,23.0,17.0,3.0,1.0,0.0,7.0,7.0,10.0,16.0,2.0,3.0,,,,,,57.0,33.0,7.5,10.0,0.0989948,140.77512619978,15.0,70.56,27.09,,3,,-0.03,0.42,-0.06,,Nene Dorgeles,,2.0,1.0,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,0.9389,0.43,,,,92.279336740297,6.0,2.0,1.0,1.0,1.0763,,,,,,
14109776,home,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182.0,31813,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,48.0,47.0,1.0,1.0,0.0,10.0,10.0,37.0,38.0,,2.0,,3.0,,,,90.0,67.0,7.0,11.0,0.380426,257.30567830245,26.0,41.055,28.245,,2,,0.41,0.1,-0.05,,,,10.0,,2.0,3.0,2.0,1.0,,,,,,,4.0,,,,0.0618,-0.13,2.0,1.0,,53.523791667801,2.0,1.0,1.0,,0.0468,,,,,,
14109776,home,Fenerbahçe,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185.0,7161,M,MatteoGuendouzi,852404,EUR,924048000,M,6,6,False,92.0,82.0,8.0,5.0,0.0,29.0,33.0,53.0,59.0,,3.0,1.0,6.0,,,,90.0,109.0,7.2,15.0,0.0841982,387.32765202063,41.0,200.445,20.895,,0,,0.28,0.49,0.17,,,,2.0,2.0,5.0,1.0,,,1.0,,,1.0,3.0,,1.0,,1.0,,,,,1.0,,82.103713101981,5.0,,,,,,,,,,
14109776,home,Fenerbahçe,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182.0,2507,M,,979473,EUR,976060800,M,20,20,False,32.0,23.0,,,1.0,5.0,5.0,18.0,27.0,,3.0,,2.0,,,,81.0,59.0,7.5,25.0,0.247103,348.72384496825,25.0,232.68,34.44,,2,,0.61,0.59,-0.07,,,,11.0,2.0,5.0,5.0,2.0,1.0,,,,4.0,1.0,,3.0,,,2.0,0.1281,-0.52,3.0,,,257.21427878908,12.0,,,,,1.0,1.0,,,,
