match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches
12514191,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,35.0,30.0,9.0,5.0,0.0,30.0,33.0,2.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,90.0,47.0,7.1,6.0,0.00010787,0,-0.1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514191,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,57.0,41.0,9.0,3.0,0.0,29.0,34.0,28.0,3.0,7.0,3.0,9.0,3.0,2.0,1.0,,,,,90.0,88.0,6.8,27.0,0.191178,0,,Zé,Carlos,14.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
12514191,home,Gil Vicente,Josué Sá,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,68.0,62.0,6.0,3.0,0.0,45.0,46.0,22.0,,3.0,3.0,4.0,1.0,1.0,1.0,,,,,81.0,79.0,7.1,6.0,0.00638835,1,,,,17.0,,,1.0,3.0,2.0,,1.0,,,1.0,1.0,2.0,0.0495,,,,,,,,,,,,,,
12514191,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,90.0,82.0,11.0,6.0,0.0,57.0,63.0,27.0,,1.0,4.0,4.0,,,1.0,,,,,90.0,102.0,7.0,9.0,0.0126916,1,,,,25.0,,,,1.0,1.0,,,1.0,,,,,0.1647,True,1.0,1.0,1.0,0.7392,,,,,,,,,
12514191,home,Gil Vicente,Kazu,kazu,Kazu,D,88,175,102,M,1047648,EUR,953337600,D,88,88,False,54.0,45.0,7.0,4.0,0.0,25.0,29.0,28.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,,,,,90.0,76.0,6.8,15.0,0.320254,0,,,,21.0,3.0,1.0,,6.0,1.0,1.0,3.0,,2.0,1.0,,,,,,,,,2.0,2.0,,,,,,,
12514191,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,False,58.0,51.0,,,0.0,33.0,35.0,23.0,4.0,6.0,5.0,10.0,2.0,1.0,,,,,,90.0,77.0,7.0,13.0,0.0103887,1,,,,18.0,,,1.0,2.0,,1.0,,4.0,,,1.0,1.0,0.3109,,,3.0,,,,,1.0,,,,,,
12514191,home,Gil Vicente,Jordi Mboula,jordi-mboula,J. Mboula,F,2,182,263,M,826003,EUR,921542400,M,77,77,False,17.0,16.0,,,0.0,8.0,9.0,8.0,,3.0,,3.0,1.0,,,,,,,62.0,31.0,6.1,7.0,0.0038468,2,,,,8.0,,,1.0,7.0,1.0,,6.0,1.0,,2.0,1.0,,0.1227,,1.0,1.0,,0.0516,,1.0,1.0,,,,,,
12514191,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,63.0,60.0,1.0,1.0,0.0,35.0,37.0,26.0,,8.0,2.0,9.0,5.0,2.0,3.0,,,,,90.0,84.0,7.5,6.0,0.0235875,0,,,,25.0,,,,4.0,,2.0,,1.0,1.0,,,2.0,,,,1.0,,,,2.0,,,,,,,
12514191,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,18.0,16.0,,,0.0,3.0,4.0,14.0,,6.0,,4.0,2.0,2.0,1.0,,,,,62.0,31.0,7.1,7.0,0.0541815,1,,,,13.0,,,1.0,4.0,,1.0,4.0,3.0,2.0,3.0,1.0,,0.0294,,,,,,,1.0,,1.0,,,,,
12514191,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,71,71,False,26.0,18.0,5.0,3.0,0.0,6.0,6.0,27.0,,3.0,,4.0,,,1.0,,,,,88.0,52.0,8.1,18.0,0.162809,5,,,,14.0,7.0,2.0,2.0,3.0,,1.0,2.0,3.0,2.0,2.0,3.0,,1.115,,2.0,2.0,,1.0126,,,,,1.0,2.0,,,
