match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_sofascoreId,captain,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_keyPass,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltyWon,stat_totalOffside
14771930,home,Neom SC,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190.0,766,M,845797,EUR,915494400.0,G,81,81,False,17.0,13.0,8.0,4.0,0.0,11.0,12.0,2.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,90.0,27.0,6.6,4.0,0.00458911,3.1350413075429,1.0,0.21,0.21,0.0341,0,-0.0153,0.05,0.01,-0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Khalifah Al-Dawsari,,,khalifah-al-dawsari,K. Al-Dawsari,D,4,176.0,460,M,931837,EUR,915235200.0,D,4,4,False,55.0,47.0,4.0,,0.0,23.0,25.0,24.0,30.0,1.0,3.0,,,,,,90.0,76.0,7.5,13.0,0.0131637,176.04967833104,19.0,86.835,34.02,,1,,-0.23,0.33,-0.16,,1.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.3713,0.418,39.980209003736,2.0,0.51,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Ahmed Hegazy,,,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600.0,D,26,26,False,60.0,55.0,6.0,4.0,0.0,27.0,29.0,28.0,31.0,4.0,,,,,,,90.0,68.0,7.1,5.0,0.00985464,195.50393948861,28.0,143.955,18.69,,1,,0.28,0.1,-0.11,,,,4.0,,4.0,,1.0,,,,,,0.0786,0.0522,20.156597034222,1.0,-0.11,ahmedhegazy6,True,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190.0,843,M,1154687,EUR,1119052800.0,D,44,44,False,49.0,44.0,6.0,3.0,0.0,27.0,29.0,17.0,20.0,6.0,1.0,,,,,,90.0,63.0,7.3,6.0,0.00628611,220.08800614562,22.0,138.285,24.57,,1,,0.14,0.09,-0.06,,,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,,,,0.8408,0.9361,24.768312094287,1.0,0.32,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14771930,home,Neom SC,Faris Abdi,,,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000.0,D,25,25,False,49.0,43.0,5.0,2.0,0.0,13.0,14.0,30.0,35.0,4.0,3.0,,,,,,90.0,68.0,6.3,9.0,0.0629393,175.58345620034,19.0,101.325,37.905,,0,,0.17,0.12,-0.3,,1.0,1.0,1.0,7.0,4.0,1.0,,,1.0,,,2.0,,,39.098833345766,1.0,,,,2.0,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,
14771930,home,Neom SC,Hassan Hashim Al-Ali,Hassan Hashim Al Ali,,hassan-hashim-al-ali,H. H. A. Ali,F,11,175.0,30,M,1066734,EUR,1013299200.0,M,11,11,False,31.0,26.0,2.0,1.0,0.0,9.0,10.0,17.0,21.0,2.0,2.0,,,,,,89.0,52.0,6.8,12.0,0.0497504,75.027406977563,11.0,12.39,10.71,,1,,0.02,0.19,-0.12,,2.0,,1.0,4.0,7.0,,1.0,,6.0,4.0,3.0,1.0,0.0197,0.0474,16.111157500316,1.0,-0.07,,,1.0,,1.0,,,2.0,,,,,,,,,,,
14771930,home,Neom SC,Abdoulaye Doucouré,,,abdoulaye-doucoure,A. Doucouré,M,8,182.0,1262,M,96535,EUR,725846400.0,M,8,8,False,55.0,48.0,2.0,2.0,0.0,20.0,21.0,28.0,34.0,1.0,5.0,,,,,,67.0,63.0,7.2,7.0,0.0174201,218.99340441235,26.0,83.055,19.215,,0,,0.1,0.18,0.28,,,1.0,,1.0,3.0,1.0,,,1.0,1.0,,,,,16.448173637216,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,
14771930,home,Neom SC,Amadou Koné,,,kone-amadou,A. Kone,M,72,178.0,751,M,1586875,EUR,1116028800.0,M,72,72,False,59.0,56.0,3.0,3.0,0.0,21.0,22.0,35.0,37.0,2.0,6.0,,,,,,90.0,74.0,7.2,7.0,0.034463,255.04610104921,30.0,107.94,15.96,,1,,0.03,0.27,-0.04,,,1.0,2.0,4.0,6.0,,,,4.0,1.0,1.0,2.0,0.0362,,37.069817555773,2.0,0.01,,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,
14771930,home,Neom SC,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172.0,11146,M,354808,EUR,808012800.0,M,10,10,False,27.0,20.0,1.0,1.0,0.0,5.0,6.0,15.0,21.0,,2.0,,,,,,75.0,51.0,6.6,18.0,0.0669432,209.51655469837,25.0,40.32,22.47,,2,,-0.19,0.28,-0.01,,6.0,1.0,,5.0,4.0,6.0,,,1.0,,3.0,,0.0469,,53.652638238922,2.0,-0.09,said_benrahma11,,1.0,,,,2.0,,3.0,2.0,1.0,1.0,,,,,,,
14771930,home,Neom SC,Ahmed Abdu,,,ahmed-abdoh-jaber,A. Abdu,F,71,183.0,56,M,873363,EUR,822528000.0,F,71,71,False,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,1.0,,,,,,75.0,14.0,6.3,2.0,0.0012711,22.676925463174,4.0,-8.61,6.195,,3,,-0.03,0.07,0.13,,,2.0,2.0,5.0,4.0,,1.0,,1.0,1.0,,2.0,0.5954,0.7399,,,-0.62,,,1.0,,,2.0,,,,,,2.0,1.0,1.0,,,,,
14771930,home,Neom SC,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176.0,9441,M,50070,EUR,675388800.0,F,91,91,False,36.0,30.0,1.0,1.0,0.0,9.0,10.0,21.0,26.0,2.0,5.0,,,,,,90.0,55.0,7.2,13.0,0.329518,125.3037336689,12.0,46.515,25.62,,2,,0.5,0.17,0.15,,7.0,1.0,,4.0,3.0,,,,1.0,,3.0,2.0,0.0806,,56.91207142885,2.0,-0.3,lacazettealex,,,,,2.0,3.0,1.0,,2.0,,2.0,,,1.0,,,,
14771930,home,Neom SC,Ali Al-Asmari,,,ali-al-asmari,A. Al-Asmari,M,40,185.0,72,M,881838,EUR,853027200.0,M,40,40,True,19.0,17.0,2.0,1.0,0.0,11.0,11.0,6.0,8.0,,4.0,,,,,,23.0,20.0,6.4,2.0,0.00443437,10.293936015143,2.0,3.675,3.78,,0,,0.09,0.0,-0.09,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
14771930,home,Neom SC,Ala'a Al-Hejji,,,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800.0,M,18,18,True,13.0,10.0,1.0,1.0,1.0,4.0,5.0,6.0,8.0,,1.0,,,,,,15.0,24.0,6.4,6.0,0.0362049,14.520371496928,3.0,9.135,5.04,,0,,0.19,0.0,-0.31,,,,,2.0,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,
14771930,home,Neom SC,Thamer Al Khaibri,Thamer Al Khaibri,,thamer-al-khaibri,T. A. Khaibri,F,90,187.0,70,M,1536875,EUR,1133568000.0,F,20,20,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,,,,,,15.0,8.0,6.2,3.0,0.00370969,15.274072918071,2.0,10.92,6.72,,0,,-0.13,-0.12,0.0,,,2.0,,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Salman Al-Faraj,,,salman-al-faraj,S. Al-Faraj,M,7,180.0,489,M,148858,EUR,617932800.0,M,7,7,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,0.00021939,6.1220650927608,1.0,1.575,1.575,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Mustafa Malaika,,,mustafa-malaika,M. Malaika,G,1,184.0,41,M,818855,EUR,516931200.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Raed Ozaybi,Ozaybi Raed,,ozaybi-raed,O. Raed,G,50,181.0,31,M,1089085,EUR,1001116800.0,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Awn Al Saluli,,,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400.0,D,93,93,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Islam Ahmed Hawsawi,Hawsawi Islam Ahmed,,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,1106232,EUR,1009411200.0,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,home,Neom SC,Geovanny Balanta,Geovanny Balanta,,geovanny-balanta,G. Balanta,M,57,,17,,2421864,EUR,,M,57,57,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771930,away,Al-Najma SC,Victor Braga,,,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800.0,G,1,1,False,32.0,24.0,15.0,7.0,0.0,19.0,20.0,5.0,12.0,1.0,6.0,,,3.0,1.0,1.0,90.0,38.0,6.9,8.0,0.0010199,54.743539453517,7.0,12.915,6.615,0.4406,0,0.1936,0.1,0.02,-0.14,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
14771930,away,Al-Najma SC,Khalid Al-Shammari,Khalid Al-Shammari,,khalid-al-shammari,K. Al-Shammari,D,6,181.0,12,,1914895,EUR,947116800.0,D,6,6,False,41.0,33.0,2.0,,0.0,26.0,33.0,7.0,8.0,2.0,6.0,,,,,,90.0,50.0,6.1,9.0,0.00203163,98.125796736255,13.0,48.825,18.9,,0,,0.07,0.03,-0.32,,,2.0,1.0,4.0,3.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
14771930,away,Al-Najma SC,Nasser Al Haleel,Nasser Al Haleel,,nasser-al-haleel,N. A. Haleel,D,4,170.0,17,M,1549093,EUR,949795200.0,D,4,4,False,21.0,21.0,,,0.0,18.0,18.0,3.0,3.0,7.0,3.0,,,,,,82.0,33.0,6.4,2.0,0.00123997,67.626910793627,9.0,27.825,13.86,,0,,0.05,0.11,-0.07,,,1.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14771930,away,Al-Najma SC,Samir Caetano,,,samir-caetano,S. Caetano,D,3,188.0,361,M,331405,EUR,786585600.0,D,3,3,False,36.0,30.0,6.0,3.0,0.0,19.0,21.0,11.0,15.0,9.0,1.0,,,,,,90.0,49.0,6.7,6.0,0.00452094,93.73579718341,11.0,48.72,23.835,,0,,0.09,0.01,-0.2,,,1.0,4.0,1.0,5.0,,,,,,,,,,,,,,True,,,,1.0,,,,,,,,,,,,,
14771930,away,Al-Najma SC,Deybi Flores,,,deybi-flores,D. Flores,M,,179.0,432,M,791600,EUR,834883200.0,M,20,20,False,48.0,43.0,5.0,4.0,0.0,30.0,32.0,13.0,16.0,,4.0,,,,,,90.0,59.0,6.4,8.0,0.0115475,107.86336887656,14.0,13.44,16.695,,1,,0.18,0.07,-0.15,,,1.0,,7.0,2.0,3.0,,,,,1.0,2.0,0.0306,,,,-0.06,,,1.0,,1.0,,,2.0,2.0,,,1.0,,,,,,,
14771930,away,Al-Najma SC,Fahad Al Abdulrazzaq,Fahad Al Abdulrazzaq,,fahad-al-abdulrazzaq,F. A. Abdulrazzaq,D,19,170.0,23,M,1521216,EUR,956534400.0,M,19,19,False,25.0,22.0,1.0,1.0,0.0,4.0,6.0,18.0,19.0,1.0,1.0,,,,,,71.0,41.0,6.6,7.0,0.040234,40.377522428425,6.0,5.775,11.445,,1,,0.12,0.01,-0.06,,,,,5.0,3.0,1.0,,,2.0,2.0,,,0.0277,,,,-0.07,,,2.0,,1.0,1.0,,2.0,,3.0,1.0,,,,,,,,
14771930,away,Al-Najma SC,Abdulelah Alshamary,,,abdulelah-alshamary,A. Alshamary,M,8,172.0,38,M,931838,EUR,917136000.0,M,8,8,False,57.0,48.0,5.0,3.0,0.0,18.0,19.0,30.0,38.0,,6.0,,,,,,90.0,76.0,7.3,15.0,0.162355,192.55921821166,24.0,142.275,14.595,,0,,0.17,0.3,-0.08,,3.0,,1.0,1.0,9.0,3.0,,,1.0,1.0,3.0,,,,23.336228523119,2.0,,,,1.0,,,4.0,1.0,,3.0,1.0,,,,,1.0,,,,
