match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_errorLeadToAGoal,stat_ownGoals,stat_errorLeadToAShot,stat_penaltyConceded
14566570,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36456,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,50.0,39.0,26.0,15.0,0.0,33.0,38.0,6.0,12.0,8.0,1.0,1.0,2.0,90.0,56.0,7.0,11.0,0.00428109,21.672,6.45427,0.0,0.0345,0,0.0189,0.15,0.06,-0.04,0.04,3.91,2.32,0.2,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566570,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7458,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,48.0,42.0,3.0,2.0,0.0,28.0,30.0,14.0,18.0,6.0,,,,90.0,73.0,6.8,10.0,0.0594262,31.608,10.94296,15.0,,1,,0.3,0.17,0.15,,2.99,5.42,1.53,0.65,0.36,1.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0526,2.0,-0.35,,,,,,,,,,,,,,,,,,
14566570,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14151,M,Upamecano,798583,EUR,909446400,D,2,2,False,,68.0,62.0,7.0,4.0,0.0,46.0,49.0,16.0,19.0,4.0,,,,90.0,80.0,6.8,9.0,0.00717994,29.952,11.08278,9.0,,0,,0.12,0.23,-0.05,,2.83,6.04,1.5,0.51,0.19,,3.0,2.0,1.0,1.0,1.0,,,,,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14566570,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9464,M,jonatah,227672,EUR,823996800,D,4,4,False,,36.0,34.0,1.0,,0.0,17.0,18.0,17.0,18.0,,,,,45.0,41.0,6.3,2.0,0.00495705,28.044,5.14738,4.0,,0,,0.1,0.07,-0.22,,1.36,2.7,0.77,0.24,0.08,,2.0,2.0,1.0,,,,,,,2.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
14566570,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9015,M,josip_stanisic,927407,EUR,954633600,D,44,44,False,,28.0,26.0,2.0,2.0,0.0,14.0,15.0,12.0,13.0,1.0,,,,51.0,33.0,6.4,3.0,0.0286148,29.412,5.64801,8.0,,0,,0.05,0.07,-0.14,,1.59,2.7,0.83,0.36,0.17,2.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14566570,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42451,M,Jok_32,259117,EUR,792201600,M,6,6,False,,65.0,62.0,6.0,4.0,0.0,36.0,36.0,26.0,29.0,2.0,,,,90.0,76.0,7.2,7.0,0.0385377,29.664,12.78503,10.0,,0,,0.08,0.17,0.14,,2.59,6.92,2.37,0.69,0.22,,,5.0,,,,,,,,2.0,,,1.0,1.0,2.0,,,,,1.0,3.0,,,,3.0,1.0,,,,,,,,,,,
14566570,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10819,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,42.0,36.0,5.0,1.0,0.0,21.0,21.0,15.0,21.0,5.0,,,,64.0,45.0,6.3,9.0,0.0164672,29.736,8.35054,7.0,,0,,-0.22,0.25,-0.05,,1.65,4.17,1.77,0.6,0.16,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
14566570,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79615,M,MOlise,978838,EUR,1008115200,M,17,17,False,,45.0,41.0,2.0,1.0,0.0,15.0,16.0,26.0,29.0,2.0,,,,90.0,66.0,6.7,15.0,0.372807,30.888,10.81248,15.0,,5,,0.39,0.43,-0.12,,3.09,4.93,1.71,0.77,0.32,,6.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,3.0,0.6509,2.0,-0.66,,,,,,5.0,,1.0,2.0,0.5403,,,,,,,,
14566570,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19175,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,38.0,37.0,2.0,1.0,1.0,23.0,23.0,14.0,15.0,2.0,,,,89.0,48.0,6.7,3.0,0.0247789,28.584,10.73463,7.0,,2,,-0.04,0.2,-0.07,,2.89,5.03,1.96,0.7,0.15,,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,0.0514,1.0,-0.19,,,1.0,,,1.0,,,1.0,,,,,,,,,
14566570,home,FC Bayern München,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143410,M,LuisDíaz,883537,EUR,853113600,M,14,14,False,,34.0,32.0,2.0,2.0,0.0,9.0,10.0,23.0,24.0,4.0,,,,90.0,45.0,6.1,7.0,0.105909,30.744,10.44167,16.0,,2,,-0.18,0.28,-0.21,,3.32,4.39,1.6,0.78,0.35,,4.0,1.0,,3.0,,,,,1.0,,,,,,1.0,1.0,0.0592,3.0,-0.24,1.0,,1.0,,,1.0,1.0,1.0,,0.0807,,,,,,,,
