match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated
10389949,home,Ajaccio,Benjamin Leroy,,,benjamin-leroy,B. Leroy,G,16,184,45,M,80392,EUR,607910400,G,1,1,False,27.0,16.0,18.0,7.0,9.0,9.0,7.0,18.0,1.0,1.0,2.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,37.0,7.7,12.0,0.0,0.0,0.00733627,0,0.7395,,,,,,,,,,,,,,,,,,,,,,,,
10389949,home,Ajaccio,Mickaël Alphonse,,,mickael-alphonse,M. Alphonse,D,3,182,18,M,142061,EUR,616204800,D,2,2,False,20.0,13.0,7.0,4.0,4.0,7.0,10.0,14.0,2.0,3.0,1.0,3.0,,,,,,,90.0,40.0,7.0,15.0,0.019,0.0,0.0846524,1,,1.0,1.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10389949,home,Ajaccio,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,21,186,314,M,842744,EUR,888364800,D,25,25,False,24.0,21.0,3.0,1.0,19.0,19.0,2.0,5.0,1.0,4.0,1.0,1.0,,,,,,,85.0,29.0,6.7,3.0,0.0,0.0,0.0018877,0,,,,,2.0,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,
10389949,home,Ajaccio,Fernand Mayembo,,,fernand-mayembo,F. Mayembo,D,5,184,73,M,857267,EUR,821145600,D,77,77,False,31.0,29.0,2.0,2.0,25.0,26.0,4.0,5.0,1.0,3.0,6.0,6.0,,,,,,,90.0,44.0,7.0,4.0,0.0,0.0,0.00136984,0,,,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,
10389949,home,Ajaccio,Ismaël Diallo,,,ismael-diallo,I. Diallo,D,5,177,979,M,359208,EUR,854496000,D,3,3,False,28.0,22.0,6.0,4.0,17.0,20.0,5.0,9.0,1.0,5.0,1.0,4.0,,,,,,,90.0,49.0,6.8,10.0,0.0,0.0,0.00873678,0,,1.0,,1.0,4.0,2.0,,,1.0,,2.0,,,1.0,,2.0,2.0,,,,,,,,
10389949,home,Ajaccio,Cyrille Bayala,,,cyrille-bayala,C. Bayala,F,,181,606,M,785876,EUR,832896000,M,14,14,False,13.0,4.0,,,1.0,1.0,3.0,12.0,,2.0,,4.0,,,,,,,66.0,26.0,6.8,11.0,0.0008,0.0,0.020352,1,,,,1.0,6.0,1.0,1.0,1.0,4.0,1.0,,3.0,,2.0,2.0,,,1.0,,,,,,,
10389949,home,Ajaccio,Vincent Marchetti,,,vincent-marchetti,V. Marchetti,M,4,181,112,M,795508,EUR,867974400,M,8,8,False,26.0,20.0,4.0,2.0,12.0,14.0,8.0,12.0,,2.0,1.0,5.0,,,,,,,90.0,39.0,6.7,8.0,0.0201,0.0,0.0417146,1,,,,,2.0,,1.0,,3.0,1.0,2.0,1.0,1.0,,,,,,True,1.0,,,,,
10389949,home,Ajaccio,Thomas Mangani,,,thomas-mangani,T. Mangani,M,,183,41,M,14142,EUR,546652800,M,23,23,False,47.0,37.0,7.0,4.0,26.0,29.0,12.0,22.0,2.0,3.0,1.0,5.0,,,,,,,85.0,57.0,7.0,13.0,0.0135,0.0,0.0467592,1,,4.0,1.0,,3.0,1.0,,,1.0,,,2.0,2.0,,,1.0,1.0,,,1.0,,,,,
10389949,home,Ajaccio,Mickaël Barreto,,,mickael-barreto,M. Barreto,M,4,174,23,M,143904,EUR,664156800,M,4,4,False,12.0,9.0,,,3.0,4.0,7.0,9.0,,6.0,,3.0,,,,,,,66.0,28.0,6.9,8.0,0.0,0.0,0.0120843,0,,1.0,1.0,,5.0,2.0,1.0,,1.0,3.0,,1.0,1.0,4.0,3.0,3.0,1.0,,,,,,,,
10389949,home,Ajaccio,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181,188,M,960007,EUR,918604800,F,7,7,False,13.0,9.0,1.0,1.0,2.0,3.0,7.0,10.0,5.0,13.0,2.0,1.0,,,,,,,90.0,34.0,6.9,9.0,0.4794,0.6263,0.0206427,5,,,,5.0,10.0,1.0,,1.0,,3.0,6.0,3.0,1.0,1.0,,2.0,,,,2.0,1.0,2.0,,,
10389949,home,Ajaccio,Bevic Moussiti Oko,,,bevic-moussiti-oko,B. M. Oko,F,,185,59,M,806520,EUR,791251200,F,11,11,False,13.0,7.0,1.0,,1.0,3.0,6.0,10.0,5.0,8.0,,4.0,,,,,,,66.0,21.0,6.8,10.0,0.0,0.0,0.0792042,0,,,,5.0,6.0,,,,,3.0,3.0,,2.0,1.0,,,,,,,,,1.0,,
10389949,home,Ajaccio,Riad Nouri,,,riad-nouri,R. Nouri,M,,178,36,M,74061,EUR,486950400,M,5,5,True,6.0,5.0,,,1.0,1.0,4.0,5.0,1.0,1.0,,2.0,,,,,,,24.0,7.0,6.4,2.0,0.0,0.0,0.0168449,0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,
10389949,home,Ajaccio,Kevin Spadanuda,,,spadanuda-kevin,K. Spadanuda,M,7,177,69,M,993155,EUR,853372800,M,27,27,True,5.0,3.0,,,1.0,1.0,2.0,4.0,,3.0,1.0,2.0,,,,,,,24.0,9.0,6.5,2.0,0.0,0.0,0.0362982,0,,,,4.0,5.0,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,1.0,,
10389949,home,Ajaccio,Yanis Cimignani,,,cimignani-yanis,Y. Cimignani,M,21,176,148,M,1049523,EUR,1011657600,M,22,22,True,11.0,9.0,,,7.0,7.0,3.0,5.0,,,,,,,,,,,24.0,13.0,6.6,2.0,0.0,0.0,0.0282799,0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10389949,home,Ajaccio,Qazim Laci,,,qazim-laci,Q. Laci,M,20,173,1022,M,284395,EUR,822009600,M,10,10,True,1.0,,,,,,,1.0,,2.0,2.0,,,,,,,,11.0,5.0,6.8,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,2.0,,,,,,,,,
10389949,home,Ajaccio,Cedric Avinel,,,cedric-avinel,C. Avinel,D,,183,14,M,23568,EUR,526780800,D,21,21,True,3.0,,3.0,,,,,3.0,,,4.0,,,,,,,,11.0,7.0,6.6,3.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
