match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_ownGoals,stat_errorLeadToAGoal,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
10390024,home,Troyes,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,578,M,798375,EUR,857001600,G,1,1,False,30.0,19.0,13.0,3.0,17.0,18.0,2.0,12.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,90.0,37.0,6.6,11.0,0.0,0.0,0.00107558,0,-0.6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390024,home,Troyes,Thierno Baldé,thierno-balde,T. Baldé,D,18,182,214,M,997189,EUR,1023667200,D,18,18,False,24.0,20.0,,,8.0,10.0,12.0,18.0,2.0,,4.0,,,,,,87.0,36.0,6.4,11.0,0.0,0.0,0.0423577,0,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10390024,home,Troyes,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192,728,M,978518,EUR,965347200,D,2,2,False,34.0,32.0,,,25.0,25.0,7.0,9.0,5.0,7.0,4.0,2.0,2.0,,,,90.0,47.0,6.7,3.0,0.1216,0.0,0.00628747,2,,,,,,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10390024,home,Troyes,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,558,M,540112,EUR,861840000,D,4,4,False,45.0,42.0,1.0,1.0,33.0,33.0,10.0,13.0,1.0,4.0,7.0,1.0,,,,,90.0,65.0,7.0,7.0,0.0,0.0,0.263039,0,,,,1.0,1.0,,6.0,,,,,2.0,3.0,2.0,True,1.0,1.0,1.0,,,,,,,,,,,,,
10390024,home,Troyes,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,17,17,False,45.0,40.0,6.0,3.0,23.0,23.0,17.0,23.0,,3.0,3.0,1.0,,,,,90.0,57.0,6.8,6.0,0.0451,0.0,0.00896392,2,,,,1.0,,,4.0,,1.0,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,
10390024,home,Troyes,Abdu Conté,abdu-conte,A. Conté,D,5,183,135,M,851276,EUR,890697600,D,12,12,False,22.0,19.0,2.0,1.0,11.0,14.0,10.0,11.0,5.0,2.0,2.0,,,,,,64.0,37.0,6.3,8.0,0.0,0.0,0.247674,0,,,,3.0,,4.0,,,,,,,2.0,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,
10390024,home,Troyes,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,M,11,11,False,17.0,16.0,3.0,3.0,3.0,3.0,15.0,17.0,5.0,3.0,2.0,,1.0,,,,74.0,31.0,7.4,5.0,0.1611,0.6379,0.0794293,2,,,,3.0,1.0,4.0,,,,3.0,1.0,1.0,,1.0,,2.0,,2.0,2.0,,,1.0,1.0,,,,,,,,
10390024,home,Troyes,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,6,6,False,51.0,46.0,2.0,2.0,25.0,28.0,21.0,23.0,5.0,,9.0,,2.0,,,,90.0,59.0,6.6,9.0,0.0,0.0,0.0255607,0,,,,,2.0,,,2.0,,,,2.0,,2.0,,,,2.0,,1.0,,,,,,,,,,,
10390024,home,Troyes,Xavier Chavalerin,xavier-chavalerin,X. Chavalerin,M,7,178,42,M,157029,EUR,668304000,M,24,24,False,60.0,57.0,5.0,4.0,33.0,35.0,24.0,26.0,2.0,8.0,9.0,,,,,,90.0,76.0,7.6,7.0,0.0315,0.0753,0.0312067,1,,,,1.0,,2.0,,,,1.0,,1.0,7.0,1.0,,,5.0,,1.0,1.0,,1.0,,,,,,,,,
10390024,home,Troyes,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,M,29,29,False,17.0,13.0,,,1.0,2.0,12.0,17.0,2.0,3.0,,,,,,,74.0,31.0,6.9,11.0,0.151,0.1016,0.0634334,3,,,,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,3.0,,,,1.0,,1.0,,,,,,,
10390024,home,Troyes,Mama Baldé,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,F,7,7,False,16.0,12.0,1.0,1.0,3.0,3.0,9.0,13.0,10.0,5.0,7.0,1.0,1.0,,,,87.0,38.0,6.7,13.0,0.1103,0.0,0.0111827,2,,,,,2.0,4.0,,3.0,1.0,1.0,2.0,1.0,2.0,4.0,,,2.0,2.0,1.0,,1.0,,,,,,,,,,
10390024,home,Troyes,Yasser Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,927360,EUR,978307200,D,39,39,True,16.0,13.0,2.0,1.0,5.0,7.0,8.0,10.0,2.0,2.0,2.0,,1.0,,,,26.0,22.0,6.7,5.0,0.0,0.0,0.0057404,0,,Yasser,Larouci,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,larouci.yasseroff,,,,,,
10390024,home,Troyes,Andreas Bruus,andreas-bruus,A. Bruus,D,5,183,81,M,826070,EUR,916444800,D,19,19,True,5.0,1.0,3.0,,,1.0,1.0,7.0,,,,,,,,,16.0,10.0,6.3,7.0,0.0,0.0,0.00170274,0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10390024,home,Troyes,Papa Ndiaga Yade,papa-ndiaga-yade,P. N. Yade,F,90,186,615,M,991359,EUR,947030400,M,26,26,True,7.0,6.0,1.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,,1.0,,,,,16.0,16.0,6.5,6.0,0.1724,0.1297,0.00375053,1,,,,1.0,,1.0,,1.0,1.0,,,,,3.0,,,,,,,,1.0,,,,,,,,,
10390024,home,Troyes,Ike Ugbo,ugbo-ike,I. Ugbo,F,11,185,426,M,791987,EUR,906336000,F,9,9,True,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,3.0,1.0,,,0.0,0.0,1.97e-06,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
