match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,captain,stat_aerialLost,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_lastManTackle
14566854,home,Sporting CP,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191.0,3285,M,253809,EUR,760579200,G,1,1,False,31.0,25.0,12.0,6.0,0.0,22.0,24.0,3.0,7.0,1.0,7.0,3.0,5.0,90.0,42.0,7.1,6.0,0.00065254,20.196,4.59761,0.0,20.360637362273,4.0,8.4,3.675,0.2117,0,-0.0545,0.03,-0.01,0.21,0.25,3.57,0.96,0.05,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566854,home,Sporting CP,Iván Fresneda,,,ivan-fresneda,I. Fresneda,D,22,183.0,1958,M,1167818,EUR,1096243200,D,22,22,False,23.0,19.0,2.0,1.0,0.0,17.0,20.0,2.0,3.0,2.0,1.0,,,90.0,40.0,6.9,7.0,0.00702498,32.004,10.85166,11.0,84.173918629665,10.0,59.745,15.645,,0,,0.17,-0.02,-0.03,,2.72,5.48,1.76,0.6,0.29,2.0,4.0,6.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14566854,home,Sporting CP,Gonçalo Inácio,Gonçalo,Inácio,goncalo-inacio,G. Inácio,D,25,186.0,6701,M,1001196,EUR,998697600,D,25,25,False,35.0,29.0,7.0,4.0,0.0,28.0,33.0,1.0,2.0,1.0,3.0,,,90.0,44.0,7.0,6.0,0.00025244,29.772,9.57961,4.0,46.53551016594,6.0,-4.095,4.725,,0,,0.06,-0.04,0.62,,3.16,4.88,1.17,0.31,0.06,,2.0,,,,2.0,4.0,,,,,,goncaloinacio_25,True,2.0,,,,,,,,,,,,,,,,,,,
14566854,home,Sporting CP,Matheus Reis,,,reis-matheus,M. Reis,D,2,183.0,1358,M,797648,EUR,793065600,D,2,2,False,20.0,14.0,2.0,1.0,0.0,12.0,14.0,2.0,6.0,1.0,7.0,,,90.0,31.0,6.7,7.0,0.00028074,29.7,9.84677,6.0,118.12086497158,8.0,97.65,29.82,,0,,-0.06,0.1,0.35,,3.07,5.15,1.08,0.42,0.13,,2.0,1.0,1.0,,4.0,,1.0,1.0,,,,,,1.0,33.578303947639,1.0,,,,,,,,,,,,,,,,,
14566854,home,Sporting CP,Geny Catamo,,,geny-catamo,G. Catamo,M,10,172.0,11085,M,1001140,EUR,980467200,M,10,10,False,18.0,10.0,1.0,,0.0,9.0,12.0,1.0,6.0,,7.0,,,87.0,43.0,6.3,16.0,0.0352434,31.86,10.2646,18.0,117.02672787488,17.0,80.22,28.77,,3,,-0.21,0.35,-0.01,,2.69,4.92,1.5,0.79,0.36,,7.0,5.0,,4.0,3.0,,2.0,,2.0,2.0,1.0,,,1.0,46.011851259574,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.1407,0.0547,-0.44,,,,,,,
14566854,home,Sporting CP,Hidemasa Morita,Hidemasa,Morita,hidemasa-morita,H. Morita,M,5,177.0,3110,M,926560,EUR,800064000,M,5,5,False,25.0,17.0,3.0,2.0,0.0,11.0,16.0,6.0,9.0,,7.0,,,90.0,36.0,6.9,8.0,0.00451043,29.34,11.13826,4.0,62.670070331899,8.0,10.08,16.38,,1,,0.03,0.1,0.31,,2.84,6.1,1.64,0.46,0.09,,2.0,4.0,,,3.0,2.0,4.0,1.0,,1.0,2.0,,,1.0,,,,,1.0,,,,,0.0983,,-0.42,,,,,,,
14566854,home,Sporting CP,João Simões,João Simões,,joao-simoes,J. Simões,M,52,178.0,1499,M,1410209,EUR,1168041600,M,52,52,False,8.0,6.0,1.0,,0.0,4.0,5.0,2.0,3.0,,4.0,,,87.0,31.0,6.8,8.0,0.00045995,30.528,11.29393,14.0,46.638346467859,5.0,11.865,6.825,,0,,-0.03,0.12,0.0,,2.37,5.71,2.07,0.85,0.3,,6.0,6.0,3.0,3.0,1.0,3.0,4.0,2.0,,,,,,,,,2.0,2.0,,,,1.0,2.0,,,,,,,,,,
14566854,home,Sporting CP,Ricardo Mangas,Ricardo,Mangas,mangas-ricardo,R. Mangas,D,91,179.0,1172,M,878496,EUR,890179200,M,91,91,False,7.0,1.0,2.0,,0.0,1.0,4.0,,3.0,2.0,1.0,,,63.0,23.0,6.5,8.0,1.152e-05,31.752,7.71853,12.0,18.763098624909,3.0,16.905,7.665,,0,,-0.08,-0.07,-0.02,,1.98,3.78,1.07,0.66,0.23,1.0,3.0,3.0,,2.0,3.0,,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
14566854,home,Sporting CP,Francisco Trincão,Francisco,Trincão,francisco-trincao,F. Trincão,F,17,184.0,11957,M,830431,EUR,946425600,F,17,17,False,16.0,13.0,2.0,,0.0,7.0,8.0,6.0,8.0,,1.0,,,89.0,29.0,6.3,9.0,0.0183622,30.816,9.9886,14.0,150.56114883106,15.0,63.63,18.165,,3,,0.12,0.23,-0.17,,3.41,4.08,1.48,0.75,0.27,,4.0,2.0,1.0,2.0,,,,,2.0,,2.0,trincao,,,35.419007204321,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,0.1757,0.0284,-0.53,1.0,,,,,,
14566854,home,Sporting CP,Maximiliano Araújo,Maximiliano,Araújo,maximiliano-araujo,M. Araújo,M,20,179.0,3568,M,929193,EUR,950572800,F,20,20,False,13.0,11.0,1.0,,0.0,7.0,7.0,4.0,6.0,2.0,5.0,,,90.0,34.0,6.5,9.0,0.0323772,30.672,10.43722,10.0,38.770492954829,5.0,20.685,18.795,,0,,0.16,0.12,-0.15,,3.11,5.0,1.5,0.64,0.19,,10.0,5.0,3.0,1.0,1.0,,3.0,,2.0,2.0,,,,1.0,19.492569071315,1.0,3.0,,,,,,2.0,,,,,2.0,1.0,1.0,,,
