match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_interceptionWon,stat_bigChanceCreated,stat_goalAssist,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_punches,stat_hitWoodwork,stat_totalOffside
10913242,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,31.0,24.0,15.0,8.0,23.0,24.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,38.0,5.6,7.0,0.0,0.0,0.0001855,0,-1.6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913242,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,False,54.0,52.0,2.0,,26.0,27.0,26.0,28.0,,6.0,3.0,,,,,,83.0,73.0,6.7,8.0,0.0363,0.1226,0.0268611,1,,Rico Lewis,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
10913242,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,False,80.0,73.0,5.0,3.0,45.0,46.0,28.0,34.0,2.0,3.0,10.0,,,,,,90.0,85.0,6.6,7.0,0.0,0.0,0.00859725,0,,,,,1.0,,,,,,,,,1.0,,,1.0,4.0,,,,,,,,,,,,,
10913242,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,61.0,55.0,5.0,,38.0,40.0,17.0,21.0,,3.0,4.0,,,,,,90.0,69.0,6.6,7.0,0.0,0.0,0.00786616,0,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
10913242,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,59.0,54.0,3.0,2.0,18.0,18.0,36.0,42.0,,6.0,4.0,,,,,,90.0,82.0,7.5,8.0,0.0,0.0,0.195746,0,,,,1.0,4.0,,1.0,,,,6.0,3.0,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,
10913242,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,103.0,97.0,7.0,7.0,40.0,42.0,58.0,62.0,2.0,6.0,5.0,,,,,,90.0,118.0,7.9,7.0,0.1173,0.0,0.438424,2,,,,1.0,5.0,,1.0,,,1.0,3.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,
10913242,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,8,8,False,41.0,32.0,3.0,2.0,14.0,15.0,18.0,26.0,1.0,4.0,5.0,,,,,,81.0,55.0,6.8,11.0,0.2461,0.0,0.0226271,2,,,,,5.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,True,1.0,,,,,
10913242,home,Manchester City,Riyad Mahrez,riyad-mahrez,R. Mahrez,M,7,179,70808,M,RMahrez,158213,EUR,667094400,M,26,26,False,46.0,39.0,,,13.0,14.0,29.0,44.0,,5.0,3.0,,,,,,90.0,79.0,9.4,18.0,0.6951,0.3084,1.00623,4,,,,12.0,5.0,,3.0,1.0,2.0,,1.0,1.0,,3.0,2.0,3.0,1.0,,,1.0,1.0,3.0,,1.0,,1.0,2.0,,,,
10913242,home,Manchester City,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,M,19,19,False,35.0,25.0,2.0,1.0,6.0,6.0,19.0,30.0,,3.0,5.0,,,,,,90.0,48.0,7.1,14.0,0.3777,0.756,0.0196468,4,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,2.0,,2.0,,,,,,,1.0,,2.0,1.0,,,,
10913242,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,10,10,False,41.0,35.0,,,13.0,13.0,22.0,32.0,,1.0,6.0,,,,,,90.0,62.0,6.3,18.0,0.0,0.0,0.124326,0,,,,4.0,6.0,4.0,2.0,,,,1.0,1.0,2.0,,,4.0,,,1.0,,,,,,,,,,,,
