match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_onTargetScoringAttempt,stat_lastManTackle,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_bigChanceMissed
14572814,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190.0,291,M,837072,EUR,940464000,G,22,22,False,48.0,27.0,31.0,10.0,0.0,20.0,26.0,7.0,22.0,1.0,1.0,1.0,14.0,5.0,5.0,1.0,90.0,59.0,6.8,21.0,0.00209156,48.080238600773,9.0,11.655,4.725,1.0197,0,-0.0244,0.09,0.0,-0.26,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572814,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,340,M,794013,EUR,868924800,D,2,2,False,29.0,22.0,4.0,,0.0,15.0,17.0,7.0,12.0,1.0,4.0,6.0,1.0,,,,90.0,49.0,5.8,9.0,0.00685208,30.821440838182,5.0,8.4,7.77,,0,,0.13,0.04,-0.51,,,,True,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14572814,home,Go Ahead Eagles,Julius Dirksen,julius-dirksen,J. Dirksen,D,26,185.0,74,M,1001943,EUR,1044144000,D,26,26,False,20.0,19.0,,,0.0,16.0,16.0,3.0,4.0,1.0,3.0,4.0,4.0,,,,60.0,33.0,6.6,1.0,0.00184043,65.299809937998,10.0,-26.775,5.25,,0,,0.02,0.0,-0.09,,,,,,1.0,2.0,3.0,2.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
14572814,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190.0,140,M,793742,EUR,838944000,D,4,4,False,60.0,49.0,8.0,5.0,0.0,37.0,43.0,12.0,17.0,3.0,4.0,5.0,4.0,,,,90.0,75.0,6.6,14.0,0.0550548,133.22392365341,19.0,-42.42,7.455,,0,,0.26,-0.05,-0.32,,,,,1.0,2.0,3.0,,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14572814,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177.0,6702,M,1046722,EUR,957052800,D,5,5,False,16.0,14.0,2.0,1.0,0.0,7.0,8.0,7.0,8.0,,1.0,2.0,2.0,,,,90.0,30.0,5.4,5.0,0.0115051,21.185701337049,4.0,-3.99,2.1,,1,,-0.01,0.0,-0.72,,,,,3.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,0.0837,-0.34,,,,,,,,,,,,
14572814,home,Go Ahead Eagles,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185.0,202,M,891795,EUR,931046400,M,21,21,False,40.0,36.0,2.0,1.0,0.0,24.0,26.0,12.0,14.0,,8.0,1.0,7.0,,,,90.0,56.0,7.6,5.0,0.01725,87.593184781233,13.0,-18.375,8.19,,1,,0.14,-0.14,1.0,,,,,,2.0,5.0,2.0,8.0,6.0,,,1.0,1.0,2.0,,,1.0,,,0.0233,0.0,1.0,1.0,2.0,0.0151,,,,,,,,
14572814,home,Go Ahead Eagles,Yassir Rahmouni,yassir-rahmouni,Y. Rahmouni,M,34,,133,M,2180363,EUR,1150156800,M,34,34,False,11.0,8.0,2.0,2.0,0.0,4.0,6.0,4.0,5.0,,3.0,,,,,,45.0,18.0,6.1,3.0,0.00778511,52.614346743485,4.0,37.905,25.935,,1,,0.0,0.08,-0.54,,Yassir Rahmouni,,,,,,,2.0,2.0,,,,,,,,,,,0.0193,0.0,1.0,,,,1.0,1.0,1.0,1.0,,,,
14572814,home,Go Ahead Eagles,Kenzo Goudmijn,kenzo-goudmijn,K. Goudmijn,M,24,174.0,248,M,916947,EUR,1008633600,M,24,24,False,13.0,3.0,1.0,1.0,0.0,3.0,7.0,0.0,6.0,1.0,4.0,,1.0,,,,45.0,21.0,6.2,13.0,0.0121482,33.018301752802,5.0,13.86,8.085,,0,,-0.17,0.02,-0.21,,,,,2.0,1.0,4.0,,2.0,1.0,1.0,,,2.0,,1.0,,,,,,,2.0,,,,1.0,,,,,,,
14572814,home,Go Ahead Eagles,Calvin Twigt,calvin-twigt,C. Twigt,M,8,183.0,94,M,1084944,EUR,1043884800,M,6,6,False,27.0,22.0,4.0,2.0,0.0,13.0,15.0,9.0,12.0,,,1.0,4.0,,,,71.0,31.0,6.3,5.0,0.0349866,56.418526097604,8.0,-15.015,12.39,,1,,0.23,-0.09,-0.12,,Calvin Twigt,,,,2.0,4.0,1.0,,,,,2.0,,,,,,1.0,,0.0214,-0.09,,,,,,,,,,,,
14572814,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173.0,318,M,909960,EUR,996105600,M,17,17,False,17.0,12.0,2.0,1.0,0.0,4.0,5.0,8.0,12.0,,3.0,,3.0,,,,81.0,25.0,6.5,9.0,0.00893792,63.14673068396,8.0,36.75,23.52,,0,,0.05,0.15,-0.19,,,,,,1.0,2.0,,2.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
