match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,captain,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_lastManTackle,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10995493,home,De Graafschap,Hidde Jurjus,hidde-jurjus,H. Jurjus,G,21,187.0,69,M,339941,EUR,760752000.0,G,1,1,False,53.0,40.0,32.0,19.0,31.0,35.0,9.0,18.0,1.0,1.0,15.0,1.0,1.0,3.0,3.0,1.0,90.0,67.0,7.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Robin Schouten,robin-schouten,R. Schouten,D,23,176.0,24,M,803036,EUR,888364800.0,D,27,27,False,60.0,44.0,8.0,2.0,24.0,31.0,22.0,32.0,4.0,2.0,10.0,1.0,1.0,,,,90.0,90.0,7.5,23.0,0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Jeffrey Fortes,jeffrey-fortes,J. Fortes,D,22,182.0,33,M,52753,EUR,606528000.0,D,22,22,False,86.0,69.0,13.0,4.0,51.0,57.0,18.0,29.0,5.0,,16.0,2.0,2.0,,,,90.0,99.0,7.7,18.0,0,,,,1.0,2.0,2.0,,,,,6.0,1.0,,,,True,2.0,1.0,1.0,,,,,,,,,,
10995493,home,De Graafschap,Rio Hillen,rio-hillen,R. Hillen,D,22,187.0,90,M,1012927,EUR,1046822400.0,D,20,20,False,63.0,53.0,12.0,6.0,43.0,47.0,10.0,16.0,10.0,1.0,14.0,5.0,4.0,,,,90.0,79.0,7.8,13.0,0,,,,1.0,1.0,4.0,,2.0,2.0,,,1.0,1.0,Rio,Hillen,,,2.0,3.0,1.0,,,,,,,,,
10995493,home,De Graafschap,Alexander Büttner,alexander-buttner,A. Büttner,D,28,174.0,101,M,35402,EUR,603158400.0,D,28,28,False,51.0,40.0,7.0,4.0,22.0,22.0,18.0,36.0,3.0,1.0,10.0,1.0,1.0,,,,90.0,84.0,7.5,21.0,1,,7.0,,1.0,,2.0,,1.0,,,4.0,2.0,,,,,,2.0,,,1.0,,,,,,,,
10995493,home,De Graafschap,Philip Brittijn,philip-brittijn,P. Brittijn,M,23,182.0,100,M,1132766,EUR,1081468800.0,M,23,23,False,34.0,25.0,5.0,2.0,14.0,17.0,12.0,18.0,9.0,,4.0,5.0,3.0,,,,64.0,53.0,7.8,13.0,0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,3.0,3.0,1.0,Philip Brittijn,,,,1.0,,,,,,,,,,,
10995493,home,De Graafschap,Joel Valencia,joel-valencia,J. Valencia,M,,164.0,112,M,155804,EUR,784944000.0,M,21,21,False,34.0,25.0,5.0,2.0,10.0,12.0,15.0,22.0,1.0,1.0,7.0,,,,,,72.0,48.0,7.2,15.0,0,1.0,,,1.0,,3.0,2.0,,,1.0,4.0,5.0,1.0,,,,,1.0,,,,,,,,,,,
10995493,home,De Graafschap,Giovanni Korte,giovanni-korte,G. Korte,F,7,169.0,33,M,250479,EUR,744163200.0,M,11,11,False,16.0,12.0,1.0,,3.0,4.0,10.0,21.0,6.0,,3.0,,,,,,81.0,51.0,7.2,20.0,4,,9.0,1.0,1.0,1.0,8.0,1.0,4.0,2.0,,2.0,2.0,1.0,Giovanni,Korte,,,3.0,1.0,,3.0,3.0,1.0,1.0,1.0,,,,
10995493,home,De Graafschap,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180.0,992,M,1089021,EUR,1005004800.0,M,14,14,False,25.0,19.0,3.0,2.0,8.0,8.0,11.0,17.0,4.0,,4.0,3.0,2.0,,,,81.0,42.0,7.0,9.0,3,,,,4.0,,6.0,,1.0,,,1.0,,1.0,Camiel Neghli,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,
10995493,home,De Graafschap,Başar Önal,basar-onal,B. Önal,F,11,173.0,621,M,1193676,EUR,1089072000.0,M,33,33,False,20.0,14.0,2.0,1.0,2.0,3.0,12.0,17.0,2.0,,3.0,1.0,1.0,,,,90.0,37.0,6.7,16.0,1,,,,,,7.0,,5.0,1.0,,,2.0,,Basar Onal,,,,,1.0,,,2.0,1.0,1.0,2.0,,,,
10995493,home,De Graafschap,Devin Haen,devin-haen,D. Haen,F,9,183.0,182,M,1106765,EUR,1087516800.0,F,17,17,False,16.0,6.0,,,1.0,2.0,5.0,16.0,11.0,,2.0,1.0,1.0,,,,72.0,27.0,6.9,14.0,0,,2.0,,3.0,6.0,6.0,,4.0,3.0,,,,,Devin Haen,,,,1.0,2.0,,,1.0,,,,,,,
10995493,home,De Graafschap,Xandro Schenk,xandro-schenk,X. Schenk,D,,188.0,35,M,97405,EUR,735955200.0,D,4,4,True,11.0,10.0,1.0,1.0,9.0,10.0,1.0,1.0,3.0,,,2.0,1.0,,,,26.0,13.0,6.8,1.0,0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
10995493,home,De Graafschap,Mees Kaandorp,mees-kaandorp,M. Kaandorp,M,34,174.0,53,M,893740,EUR,897264000.0,F,24,24,True,13.0,9.0,1.0,,5.0,7.0,4.0,6.0,1.0,1.0,4.0,1.0,,,,,18.0,18.0,6.5,6.0,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Charlison Benschop,charlison-benschop,C. Benschop,F,35,191.0,46,M,40608,EUR,619660800.0,F,35,35,True,9.0,5.0,,,2.0,3.0,3.0,6.0,4.0,,,,,,,,18.0,15.0,7.3,7.0,1,,,,,4.0,2.0,,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,,,,
10995493,home,De Graafschap,Sam Bisselink,sam-bisselink,S. Bisselink,F,,179.0,31,M,1429549,EUR,1062460800.0,F,31,31,True,4.0,2.0,1.0,,1.0,1.0,2.0,4.0,2.0,,,,,,,,9.0,7.0,6.9,2.0,0,,1.0,1.0,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Ezra van der Heiden,ezra-van-der-heiden,E. v. d. Heiden,F,,,16,M,1132764,EUR,1069632000.0,F,45,45,True,3.0,3.0,,,1.0,1.0,3.0,3.0,,,,,,,,,9.0,6.0,6.6,1.0,1,,1.0,1.0,,,1.0,,1.0,,,,,,Ezra van der Heiden,,,,,,,1.0,,,,,,,,
10995493,home,De Graafschap,Mees Bakker,mees-bakker,M. Bakker,G,1,187.0,27,M,929629,EUR,984268800.0,G,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Ties Wieggers,ties-wieggers,T. Wieggers,G,1,189.0,18,M,1144947,EUR,1039737600.0,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Ties Wieggers,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Levi Schoppema,levi-schoppema,L. Schoppema,D,5,179.0,19,M,1387856,EUR,1085616000.0,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Levi Schoppema,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Joran Hardeman,joran-hardeman,J. Hardeman,D,14,190.0,12,M,1387854,EUR,1019347200.0,D,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Joran Hardeman,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Lion Kaak,lion-kaak,L. Kaak,M,,180.0,9,M,103509,EUR,677894400.0,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995493,home,De Graafschap,Hamza Bouihrouchane,hamza-bouihrouchane,H. Bouihrouchane,M,18,,31,M,1090109,EUR,1028332800.0,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Hanza Bouihrouchane,,,,,,,,,,,,,,,
