match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_wonTackle,player_sofascoreId,stat_goalAssist,stat_keyPass,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated
10389902,home,Troyes,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,30,30,False,30.0,13.0,23.0,6.0,10.0,15.0,3.0,15.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,90.0,40.0,7.4,18.0,0.0,0.0,0.00043296,0,-0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389902,home,Troyes,Thierno Baldé,thierno-balde,T. Baldé,D,18,182,214,M,997189,EUR,1023667200,D,3,3,False,15.0,9.0,1.0,,7.0,13.0,2.0,3.0,,4.0,,2.0,1.0,,,83.0,31.0,6.7,10.0,0.0,0.0,0.00899003,0,,,,1.0,1.0,4.0,5.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10389902,home,Troyes,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192,728,M,978518,EUR,965347200,D,2,2,False,19.0,13.0,7.0,1.0,13.0,15.0,,4.0,3.0,8.0,5.0,4.0,2.0,,,90.0,39.0,6.7,9.0,0.2497,0.0,0.00013046,2,,,,,4.0,9.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
10389902,home,Troyes,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,558,M,540112,EUR,861840000,D,4,4,False,26.0,18.0,5.0,,15.0,19.0,3.0,7.0,2.0,3.0,4.0,7.0,,,,90.0,35.0,6.6,8.0,0.0,0.0,0.00177542,0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,
10389902,home,Troyes,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,17,17,False,15.0,12.0,3.0,1.0,7.0,7.0,5.0,8.0,1.0,2.0,1.0,,,,,27.0,17.0,4.9,3.0,0.0,0.0,0.00140346,0,,,,,,2.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
10389902,home,Troyes,Yasser Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,927360,EUR,978307200,D,39,39,False,18.0,13.0,,,9.0,10.0,4.0,8.0,,1.0,2.0,5.0,,,,61.0,33.0,6.6,9.0,0.0,0.0,0.00322981,0,,Yasser,Larouci,,,1.0,1.0,,,1.0,1.0,,,,,2.0,,,larouci.yasseroff,,,,,,,,,,
10389902,home,Troyes,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,M,11,11,False,15.0,12.0,1.0,,6.0,7.0,6.0,8.0,1.0,7.0,1.0,4.0,3.0,,,61.0,27.0,7.1,5.0,0.0474,0.0,0.00403388,2,,,,,2.0,3.0,2.0,1.0,,,2.0,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,
10389902,home,Troyes,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,6,6,False,30.0,26.0,,,13.0,16.0,14.0,15.0,1.0,5.0,,9.0,4.0,,,90.0,45.0,7.0,7.0,0.0,0.0,0.105925,0,,,,1.0,2.0,4.0,,,1.0,1.0,,,1.0,,,2.0,1.0,,,,2.0,1.0,,,,,,,
10389902,home,Troyes,Florian Tardieu,florian-tardieu,F. Tardieu,M,10,184,201,M,234142,EUR,703900800,M,10,10,False,41.0,35.0,7.0,4.0,19.0,21.0,17.0,21.0,1.0,12.0,1.0,4.0,5.0,,,90.0,64.0,7.2,10.0,0.0099,0.0,0.0971209,1,,,,1.0,1.0,6.0,3.0,1.0,,1.0,5.0,2.0,1.0,1.0,,1.0,,3.0,,,,1.0,True,,,,,,
10389902,home,Troyes,Ike Ugbo,ugbo-ike,I. Ugbo,F,11,185,426,M,791987,EUR,906336000,M,9,9,False,3.0,,,,,2.0,,1.0,1.0,4.0,,,1.0,,,34.0,8.0,7.3,3.0,0.1947,0.1216,0.0,1,,,,,2.0,3.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,
10389902,home,Troyes,Mama Baldé,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,F,25,25,False,10.0,5.0,,,3.0,4.0,2.0,6.0,1.0,3.0,,3.0,1.0,,,83.0,20.0,6.4,12.0,0.0,0.0,0.00325566,0,,,,,2.0,8.0,3.0,1.0,1.0,,,,2.0,,,2.0,2.0,,,,1.0,,,,,1.0,,,
10389902,home,Troyes,Adil Rami,adil-rami,A. Rami,D,3,190,278,,24057,EUR,504489600,D,23,23,True,16.0,13.0,3.0,1.0,11.0,12.0,2.0,4.0,,1.0,,,,,,56.0,18.0,6.4,3.0,0.0,0.0,0.0019036,0,,,,,2.0,3.0,,,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,
