match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_fouls,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_wasFouled,stat_dispossessed,stat_bigChanceMissed,captain,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_outfielderBlock
11352353,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,42.0,37.0,2.0,,2.0,4.0,39.0,47.0,3.0,,,89.0,68.0,7.0,16.0,0.208707,1,,,,9.0,2.0,2.0,10.0,7.0,1.0,,,,2.0,1.0,,0.124,1.0,,,1.0,0.1051,,1.0,2.0,4.0,6.0,2.0,1.0,2.0,,,,,,,,
11352353,home,Arsenal,Fábio Vieira,fabio-vieira,F. Vieira,M,20,170,6618,M,fabiodfvieira,904835,EUR,959644800,M,21,21,True,4.0,3.0,1.0,,1.0,1.0,2.0,3.0,2.0,,,24.0,5.0,5.8,1.0,0.00124189,0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
11352353,home,Arsenal,Reiss Nelson,reiss-nelson,R. Nelson,M,11,175,4847,M,reissnelson,826139,EUR,944784000,F,24,24,True,1.0,,,,,,,1.0,,,,9.0,1.0,6.5,1.0,,0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,home,Arsenal,Edward Nketiah,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,14,14,True,,,,,,,,,,,,9.0,1.0,6.4,1.0,,0,,,,,2.0,,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
11352353,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,True,,,,,,,,,,,,12.0,,6.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,home,Arsenal,Aaron Ramsdale,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,home,Arsenal,Reuell Walters,walters-reuell,R. Walters,D,24,183,354,M,,1138843,EUR,1103155200,D,76,76,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,home,Arsenal,Mohamed Elneny,mohamed-elneny,M. Elneny,M,17,180,16934,M,elnennym,159675,EUR,710812800,M,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,home,Arsenal,Bradley Ibrahim,ibrahim-bradley,B. Ibrahim,M,23,178,177,M,,1175204,EUR,1098316800,M,55,55,True,,,,,,,,,,,,,,,,,0,,Bradley Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,home,Arsenal,Charles Sagoe Jr.,charles-sagoe-jr,C. S. Jr.,F,53,168,1570,M,,1119436,EUR,1090627200,F,71,71,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,away,Burnley,James Trafford,james-trafford,J. Trafford,G,1,197,21722,M,,980643,EUR,1034208000,G,1,1,False,48.0,32.0,24.0,8.0,28.0,29.0,4.0,19.0,6.0,3.0,3.0,90.0,57.0,6.9,16.0,0.00136805,0,-0.0463,,,,2.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
11352353,away,Burnley,Vitinho,vitinho,Vitinho,D,2,175,3591,M,,914477,EUR,932688000,D,22,22,False,21.0,17.0,3.0,2.0,7.0,10.0,10.0,11.0,2.0,,,88.0,39.0,6.3,9.0,0.00514405,0,,,,,1.0,1.0,5.0,4.0,2.0,,3.0,,3.0,3.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
11352353,away,Burnley,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,660,M,,856719,EUR,920505600,D,2,2,False,58.0,45.0,10.0,4.0,25.0,30.0,20.0,28.0,1.0,,,90.0,66.0,6.4,13.0,0.0077869,1,,,,,,4.0,1.0,5.0,,,4.0,,1.0,1.0,,0.0317,,,,1.0,,1.0,,,,,,,,,,,,,,,
11352353,away,Burnley,Jordan Beyer,jordan-beyer,J. Beyer,D,36,187,325,M,,927175,EUR,958694400,D,5,5,False,52.0,49.0,2.0,1.0,36.0,39.0,13.0,13.0,3.0,,,90.0,66.0,6.8,3.0,0.00784847,0,,,,,3.0,3.0,4.0,4.0,,,8.0,2.0,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,1.0
11352353,away,Burnley,Charlie Taylor,charlie-taylor,C. Taylor,D,29,183,248,M,,166381,EUR,748224000,D,3,3,False,23.0,18.0,5.0,3.0,8.0,9.0,10.0,16.0,2.0,,,90.0,40.0,6.8,9.0,0.00968793,0,,,,2.0,2.0,4.0,5.0,5.0,2.0,,2.0,3.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
11352353,away,Burnley,Jóhann Guðmundsson,johann-gudmundsson,J. Guðmundsson,M,7,186,451,M,,49805,EUR,656985600,M,7,7,False,24.0,21.0,4.0,4.0,7.0,8.0,16.0,21.0,4.0,,,90.0,40.0,6.7,10.0,0.113587,1,,,,5.0,2.0,,7.0,2.0,,,1.0,2.0,1.0,,1.0,0.0566,1.0,,,2.0,0.3638,,,2.0,2.0,2.0,,1.0,1.0,,,,,,,,
11352353,away,Burnley,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,,793167,EUR,887414400,M,16,16,False,29.0,26.0,2.0,2.0,16.0,17.0,10.0,13.0,6.0,,,90.0,50.0,7.4,5.0,0.0121387,0,,,,1.0,2.0,5.0,2.0,10.0,,,6.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0
11352353,away,Burnley,Josh Brownhill,josh-brownhill,J. Brownhill,M,8,179,817,M,,358394,EUR,819331200,M,8,8,False,24.0,17.0,4.0,2.0,12.0,14.0,5.0,10.0,2.0,,,85.0,33.0,7.0,8.0,0.0020347,1,,,,,1.0,1.0,4.0,2.0,,,3.0,1.0,,,,0.0654,1.0,1.0,,2.0,0.1102,,,1.0,,,,1.0,1.0,,True,,,,,,
11352353,away,Burnley,Luca Koleosho,luca-koleosho,L. Koleosho,M,24,175,1584,M,,1216282,EUR,1095206400,M,30,30,False,10.0,7.0,1.0,,2.0,4.0,5.0,6.0,1.0,,,80.0,20.0,6.0,7.0,0.0587181,1,,Luca Koleosho,,,5.0,,7.0,2.0,,,,1.0,,,,0.0079,,,,,,1.0,,,,3.0,1.0,1.0,,,,,,,,,
11352353,away,Burnley,Zeki Amdouni,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,,990550,EUR,975888000,F,25,25,False,11.0,6.0,1.0,1.0,5.0,6.0,1.0,5.0,1.0,,,80.0,29.0,6.4,13.0,0.00020533,1,,,,,4.0,1.0,9.0,5.0,,,,,1.0,1.0,3.0,0.0481,1.0,,,,0.1405,,,,,5.0,1.0,2.0,1.0,,,,,,,,
11352353,away,Burnley,Jay Rodriguez,jay-rodriguez,J. Rodriguez,F,16,185,305,M,,26989,EUR,617673600,F,9,9,False,16.0,9.0,1.0,,4.0,5.0,5.0,11.0,2.0,,,90.0,31.0,6.8,10.0,0.00262722,2,,,,,6.0,2.0,10.0,4.0,1.0,,3.0,,1.0,,1.0,0.0715,2.0,,,1.0,0.4698,,,,,,,1.0,2.0,,,,,,,,
11352353,away,Burnley,Jacob Bruun Larsen,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,,809276,EUR,906163200,F,34,34,True,4.0,4.0,,,,,4.0,4.0,,,,10.0,6.0,6.4,2.0,0.00359145,0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,
11352353,away,Burnley,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,30,180,736,M,,1000142,EUR,1043107200,M,21,21,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,10.0,6.0,6.5,1.0,0.00450707,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11352353,away,Burnley,Michael Obafemi,michael-obafemi,M. Obafemi,F,21,172,600,M,,921216,EUR,962841600,F,45,45,True,1.0,1.0,,,1.0,1.0,,,,,,16.0,4.0,6.5,,6.27e-06,1,,,,,,,,1.0,,,,,,,,0.0347,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,
11352353,away,Burnley,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,,1142679,EUR,1101600000,F,47,47,True,9.0,9.0,,,,,9.0,9.0,,,,13.0,12.0,6.5,2.0,0.0219958,0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,
11352353,away,Burnley,Lawrence Vigouroux,lawrence-vigouroux,L. Vigouroux,G,22,194,935,M,,373240,EUR,753667200,G,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,away,Burnley,Hannes Delcroix,hannes-delcroix,H. Delcroix,D,3,185,5292,M,,826169,EUR,920160000,D,44,44,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,away,Burnley,Connor Roberts,connor-roberts,C. Roberts,D,14,175,396,M,,804613,EUR,811814400,D,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,away,Burnley,Nathan Redmond,nathan-redmond,N. Redmond,M,15,173,419,M,,115346,EUR,762912000,M,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352353,away,Burnley,Josh Cullen,cullen-josh,J. Cullen,M,24,175,875,M,,792122,EUR,828835200,M,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
