match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_wasFouled,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_dispossessed,captain,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_goals,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11453201,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000,G,48,48,False,23.0,19.0,10.0,6.0,0.0,17.0,17.0,2.0,6.0,2.0,16.0,2.0,3.0,4.0,1.0,1.0,90.0,42.0,7.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Mohammed Abdulrahman,Mohammed Abdulrahman,,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400,D,29,29,False,4.0,1.0,2.0,,0.0,,2.0,1.0,3.0,,,,,,,,16.0,11.0,3.0,5.0,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,4,4,False,50.0,38.0,4.0,1.0,0.0,30.0,38.0,8.0,12.0,3.0,5.0,,,,,,90.0,58.0,6.7,12.0,0,,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,76,76,False,47.0,36.0,7.0,1.0,0.0,29.0,31.0,7.0,16.0,4.0,5.0,,,,,,90.0,56.0,6.8,11.0,0,,3.0,2.0,,,,,,3.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Radhi Al-Oteibi,,,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,False,34.0,27.0,3.0,1.0,1.0,13.0,16.0,15.0,21.0,4.0,4.0,,,,,,90.0,64.0,7.5,13.0,1,3.0,1.0,7.0,2.0,1.0,2.0,2.0,,,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Seko Fofana,,,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,75,75,False,38.0,32.0,1.0,1.0,0.0,18.0,19.0,15.0,21.0,,6.0,,,,,,90.0,59.0,7.5,13.0,3,2.0,6.0,9.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,,1.0,,3.0,1.0,,3.0,sekofofana,3.0,1.0,2.0,,,,,,,,,,
11453201,home,Al-Ettifaq,Álvaro Medrán,,,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,14,14,False,66.0,54.0,10.0,5.0,0.0,25.0,28.0,31.0,45.0,,7.0,,,,,,90.0,88.0,7.4,21.0,1,7.0,6.0,8.0,5.0,4.0,1.0,2.0,,1.0,,,,,3.0,2.0,,3.0,,3.0,1.0,,1.0,,,,,,,,,
11453201,home,Al-Ettifaq,Georginio Wijnaldum,,,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,25,25,False,38.0,33.0,2.0,,0.0,17.0,18.0,16.0,20.0,,5.0,,,,,,90.0,51.0,7.0,8.0,2,,5.0,8.0,1.0,1.0,2.0,2.0,,3.0,1.0,,,1.0,1.0,,1.0,4.0,gwijnaldum,1.0,1.0,,1.0,True,,,,,,,,
11453201,home,Al-Ettifaq,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,F,97,97,False,31.0,26.0,2.0,1.0,0.0,12.0,13.0,14.0,18.0,,2.0,,,,,,90.0,44.0,6.4,10.0,5,,7.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,,3.0,,karltokoekambi,1.0,2.0,,3.0,,1.0,1.0,1.0,,,,,
11453201,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,1.0,,,,0.0,,,,1.0,,,,,,,,10.0,4.0,6.9,1.0,2,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
11453201,home,Al-Ettifaq,Haroune Camara,,,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800,F,90,90,False,11.0,8.0,1.0,1.0,0.0,1.0,1.0,7.0,10.0,,2.0,,,,,,74.0,29.0,6.5,13.0,0,,12.0,2.0,1.0,,2.0,5.0,4.0,2.0,,,,1.0,,,,,,1.0,,,4.0,,,,,,,,,
11453201,home,Al-Ettifaq,Thamer Al Khaibri,Thamer Al Khaibri,,thamer-al-khaibri,T. A. Khaibri,F,90,187.0,70,M,1536875,EUR,1133568000,F,20,20,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,10.0,2.0,6.5,,0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,True,19.0,16.0,1.0,1.0,0.0,9.0,10.0,7.0,9.0,1.0,3.0,,,,,,54.0,34.0,6.8,7.0,0,,2.0,5.0,1.0,,3.0,1.0,,,1.0,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Hamdan Al-Shamrani,,,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,13,13,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,,,,,,,16.0,9.0,6.6,2.0,0,,3.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Majed Dawran,Majed Dawran,,majed-dawran,M. Dawran,M,11,184.0,39,M,1547401,EUR,1060992000,M,41,41,True,7.0,5.0,,,0.0,3.0,3.0,2.0,5.0,,,,,,,,16.0,15.0,7.1,7.0,1,1.0,3.0,1.0,3.0,1.0,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,
11453201,home,Al-Ettifaq,Amin Al-Bukhari,,,amin-al-bukhari,A. Al-Bukhari,G,97,194.0,341,M,818493,EUR,862531200,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Khalid Al-Ghannam,,,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,976538,EUR,973641600,F,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Abdulrahman Alobud,,,abdulrahman-alobud,A. Alobud,M,24,174.0,531,M,872275,EUR,801964800,F,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,home,Al-Ettifaq,Hassan Murtadh Al-Musallam,Hassan Murtadh Al-Musallam,,hassan-murtadh-al-musallam,H. M. Al-Musallam,M,,,16,M,1797659,EUR,1127088000,M,42,42,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,away,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,1,1,False,22.0,12.0,16.0,6.0,0.0,9.0,9.0,3.0,13.0,1.0,9.0,2.0,3.0,6.0,,,90.0,35.0,8.3,10.0,0,,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,
11453201,away,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,37.0,33.0,1.0,,0.0,15.0,15.0,18.0,23.0,1.0,9.0,,,,,,90.0,60.0,7.2,6.0,0,1.0,4.0,8.0,2.0,2.0,3.0,,1.0,,,,3.0,2.0,1.0,,,3.0,,2.0,,,1.0,,,,,,,,,
11453201,away,Al-Okhdood,Solomon Kvirkvelia,,,solomon-kvirkvelia,S. Kvirkvelia,D,,196.0,258,M,95636,EUR,697334400,D,5,5,False,30.0,24.0,8.0,3.0,0.0,17.0,20.0,7.0,10.0,3.0,3.0,,,,,,90.0,43.0,7.1,6.0,1,,2.0,7.0,,,4.0,,,2.0,3.0,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,
11453201,away,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,26.0,21.0,6.0,4.0,0.0,14.0,16.0,7.0,10.0,5.0,2.0,,,,,,90.0,39.0,7.0,6.0,2,,2.0,2.0,,,,,,,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,
11453201,away,Al-Okhdood,Hamed Al-Mansour,,,hamed-al-mansour,H. Al-Mansour,D,,172.0,357,M,818578,EUR,737769600,D,20,20,False,34.0,27.0,5.0,3.0,1.0,9.0,12.0,19.0,27.0,1.0,5.0,,,,,,87.0,55.0,7.2,16.0,0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,,1.0,,2.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,
11453201,away,Al-Okhdood,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183.0,6,M,847228,EUR,779500800,M,77,77,False,31.0,25.0,1.0,,0.0,13.0,18.0,12.0,14.0,2.0,5.0,,,,,,90.0,45.0,6.5,8.0,0,1.0,9.0,10.0,,,4.0,1.0,6.0,1.0,5.0,,1.0,2.0,,,,1.0,,3.0,,,,,,,,,,,,1.0
11453201,away,Al-Okhdood,Yaseen Al-Zubaidi,Yaseen Al-Zubaidi,,al-zubaidi-yaseen,Y. Al-Zubaidi,M,26,176.0,105,M,1434209,EUR,1051315200,M,29,29,False,20.0,15.0,1.0,,0.0,,1.0,15.0,19.0,,1.0,,,,,,77.0,36.0,7.4,12.0,2,,6.0,5.0,6.0,4.0,1.0,3.0,1.0,1.0,,,,,,,1.0,,,,1.0,,2.0,,,,,1.0,,,,
11453201,away,Al-Okhdood,Alex Collado,Alex,Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200,M,11,11,False,45.0,36.0,4.0,3.0,0.0,11.0,15.0,27.0,32.0,,5.0,,,,,,90.0,64.0,7.6,14.0,3,2.0,4.0,3.0,2.0,,2.0,2.0,1.0,,,,1.0,1.0,5.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
11453201,away,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,49.0,41.0,1.0,1.0,0.0,13.0,16.0,29.0,35.0,,5.0,,,,,,90.0,60.0,6.9,12.0,1,2.0,9.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,1.0,1.0,,,4.0,,,1.0,,,,,,,,,
11453201,away,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,M,99,99,False,31.0,23.0,,,0.0,6.0,9.0,17.0,26.0,,8.0,,,,,,90.0,46.0,7.1,14.0,3,4.0,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,
11453201,away,Al-Okhdood,Léandre Tawamba,,,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,9,9,False,26.0,20.0,1.0,1.0,0.0,6.0,6.0,14.0,20.0,,4.0,,,,,,90.0,41.0,7.1,14.0,3,,4.0,3.0,2.0,1.0,,4.0,,1.0,1.0,,,,2.0,,1.0,1.0,,,1.0,1.0,2.0,True,,2.0,,,,,,
11453201,away,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,1521467,EUR,1008288000,M,6,6,True,9.0,8.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,,2.0,,,,,,13.0,11.0,6.5,1.0,1,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
11453201,away,Al-Okhdood,Saleh Al-Harthi,Saleh Al-Harthi,,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,7,7,True,7.0,6.0,1.0,,0.0,2.0,2.0,4.0,5.0,,2.0,,,,,,13.0,9.0,6.7,2.0,0,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11453201,away,Al-Okhdood,Saad Al-Saleh,,,saad-alsaleh,S. Al-Saleh,G,22,177.0,5,M,818746,EUR,706233600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,away,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453201,away,Al-Okhdood,Naif Assery,Naif Assery,,naif-assery,N. Assery,D,15,181.0,16,M,1394760,EUR,982454400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
