match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_accurateCross,captain,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,stat_lastManTackle
14573006,home,Legia Warszawa,Gabriel Kobylak,gabriel-kobylak,G. Kobylak,G,27,190.0,195,M,1009284,EUR,1014163200,G,27,27,False,16.0,12.0,4.0,0.0,12.0,12.0,4.0,1.0,7.0,1.0,1.0,1.0,90.0,23.0,6.3,4.0,3.439e-05,5.6575649355531,1.0,2.835,2.835,-0.0016,0,-0.6417,0.02,0.02,-0.06,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573006,home,Legia Warszawa,Petar Stojanović,petar-stojanovic,P. Stojanović,M,30,177.0,667,M,227082,EUR,813024000,D,30,30,False,44.0,38.0,7.0,0.0,10.0,11.0,33.0,4.0,6.0,,,,90.0,70.0,7.2,16.0,0.139749,148.4389543507,14.0,88.83,18.69,,0,,0.47,0.54,-0.17,,,,6.0,28.0,2.0,1.0,8.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14573006,home,Legia Warszawa,Marco Burch,marco-burch,M. Burch,D,15,182.0,191,M,988276,EUR,971913600,D,4,4,False,57.0,53.0,2.0,0.0,28.0,28.0,29.0,5.0,5.0,1.0,,,90.0,71.0,6.4,4.0,0.00800801,92.643727041923,12.0,67.305,17.115,,2,,0.06,0.12,-0.14,,,,,25.0,,2.0,3.0,,,,,3.0,1.0,2.0,1.0,,3.0,1.0,1.0,0.1099,0.149,-0.23,,,,,,,,,,,,,,,
14573006,home,Legia Warszawa,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191.0,2379,M,942335,EUR,961545600,D,91,91,False,59.0,49.0,4.0,0.0,34.0,41.0,18.0,9.0,9.0,,,,90.0,75.0,7.4,10.0,0.00993763,136.95789494713,15.0,61.32,25.62,,2,,0.07,0.13,-0.15,,,,2.0,15.0,,4.0,5.0,2.0,,1.0,1.0,3.0,1.0,4.0,1.0,,,1.0,,0.1096,0.2541,0.12,3.0,1.0,1.0,3.0,,,,,,,,,,,
14573006,home,Legia Warszawa,Arkadiusz Reca,arkadiusz-reca,A. Reca,M,13,187.0,1079,M,580638,EUR,803347200,D,13,13,False,36.0,33.0,1.0,0.0,15.0,15.0,21.0,3.0,4.0,,,,69.0,59.0,7.1,12.0,0.0334803,69.233521025583,8.0,25.62,13.335,,2,,0.13,0.22,0.14,,,,,18.0,5.0,1.0,2.0,,1.0,,,1.0,1.0,2.0,2.0,3.0,,,,0.0352,,-0.19,1.0,,2.0,,1.0,,,,,,,,,,
14573006,home,Legia Warszawa,Bartosz Kapustka,bartosz-kapustka,B. Kapustka,M,67,179.0,1538,M,309648,EUR,851299200,M,67,67,False,67.0,58.0,1.0,1.0,8.0,10.0,57.0,4.0,7.0,,,,90.0,96.0,8.3,24.0,0.323149,95.00243496877,14.0,35.385,7.35,,3,,0.62,0.26,-0.17,,,,1.0,50.0,8.0,,13.0,3.0,4.0,4.0,2.0,,,2.0,1.0,2.0,4.0,1.0,1.0,0.372,0.2408,0.49,,,1.0,5.0,3.0,True,1.0,1.0,,,,,,,
14573006,home,Legia Warszawa,Damian Szymański,damian-szymanski,D. Szymański,M,44,185.0,1378,M,345972,EUR,803260800,M,44,44,False,81.0,70.0,5.0,0.0,25.0,27.0,54.0,9.0,6.0,1.0,,,90.0,100.0,8.3,12.0,0.186537,144.88277572371,15.0,63.84,24.675,,2,,0.39,1.0,0.13,,,,2.0,45.0,2.0,2.0,3.0,1.0,,,,3.0,1.0,6.0,3.0,,1.0,1.0,,0.3583,0.6856,-0.91,1.0,,1.0,3.0,2.0,,,,1.0,,,,,,
14573006,home,Legia Warszawa,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182.0,5337,M,1012383,EUR,1094515200,M,82,82,False,41.0,36.0,4.0,1.0,6.0,7.0,34.0,4.0,1.0,,,,76.0,65.0,7.6,14.0,0.276429,63.836467588926,8.0,-11.445,6.405,,5,,0.52,0.36,-0.02,,,,2.0,30.0,7.0,1.0,5.0,2.0,,3.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,0.3063,0.0688,-0.52,,1.0,2.0,4.0,1.0,,,,,kacper_urbanski10,,,,,
14573006,home,Legia Warszawa,Ermal Krasniqi,krasniqi-ermal,E. Krasniqi,M,77,188.0,573,M,1160858,EUR,905126400,F,77,77,False,41.0,32.0,2.0,0.0,9.0,9.0,32.0,4.0,8.0,,,,57.0,61.0,7.3,17.0,0.167483,179.30558116887,17.0,128.52,20.58,,2,,-0.08,1.0,0.15,,,,1.0,23.0,3.0,,5.0,,1.0,6.0,2.0,,,2.0,2.0,1.0,,,2.0,0.4806,,-0.61,,,,1.0,1.0,,,,,,,,,,
14573006,home,Legia Warszawa,Antonio Čolak,antonio-colak,A. Čolak,F,14,187.0,872,M,142395,EUR,748224000,F,14,14,False,16.0,14.0,,0.0,6.0,6.0,10.0,1.0,3.0,,,,68.0,27.0,7.5,4.0,0.306685,10.51128069605,3.0,-3.57,1.47,,7,,0.17,-0.73,-0.02,,,,,8.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,5.0,0.6764,0.6024,0.49,,,1.0,2.0,,,1.0,,1.0,,2.0,,,,
