match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_interceptionWon,stat_aerialLost,stat_totalCross,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAGoal,stat_totalOffside
11392830,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,25.0,13.0,17.0,5.0,10.0,11.0,3.0,14.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,31.0,7.0,12.0,0.00031125,0,0.1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392830,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,37.0,28.0,2.0,1.0,13.0,19.0,15.0,18.0,6.0,3.0,8.0,,,,90.0,54.0,7.8,13.0,0.314928,1,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2491,2.0,,,,,,,,,,,,,,,,,,,
11392830,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,23.0,17.0,5.0,3.0,11.0,13.0,6.0,10.0,4.0,5.0,6.0,1.0,,,90.0,35.0,7.4,6.0,0.0016021,0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,YL15,3.0,,,,,,,,,,,,,,,,,
11392830,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,40.0,32.0,9.0,3.0,25.0,28.0,7.0,12.0,7.0,6.0,9.0,2.0,,,90.0,59.0,7.6,8.0,0.00114479,0,,1.0,1.0,,,,,,,,4.0,4.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,
11392830,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,37.0,30.0,3.0,,13.0,16.0,17.0,22.0,12.0,3.0,8.0,2.0,,,90.0,76.0,7.8,15.0,0.0196128,0,,3.0,2.0,1.0,3.0,2.0,,,,,5.0,4.0,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,
11392830,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,53.0,37.0,7.0,2.0,20.0,27.0,17.0,27.0,9.0,1.0,8.0,,,,90.0,67.0,6.8,23.0,0.0107214,0,,8.0,6.0,2.0,,,,,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,4.0,True,2.0,,,,,,,,,,,,
11392830,home,Lille,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,368120,EUR,785635200,M,6,6,False,33.0,23.0,6.0,1.0,12.0,17.0,11.0,16.0,7.0,,3.0,1.0,,,67.0,50.0,6.6,15.0,0.00974913,0,,,8.0,4.0,2.0,2.0,,,,,4.0,2.0,2.0,,,nabilbentaleb,2.0,,,1.0,,2.0,,,,,,,,,,,,
11392830,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,False,25.0,18.0,2.0,2.0,5.0,6.0,13.0,21.0,4.0,,5.0,,,,66.0,45.0,6.3,20.0,0.414334,1,,,11.0,2.0,7.0,3.0,,1.0,,,1.0,1.0,2.0,0.3951,1.0,edonzhegrova10,,2.0,2.0,5.0,,1.0,1.0,,,,,,,,,,,
11392830,home,Lille,Yusuf Yazıcı,,,yusuf-yazici,Y. Yazıcı,M,97,183,2263,M,827804,EUR,854496000,M,12,12,False,28.0,21.0,2.0,1.0,6.0,6.0,16.0,23.0,4.0,,6.0,,,,76.0,39.0,7.8,10.0,0.284743,2,,,6.0,1.0,,,1.0,,,,4.0,3.0,2.0,0.7806,2.0,,,1.0,1.0,2.0,,2.0,,1.0,2.0,1.0,1.0262,,,,,,,
11392830,home,Lille,Ivan Cavaleiro,,,ivan-cavaleiro,I. Cavaleiro,F,,175,358,M,110950,EUR,750902400,M,17,17,False,26.0,20.0,1.0,1.0,8.0,8.0,12.0,20.0,6.0,1.0,5.0,1.0,,,75.0,43.0,6.7,14.0,0.0709426,0,,2.0,8.0,2.0,5.0,2.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,,
