match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_hitWoodwork,stat_challengeLost,stat_totalOffside,player_sofascoreId
12437629,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,True,24.0,10.0,19.0,5.0,0.0,5.0,5.0,5.0,19.0,1.0,12.0,1.0,2.0,1.0,90.0,34.0,6.1,14.0,0.00112205,0,-1.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437629,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,D,21,21,False,,32.0,25.0,5.0,1.0,0.0,8.0,9.0,17.0,24.0,4.0,4.0,,,,90.0,58.0,6.7,14.0,0.0108938,0,,,,1.0,2.0,2.0,6.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12437629,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,22,22,False,,22.0,17.0,5.0,1.0,0.0,13.0,15.0,4.0,7.0,5.0,,,,,90.0,30.0,6.2,5.0,0.00327072,0,,,,,1.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12437629,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187.0,5163,M,805137,EUR,851558400,D,15,15,False,,32.0,22.0,10.0,5.0,0.0,14.0,17.0,8.0,15.0,10.0,2.0,,,,90.0,52.0,7.5,12.0,0.00330631,3,,,,,1.0,2.0,8.0,,2.0,2.0,,,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.2921,0.7599,,,,,,,,,,
12437629,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,350560,EUR,730425600,D,16,16,False,,16.0,13.0,4.0,2.0,0.0,8.0,8.0,5.0,8.0,1.0,1.0,,,,33.0,22.0,5.4,4.0,0.0204926,0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
12437629,home,Getafe,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179.0,517,M,1088565,EUR,971827200,M,11,11,False,,15.0,10.0,2.0,,0.0,5.0,7.0,5.0,9.0,,3.0,,,,76.0,27.0,6.7,9.0,0.00812107,2,,Ramón Terrats,,1.0,1.0,2.0,4.0,1.0,1.0,,3.0,2.0,,,,1.0,1.0,,,2.0,0.7219,0.1473,1.0,1.0,1.0,,,,,,,
12437629,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175.0,1429,M,811629,EUR,781488000,M,5,5,False,,44.0,29.0,13.0,3.0,1.0,14.0,18.0,16.0,31.0,,6.0,,,,90.0,63.0,7.5,21.0,0.125284,1,,,,5.0,2.0,3.0,9.0,1.0,4.0,3.0,2.0,1.0,,,2.0,,1.0,,,1.0,0.1043,0.4938,1.0,1.0,,1.0,1.0,1.0,1.0,,,
12437629,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175.0,1414,M,385888,EUR,812419200,M,8,8,False,,36.0,28.0,5.0,1.0,0.0,15.0,16.0,13.0,20.0,1.0,6.0,,,,90.0,50.0,6.7,11.0,0.0222738,0,,,,,1.0,5.0,7.0,1.0,4.0,4.0,2.0,1.0,,2.0,1.0,,,,,2.0,,,,,,,1.0,,,1.0,,
12437629,home,Getafe,Juan Bernat,juan-bernat,J. Bernat,D,,170.0,1161,M,96368,EUR,730944000,M,14,14,False,,15.0,13.0,,,0.0,7.0,9.0,6.0,8.0,,2.0,,,,66.0,30.0,6.9,6.0,0.0357412,0,,,,2.0,,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,,,,1.0,3.0,,,,
12437629,home,Getafe,Christantus Uche,christantus-uche,C. Uche,F,12,190.0,4381,M,1884145,EUR,1053302400,F,6,6,False,,14.0,7.0,,,0.0,3.0,3.0,4.0,11.0,1.0,2.0,,,,66.0,29.0,6.4,16.0,0.0286508,0,,Christantus Uche,,,2.0,8.0,6.0,,1.0,,2.0,,,1.0,3.0,,,,,4.0,,,1.0,,,,4.0,,,,,
