match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed
13981522,home,Parma,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189.0,4904,M,905351,EUR,1029888000,G,31,31,False,54.0,31.0,45.0,23.0,0.0,10.0,12.0,21.0,42.0,1.0,7.0,2.0,2.0,3.0,1.0,90.0,66.0,7.0,23.0,0.0127565,0.5626,0,-1.5259,0.28,-0.05,-0.33,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981522,home,Parma,Enrico Del Prato,,,enrico-del-prato,E. Del Prato,D,15,183.0,860,M,928103,EUR,942192000,D,15,15,False,15.0,13.0,,,0.0,6.0,7.0,7.0,8.0,6.0,2.0,,,,,90.0,34.0,6.1,4.0,0.0183265,,1,,0.19,0.04,-0.44,,True,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0445,0.02,,,,,,,,,,,,,,,,,,,,
13981522,home,Parma,Alessandro Circati,,,alessandro-circati,A. Circati,D,39,190.0,800,M,1155423,EUR,1065744000,D,39,39,False,12.0,9.0,2.0,1.0,0.0,9.0,10.0,,2.0,1.0,1.0,,,,,41.0,16.0,6.4,4.0,2.126e-05,,0,,-0.04,0.0,-0.2,,,,,3.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
13981522,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188.0,629,M,958517,EUR,916272000,D,5,5,False,24.0,17.0,6.0,2.0,0.0,12.0,15.0,5.0,9.0,5.0,3.0,,,,,90.0,34.0,5.9,11.0,0.00496812,,0,,0.08,0.01,-0.49,,,1.0,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13981522,home,Parma,Sascha Britschgi,,,sascha-britschgi,S. Britschgi,D,27,182.0,440,M,1963449,EUR,1156636800,D,27,27,False,10.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,5.0,4.0,,,,,,78.0,23.0,6.2,2.0,0.0263645,,1,,0.05,0.09,-0.3,,,2.0,3.0,2.0,1.0,,1.0,,,0.0161,-0.11,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
13981522,home,Parma,Nahuel Estévez,,,nahuel-estevez,N. Estévez,M,8,183.0,519,M,895868,EUR,816307200,M,8,8,False,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,,,,,,24.0,4.0,6.6,,0.00108244,,0,,0.02,,-0.02,,,,2.0,2.0,,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
13981522,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180.0,1230,M,1110136,EUR,1020988800,M,16,16,False,26.0,21.0,3.0,2.0,0.0,14.0,17.0,7.0,9.0,3.0,4.0,,,,,90.0,43.0,6.9,5.0,0.00190097,,0,,0.0,0.05,-0.03,,,,1.0,5.0,1.0,,4.0,4.0,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,
13981522,home,Parma,Adrián Bernabé,,,adrian-bernabe,A. Bernabé,M,10,170.0,2308,M,934384,EUR,990835200,M,10,10,False,16.0,13.0,,,0.0,10.0,10.0,3.0,6.0,,2.0,,,,,90.0,33.0,7.5,11.0,0.117306,,2,,0.25,-0.11,-0.28,,,1.0,9.0,6.0,3.0,,2.0,1.0,1.0,0.1978,0.55,,2.0,1.0,1.0,,,3.0,4.0,1.0,,4.0,1.0,1.0,0.8204,,,,,,
13981522,home,Parma,Christian Ordoñez,Christian Ordoñez,,christian-ordonez,C. Ordoñez,M,24,177.0,746,M,1201388,EUR,1088035200,M,24,24,False,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,1.0,,,,,,35.0,14.0,4.8,4.0,0.00365663,,0,,0.06,-0.07,-0.14,,,1.0,8.0,,1.0,,,,1.0,,,,4.0,,,,1.0,,1.0,,,,,,,1.0,,,,,
13981522,home,Parma,Adrian Benedyczak,,,benedyczak-adrian,A. Benedyczak,M,19,190.0,1431,M,928295,EUR,975024000,F,7,7,False,8.0,2.0,,,0.0,1.0,1.0,1.0,7.0,,,,,,,78.0,16.0,6.3,10.0,0.00010877,,2,,-0.16,-0.36,0.14,,,5.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,0.2329,-0.32,3.0,1.0,,1.0,,,1.0,2.0,,,,,,,,1.0,,,,
