match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,captain,stat_challengeLost,stat_dispossessed,stat_totalContest,player_firstName,player_lastName,stat_wonContest,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal
10411499,home,Milan,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198,630,M,44453,EUR,508291200,G,1,1,False,26.0,16.0,22.0,12.0,8.0,11.0,8.0,15.0,7.0,2.0,3.0,90.0,31.0,7.3,10.0,0.0,0.0,0.00270297,0,0.1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411499,home,Milan,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,183,6630,M,965330,EUR,960163200,D,20,20,False,43.0,36.0,4.0,2.0,18.0,22.0,19.0,22.0,10.0,,,90.0,66.0,7.4,11.0,0.0782,0.0,0.0215946,1,,15,Kalulujr_,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411499,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,185,3401,M,826195,EUR,940464000,D,46,46,False,37.0,27.0,7.0,3.0,25.0,30.0,2.0,7.0,5.0,,,90.0,41.0,6.8,10.0,0.0353,0.0,0.00040701,1,,46,,,,3.0,,2.0,,,,,,3.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411499,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,185,7146,M,788255,EUR,882489600,D,23,23,False,28.0,23.0,8.0,6.0,13.0,14.0,10.0,14.0,5.0,,,90.0,41.0,8.2,5.0,0.5818,0.6123,0.0052663,1,,23,fikayotomori,,,5.0,,2.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
10411499,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,184,26616,M,788027,EUR,876096000,D,19,19,False,37.0,25.0,6.0,1.0,12.0,15.0,16.0,29.0,11.0,,,90.0,78.0,7.0,22.0,0.2972,0.0,0.107741,3,,19,TheoHdez,7.0,3.0,8.0,2.0,,,,,2.0,3.0,1.0,1.0,11.0,1.0,2.0,,,5.0,2.0,True,2.0,2.0,4.0,,,,,,,,,
10411499,home,Milan,Sandro Tonali,sandro-tonali,S. Tonali,M,181,14225,M,892673,EUR,957744000,M,8,8,False,20.0,16.0,3.0,2.0,4.0,5.0,13.0,18.0,6.0,,,90.0,33.0,7.1,9.0,0.0,0.0,0.090048,0,,8,sandrotonali,3.0,1.0,2.0,,,1.0,1.0,2.0,,2.0,3.0,,4.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,
10411499,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,175,31837,M,823733,EUR,880934400,M,4,4,False,40.0,32.0,3.0,2.0,10.0,14.0,23.0,28.0,10.0,,,84.0,56.0,7.1,12.0,0.023,0.0,0.161925,1,,4,IsmaëlBennacer,2.0,1.0,4.0,1.0,,,2.0,,,2.0,1.0,1.0,6.0,,1.0,,,2.0,2.0,,1.0,2.0,2.0,,,1.0,,,,,,
10411499,home,Milan,Tommaso Pobega,tommaso-pobega,T. Pobega,M,188,1344,M,928796,EUR,931996800,M,32,32,False,17.0,8.0,1.0,,4.0,7.0,4.0,10.0,,,,59.0,28.0,6.7,12.0,0.0158,0.0,0.00539755,1,,4,,,,4.0,1.0,,,1.0,2.0,,,2.0,,6.0,,1.0,,,3.0,2.0,,2.0,,2.0,,,1.0,,,,,,
10411499,home,Milan,Brahim Díaz,brahim-diaz,B. Díaz,M,170,258553,M,835485,EUR,933638400,M,10,10,False,14.0,13.0,1.0,1.0,4.0,4.0,10.0,11.0,2.0,,,64.0,26.0,7.6,7.0,0.177,0.5633,0.0919779,1,,21,Brahim,1.0,1.0,3.0,,,,,5.0,1.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,,2.0,,,2.0,,,,,,
10411499,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188,75751,M,851284,EUR,928972800,M,17,17,False,31.0,25.0,4.0,2.0,4.0,4.0,21.0,30.0,3.0,,,84.0,50.0,6.9,13.0,0.5497,0.0,0.362432,6,,10,RLeão,3.0,,2.0,3.0,,,,1.0,,1.0,,,3.0,3.0,,,,,,,,,5.0,,,2.0,2.0,,,,,
