match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_ownGoals,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,captain,stat_goalAssist,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10434147,home,MKE Ankaragücü,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188.0,109,M,225012,EUR,788918400,G,32,32,False,15.0,9.0,7.0,1.0,8.0,8.0,1.0,7.0,6.0,1.0,90.0,20.0,6.3,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434147,home,MKE Ankaragücü,Kévin Malcuit,kevin-malcuit,K. Malcuit,D,,178.0,215,,115666,EUR,680918400,D,24,24,False,58.0,46.0,9.0,1.0,14.0,17.0,33.0,44.0,7.0,,90.0,82.0,6.6,22.0,1,3.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10434147,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180.0,44,M,1066338,EUR,898732800,D,4,4,False,52.0,44.0,9.0,4.0,24.0,25.0,20.0,27.0,11.0,,90.0,70.0,7.3,9.0,0,,,1.0,2.0,6.0,,1.0,1.0,,5.0,2.0,3.0,2.0,1.0,,,Atakan Cankaya,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10434147,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,51.0,43.0,8.0,3.0,20.0,21.0,24.0,32.0,10.0,,90.0,63.0,6.7,11.0,1,2.0,1.0,1.0,5.0,3.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
10434147,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173.0,90,M,189627,EUR,749174400,M,17,17,False,37.0,28.0,1.0,,6.0,11.0,22.0,30.0,6.0,,90.0,77.0,7.8,21.0,3,4.0,,1.0,2.0,8.0,,3.0,1.0,,1.0,,5.0,3.0,1.0,,1.0,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,
10434147,home,MKE Ankaragücü,Lamine Diack,lamine-diack,L. Diack,M,25,186.0,193,M,982317,EUR,974246400,M,14,14,False,30.0,24.0,2.0,1.0,6.0,8.0,18.0,22.0,3.0,,45.0,37.0,6.2,8.0,0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,
10434147,home,MKE Ankaragücü,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,48,48,False,40.0,32.0,6.0,4.0,12.0,14.0,20.0,27.0,8.0,,89.0,49.0,7.4,11.0,1,1.0,,,2.0,3.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,2.0,,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,
10434147,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182.0,56,M,320905,EUR,738979200,M,5,5,False,48.0,35.0,2.0,,9.0,15.0,29.0,40.0,3.0,,90.0,74.0,7.0,21.0,0,7.0,3.0,3.0,4.0,6.0,,4.0,3.0,,2.0,,,,1.0,1.0,4.0,,,1.0,2.0,,,,,,,,,,,,,,,
10434147,home,MKE Ankaragücü,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,F,54,54,False,27.0,18.0,2.0,1.0,4.0,5.0,15.0,28.0,5.0,,65.0,43.0,7.0,17.0,2,6.0,1.0,,7.0,3.0,1.0,1.0,,,,,3.0,2.0,1.0,1.0,1.0,,,3.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,
10434147,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186.0,1037,M,238394,EUR,771552000,F,22,22,False,16.0,12.0,3.0,2.0,5.0,6.0,7.0,11.0,4.0,,89.0,35.0,8.6,13.0,5,1.0,,,9.0,3.0,,5.0,3.0,,,,,,5.0,1.0,,,,6.0,,,,3.0,,,,2.0,2.0,,,,,,,
