match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_accurateCross
12499826,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,33.0,24.0,16.0,7.0,0.0,19.0,19.0,5.0,14.0,1.0,7.0,2.0,4.0,1.0,90.0,41.0,7.8,9.0,0.00474267,0,1.0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,45.0,38.0,2.0,2.0,0.0,18.0,20.0,20.0,26.0,4.0,3.0,,,,90.0,66.0,7.1,11.0,0.0306215,0,,,,1.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Denis Vavro,denis-vavro,D. Vavro,D,3,187,674,M,293127,EUR,829094400,D,18,18,False,89.0,79.0,8.0,3.0,0.0,50.0,55.0,29.0,34.0,7.0,4.0,,,,90.0,103.0,7.4,10.0,0.0104852,0,,,,,2.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3369,M,1184855,EUR,1069977600,D,4,4,False,93.0,85.0,12.0,7.0,0.0,48.0,50.0,37.0,43.0,3.0,4.0,,,,90.0,105.0,7.6,10.0,0.0341992,0,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,43.0,42.0,2.0,2.0,0.0,20.0,20.0,22.0,23.0,1.0,6.0,,,,90.0,57.0,6.7,4.0,0.0574691,0,,,,,,5.0,2.0,2.0,4.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,56.0,46.0,6.0,2.0,0.0,20.0,22.0,26.0,41.0,,5.0,,,,90.0,72.0,7.1,19.0,0.111347,1,,,,7.0,1.0,6.0,4.0,2.0,,,2.0,1.0,2.0,3.0,,2.0,2.0,True,1.0,0.0518,0.135,1.0,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Bence Dárdai,bence-dardai,B. Dárdai,M,8,185,1186,M,1418624,EUR,1138060800,M,24,24,False,24.0,18.0,2.0,,0.0,6.0,7.0,12.0,18.0,2.0,4.0,,,,79.0,40.0,6.8,11.0,0.0182098,0,,Bence Dárdai,,1.0,,1.0,4.0,,1.0,,1.0,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,45.0,37.0,2.0,1.0,0.0,14.0,15.0,23.0,36.0,2.0,2.0,,,,89.0,72.0,7.9,16.0,0.0851886,3,,,,6.0,2.0,6.0,4.0,2.0,1.0,,3.0,3.0,1.0,1.0,1.0,2.0,,,1.0,0.2074,0.3945,,1.0,1.0,1.0,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,16.0,6.0,1.0,,0.0,,1.0,6.0,18.0,,3.0,,,,63.0,30.0,6.9,14.0,0.198391,0,,,,3.0,3.0,5.0,5.0,1.0,,,1.0,,,1.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31367,M,1107591,EUR,957830400,M,9,9,False,22.0,15.0,2.0,2.0,0.0,2.0,2.0,13.0,23.0,,1.0,,,,79.0,44.0,7.1,17.0,0.114573,3,,Mohamed El Amine Amoura,,3.0,3.0,6.0,6.0,1.0,5.0,3.0,1.0,,5.0,,,,2.0,,1.0,0.1077,0.0345,1.0,2.0,,,amoura9,,,,,,,,,,
12499826,home,VfL Wolfsburg,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,11,11,False,19.0,15.0,,,0.0,4.0,4.0,11.0,15.0,,2.0,,,,63.0,30.0,6.9,9.0,0.0649643,2,,,,,,2.0,2.0,,,,,,4.0,1.0,,,2.0,,1.0,0.1074,0.1105,1.0,,1.0,,,1.0,1.0,,,,,,,,
12499826,home,VfL Wolfsburg,Lukas Nmecha,lukas-nmecha,L. Nmecha,F,14,185,2645,M,803185,EUR,913593600,F,10,10,True,5.0,5.0,,,0.0,,,5.0,5.0,2.0,1.0,,,,27.0,11.0,6.5,1.0,0.00630251,1,,,,,,1.0,3.0,,,,,,,,2.0,1.0,1.0,,1.0,0.1082,0.0328,,,,,,1.0,,1.0,,,,,,,
12499826,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,True,10.0,7.0,,,0.0,1.0,1.0,6.0,9.0,,,,,,27.0,17.0,7.1,5.0,0.295688,0,,,,,2.0,4.0,6.0,,2.0,,1.0,1.0,,,2.0,,3.0,,,,,1.0,,,,,,,,1.0,,,,,,
12499826,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,True,3.0,1.0,1.0,,0.0,,1.0,1.0,2.0,1.0,,,,,11.0,5.0,6.6,2.0,9.899e-05,0,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,795005,EUR,884476800,M,8,8,True,6.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,,,,,11.0,9.0,6.8,3.0,0.12744,0,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,True,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,,,1.0,2.0,,,4.34e-06,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Marius Müller,marius-muller,M. Müller,G,29,192,130,M,136933,EUR,742435200,G,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499826,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
