match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceCreated,stat_goals
12421113,home,RC Sporting Charleroi,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,26.0,17.0,10.0,1.0,0.0,16.0,18.0,1.0,8.0,1.0,7.0,2.0,2.0,1.0,90.0,32.0,6.5,9.0,0.00057714,0,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Jeremy Petris,,,jeremy-petris,J. Petris,D,29,183.0,120,M,910937,EUR,885945600,D,98,98,False,24.0,19.0,2.0,2.0,0.0,6.0,7.0,13.0,20.0,1.0,5.0,,,,90.0,65.0,7.3,15.0,0.0271324,0,,3.0,1.0,1.0,4.0,13.0,1.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Aiham Ousou,,,aiham-ousou,A. Ousou,D,4,186.0,1246,M,965265,EUR,947376000,D,4,4,False,52.0,44.0,15.0,8.0,0.0,29.0,31.0,15.0,21.0,2.0,2.0,,,,90.0,60.0,6.7,8.0,0.00640499,0,,,,,4.0,2.0,,,,1.0,1.0,1.0,,1.0,,2.0,4.0,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Stelios Andreou,,,andreou-stelios,S. Andreou,D,5,187.0,339,M,994282,EUR,1027468800,D,21,21,False,54.0,43.0,13.0,7.0,0.0,27.0,34.0,16.0,20.0,3.0,3.0,,,,90.0,68.0,6.9,11.0,0.0184863,1,,,,5.0,3.0,10.0,,,,3.0,5.0,3.0,,,,,1.0,2.0,1.0,0.0182,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Vetle Winger Dragsnes,,,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187.0,53,M,548640,EUR,760492800,D,15,15,False,35.0,26.0,3.0,1.0,0.0,13.0,14.0,13.0,21.0,2.0,1.0,,,,73.0,53.0,6.3,12.0,0.0428785,0,,,1.0,,4.0,2.0,,1.0,,,2.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Etienne Camara,Etienne Camara,,etienne-camara,E. Camara,M,5,190.0,290,M,1097542,EUR,1048982400,M,5,5,False,19.0,13.0,,,0.0,7.0,8.0,6.0,11.0,,3.0,,,,45.0,28.0,6.4,10.0,0.00461939,1,,,,1.0,4.0,4.0,3.0,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0257,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Adem Zorgane,,,adem-zorgane,A. Zorgane,M,8,184.0,6525,M,1000472,EUR,947116800,M,6,6,False,94.0,83.0,12.0,9.0,0.0,32.0,34.0,51.0,62.0,1.0,8.0,,,,90.0,116.0,8.5,16.0,0.201601,3,,2.0,,2.0,4.0,10.0,1.0,1.0,,1.0,7.0,7.0,1.0,1.0,4.0,,1.0,1.0,1.0,0.1478,AdemZorgane,True,1.0,1.0,0.3041,,,,,,,
12421113,home,RC Sporting Charleroi,Antoine Bernier,,,antoine-bernier,A. Bernier,M,17,170.0,106,M,834261,EUR,873849600,M,17,17,False,21.0,17.0,2.0,1.0,0.0,2.0,3.0,15.0,22.0,,2.0,,,,90.0,41.0,7.1,14.0,0.0600998,0,,4.0,4.0,,6.0,9.0,1.0,4.0,3.0,,4.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186.0,544,M,845344,EUR,929404800,M,18,18,False,19.0,14.0,2.0,,0.0,7.0,9.0,7.0,10.0,,3.0,,,,45.0,22.0,6.5,6.0,0.0455096,1,,,2.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,1.0,0.0749,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Isaac Mbenza,,,isaac-mbenza,I. Mbenza,F,7,188.0,141,M,789000,EUR,826243200,M,7,7,False,24.0,19.0,2.0,1.0,0.0,3.0,3.0,18.0,33.0,2.0,1.0,,,,73.0,48.0,7.6,16.0,0.0608282,5,,12.0,,,1.0,3.0,,,,,,,,3.0,3.0,,1.0,,1.0,0.184,,,2.0,2.0,0.6005,2.0,,,,,,
12421113,home,RC Sporting Charleroi,Oday Dabbagh,,,oday-dabbagh,O. Dabbagh,F,98,182.0,6574,M,920458,EUR,912643200,F,9,9,False,18.0,16.0,,,0.0,5.0,5.0,11.0,14.0,,1.0,,,,73.0,24.0,6.8,4.0,0.0184407,1,,1.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,,,2.0,,,1.0,,0.0363,,,,1.0,,,,,,,,
12421113,home,RC Sporting Charleroi,Alexis Flips,,,flips-alexis,A. Flips,M,70,173.0,227,M,879672,EUR,948153600,M,70,70,True,19.0,14.0,2.0,1.0,0.0,2.0,2.0,14.0,25.0,,,,,,45.0,38.0,6.9,14.0,0.15731,4,,8.0,1.0,1.0,2.0,2.0,1.0,,,,,,2.0,1.0,1.0,,,,,0.2652,,,,4.0,,2.0,,,,,,
12421113,home,RC Sporting Charleroi,Yassine Titraoui,Yacine Titraoui,,yassine-titraoui,Y. Titraoui,M,22,170.0,2454,M,1094538,EUR,1059177600,M,22,22,True,27.0,22.0,4.0,3.0,0.0,6.0,6.0,16.0,21.0,,1.0,,,,45.0,39.0,7.2,7.0,0.011575,2,,,1.0,,5.0,5.0,1.0,1.0,,1.0,3.0,3.0,,2.0,,,1.0,1.0,2.0,0.0912,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Mardochee Nzita,,,mardochee-nzita,M. Nzita,D,24,178.0,111,M,990726,EUR,951350400,D,24,24,True,10.0,7.0,2.0,1.0,0.0,6.0,7.0,1.0,5.0,,1.0,,,,17.0,19.0,6.9,6.0,0.013899,0,,2.0,2.0,1.0,2.0,5.0,,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Youssuf Sylla,,,youssuf-sylla,Y. Sylla,F,17,191.0,197,M,1099220,EUR,1040256000,F,80,80,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,17.0,5.0,6.7,1.0,0.00123412,0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Grejohn Kyei,,,grejohn-kyei,G. Kyei,F,95,187.0,237,M,581146,EUR,808185600,F,99,99,True,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,,1.0,,,,17.0,14.0,7.0,4.0,0.0147123,1,,,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,0.1077,,,1.0,,0.1131,,,,,,,
12421113,home,RC Sporting Charleroi,Martin Delavallée,,,martin-delavalee,M. Delavallée,G,55,185.0,123,M,1141106,EUR,1079568000,G,55,55,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Žan Rogelj,,,zan-rogelj,Ž. Rogelj,D,21,175.0,87,M,888605,EUR,943488000,D,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185.0,229,M,1407973,EUR,1049241600,D,95,95,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421113,home,RC Sporting Charleroi,Quentin Benaets,,,quentin-benaets,Q. Benaets,F,43,,30,M,1396504,EUR,1061769600,F,43,43,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421113,away,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,41.0,23.0,29.0,11.0,0.0,15.0,16.0,8.0,25.0,1.0,16.0,1.0,4.0,1.0,90.0,55.0,8.0,18.0,0.00404493,0,1.0177,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,
12421113,away,Oud-Heverlee Leuven,Manuel Osifo,Manuel Osifo,,manuel-osifo,M. Osifo,D,25,182.0,65,M,1122524,EUR,1059609600,D,25,25,False,14.0,11.0,2.0,1.0,0.0,10.0,13.0,1.0,1.0,4.0,3.0,,,,90.0,35.0,6.6,8.0,0.00111726,0,,,,1.0,8.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,6.0,1.0,,,,,,,,,,,,,,
12421113,away,Oud-Heverlee Leuven,Hasan Kuruçay,,,kurucay-hassan,H. Kuruçay,D,4,187.0,204,M,852096,EUR,872985600,D,58,58,False,32.0,31.0,4.0,4.0,0.0,24.0,25.0,7.0,7.0,6.0,2.0,,,,90.0,40.0,7.3,1.0,0.00372714,0,,,,2.0,1.0,3.0,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,
12421113,away,Oud-Heverlee Leuven,Federico Ricca,Federico,Ricca,federico-ricca,F. Ricca,D,16,175.0,168,M,590036,EUR,786240000,D,14,14,False,31.0,25.0,4.0,1.0,0.0,21.0,22.0,4.0,9.0,6.0,,,,,90.0,43.0,6.8,6.0,0.00081659,0,,,2.0,2.0,3.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
12421113,away,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,D,27,27,False,14.0,11.0,,,0.0,7.0,10.0,4.0,4.0,6.0,2.0,,,,80.0,41.0,6.8,10.0,0.0300899,0,,,1.0,1.0,9.0,5.0,1.0,6.0,3.0,,,,1.0,1.0,1.0,,4.0,,,,,,,,,,,,,1.0,,
