match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,captain,stat_penaltyFaced,stat_punches,stat_lastManTackle,stat_errorLeadToAShot,stat_hitWoodwork,stat_penaltyConceded
12436606,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,31.0,28.0,5.0,2.0,0.0,27.0,27.0,1.0,4.0,1.0,1.0,13.0,3.0,2.0,3.0,90.0,49.0,7.5,3.0,0.00020965,0,-0.5528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436606,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,54.0,42.0,11.0,5.0,0.0,24.0,27.0,20.0,34.0,,8.0,6.0,,,,90.0,87.0,8.0,21.0,0.261504,1,,7.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0204,3.0,,,,,,,,,,,,,,,,,,
12436606,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,64.0,58.0,7.0,4.0,0.0,45.0,47.0,13.0,17.0,3.0,4.0,3.0,,,,90.0,76.0,6.8,10.0,0.004419,2,,,,5.0,1.0,1.0,,,,2.0,,2.0,1.0,,1.0,,1.0,0.2335,,,,1.0,1.0,2.0,2.0,1.0,0.5635,,,,,,,,,,
12436606,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,72.0,67.0,3.0,2.0,0.0,52.0,55.0,15.0,17.0,,1.0,2.0,,,,90.0,77.0,6.6,5.0,0.00519429,0,,,,2.0,,,,,,2.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12436606,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,False,57.0,56.0,1.0,1.0,1.0,25.0,25.0,31.0,32.0,,5.0,7.0,,,,90.0,80.0,7.3,7.0,0.296476,1,,,,6.0,,4.0,1.0,,,1.0,,2.0,1.0,1.0,,3.0,2.0,0.1484,1.0,,,,1.0,,1.0,,0.7295,,,,,,,,,,
12436606,home,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9218,M,lucasbergvall,1391251,EUR,1138838400,M,15,15,False,29.0,24.0,3.0,1.0,0.0,10.0,10.0,14.0,19.0,,2.0,6.0,,,,80.0,43.0,6.8,9.0,0.131043,1,,,,7.0,,2.0,,,,,,2.0,2.0,1.0,,,4.0,0.0931,2.0,,,,2.0,,1.0,,0.1021,,,,,,,,,,
12436606,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,27.0,25.0,2.0,1.0,0.0,14.0,16.0,11.0,12.0,,3.0,4.0,,,,57.0,37.0,7.0,4.0,0.00930164,0,,1.0,,1.0,,1.0,1.0,,,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12436606,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,45.0,43.0,3.0,2.0,1.0,16.0,16.0,27.0,32.0,,9.0,2.0,,,,80.0,65.0,8.0,10.0,0.14497,0,,3.0,,8.0,1.0,2.0,1.0,1.0,,,1.0,,2.0,2.0,,6.0,3.0,,2.0,,,,3.0,,,,,,,,,,,,,,
12436606,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,22.0,16.0,2.0,,0.0,5.0,7.0,11.0,19.0,,3.0,3.0,,,,90.0,36.0,8.8,11.0,0.0113735,3,,4.0,,3.0,,3.0,2.0,,,,1.0,,,,,1.0,2.0,0.5779,1.0,,,,,,2.0,,1.288,1.0,2.0,1.0,,,,,,,
12436606,home,Tottenham Hotspur,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,19,19,False,10.0,8.0,,,0.0,3.0,4.0,5.0,6.0,1.0,6.0,2.0,,,,87.0,33.0,6.9,13.0,0.00955723,3,,,,7.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,5.0,4.0,,0.2166,1.0,,,1.0,3.0,,1.0,,0.141,1.0,,,,,,,,,
